ubicageo_f,numeral,nombre1,integra1,anios_a,temaatsp_a,temaatsp_b,temaatsp_c,temaatsp_d,sexostt,sexos1,sexos2
14085,1,UNIDAD POLICIAL ESPECIALIZADA DE ATENCION INTEGRAL A MUJERES VICTIMAS DE VIOLENCIA DE GENERO,14085UEP01,2021,6,7,,,3,0,3
14086,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14087,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14088,1,UNIDAD ESPECIALIZADA EN BUSQUEDA DE PERSONAS,14088UEP01,2022,8,,,,7,6,1
14089,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14090,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14091,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14092,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14093,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,093UEP01,2020,6,5,7,9,5,1,4
14094,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14094UEP01,2020,6,7,,,2,0,2
14095,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14096,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14097,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14098,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14099,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14100,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14100M01,2022,6,7,5,,8,4,4
14101,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14102,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14103,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14104,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14105,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14106,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14107,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14108,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14109,1,PREVENCION DEL DELITO,14109UEP01,2007,1,,,,2,1,1
14110,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14111,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14112,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14113,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14114,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14115,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14116,1,PREVENCION DEL DELITO,14116UEP01,2015,1,2,,,3,3,0
14116,2,VIOLENCIA FAMILIAR,14116UEP02,2018,5,2,,,5,3,2
14116,3,VIOLENCIA CONTRA LA MUJER,14116UEP03,2015,6,2,,,5,4,1
14116,4,ATENCION A VICTIMAS,14116UEP04,2015,7,2,,,6,5,1
14116,5,ATENCION A BUSQUEDA DE PERSONAS DESAPARECIDAS,14116UEP05,2018,8,2,,,3,3,0
14117,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14118,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14119,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14120,1,CENTRO DE PREVENCION SOCIAL,14120UEP03,2005,1,9,3,,36,22,14
14120,2,UNIDAD MUJER SEGURA,14120UEP04,2013,5,,,,11,0,11
14120,3,UNIDAD DE ATENCION A VICTIMAS DE VIOLENCIA INTRAFAMILIAR Y DE GENERO,14120UEP05,2012,7,,,,89,50,39
14120,4,ESCUADRON CICLOPOLICIA,14120UEP01,1997,1,9,,,102,84,18
14120,5,ESCUADRON GRUPO DE BUSQUEDA DE PERSONAS,14120UEP02,2020,8,,,,16,11,5
14121,1,SEGURIDAD PUBLICA,DSPTV,2018,1,,,,65,44,21
14121,2,TRANSITO Y VIALIDAD,DSPTV,2018,1,13,,,21,8,13
14122,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14123,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14124,1,PREVENCION DEL DELITO,14124UEP01,2021,1,5,2,7,9,3,6
14124,2,MOVILIDAD URBANA,14124UEP02,2013,13,1,7,,30,18,12
14125,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15003,1,CELULA DE BUSQUEDA,U001,2022,8,7,,,6,4,2
15003,2,POLICIA DE GENERO,U002,2022,6,7,,,6,4,2
15004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15006,1,PREVENCION DEL DELITO,Q159,2022,1,9,,,1,0,1
15007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15009,1,UNIDAD TACTICA ESPECIAL,AMEUTE01,2022,1,,,,8,6,2
15009,2,POLICIA DE VIOLENCIA DE GENERO,AMEGEN01,2022,6,5,8,9,5,2,3
15009,3,COORDINACION DE PREVENCION DEL DELITO,AMEPRD01,2022,1,,,,1,1,0
15010,1,UNIDAD DE PREVENCION DEL DELITO Y PARTICIPACION CIUDADANA,15010UEPO01,2022,1,8,9,2,2,0,2
15010,2,POLICIA DE GENERO,15010UEPO02,2022,1,5,7,8,2,1,1
15011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15012,1,PREVENCION DEL DELITO,Q159,2022,1,2,,,1,1,0
15013,1,UNIDAD DE OPERACIONES ESPECIALES,1,2022,2,1,8,12,23,21,2
15013,2,POLICIA DE GENERO,2,2017,6,5,7,9,15,4,11
15013,3,CELULA DE BUSQUEDA Y LOCALIZACION,3,2017,8,1,7,,9,5,4
15014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15015,1,POLICIA DE GENERO,15015UE01,2022,6,5,8,7,6,2,4
15016,1,ATENCION A VICTIMAS,15016UE01,2022,6,5,7,9,4,2,2
15016,2,BUSQUEDA Y LOCALIZACION,15016UE02,2022,8,2,1,11,4,2,2
15017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15018,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15020,1,POLICIA DE GENERO,1,2022,6,5,,,9,4,5
15021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15022,1,BUSQUEDA Y LOCALIZACION DE PERSONAS,15022UEP01,2020,8,,,,40,31,9
15022,2,PREVENCION DEL DELITO,15022UEP02,1980,1,,,,40,31,9
15023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15025,1,POLICIA DE GENERO,15025UEP01,2016,6,5,7,9,16,8,8
15025,2,POLICIA DE PROTOCOLO ALBA ALERTA AMBER Y BUSQUEDA DE PERSONAS EXTRAVIADAS O AUSENTES,15025UEP02,2016,8,12,7,9,8,4,4
15026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15027,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,Q1110,2022,1,8,,,26,15,11
15028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15029,1,UNIDAD DE GENERO,47,2022,13,5,6,9,4,0,4
15030,1,UNIDAD DE GENERO,15030UEP01,2020,7,6,5,9,4,2,2
15031,1,UNIDAD ESPECIALIZADA DE PREVENCION A LA VIOLENCIA DE GENERO,15031UEP01,2022,6,1,5,7,28,22,6
15031,2,PREVENCION DEL DELITO,15031UEP02,2022,1,5,2,7,13,7,6
15031,3,CELULA DE BUSQUEDA Y LOCALIZACION,15031UEP03,2022,8,1,7,6,12,8,4
15032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15033,1,CELULA DE BUSQUEDA DE PERSONAS,15033UEP01,2016,8,7,,,18,12,6
15033,2,CELULA DE ATENCION A VICTIMAS DEL DELITO,15033UEP02,2016,7,,,,24,16,8
15033,3,CELULA ARCOIRIS,15033UEP03,2022,13,,,,8,6,2
15033,4,POLICIA DE GENERO,15033UEP04,2010,6,,,,20,10,10
15034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15035,1,PREVENCION DEL DELITO,1,2022,1,5,8,,2,0,2
15035,2,UNIDAD DE ATENCION A VICTIMAS,7,2022,7,6,9,,2,2,0
15036,1,UNIDAD DE PREVENCION DEL DELITO,15036CE-SP01,2019,1,2,7,8,2,1,1
15037,1,UNIDAD DE REACCION,15037UEP01,2016,7,5,6,8,15,11,4
15038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15039,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15041,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15042,1,PREVENCION DEL DELITO,15042UEP01,2008,1,,,,1,0,1
15042,2,BUSQUEDA Y LOCALIZACION DE PERSONAS,15042UEP02,2021,8,,,,10,0,10
15043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15044,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15048,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15049,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15051,1,PREVENCION DEL DELITO,158,2016,1,2,9,,2,1,1
15052,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15053,1,PREVENCION DEL DELITO,15053UE01,2022,1,5,9,,3,1,2
15053,2,CELULA DE BUSQUEDA,15053UE02,2022,8,12,5,,2,1,1
15053,3,POLICIA DE GENERO,15053UE03,2022,6,7,5,,2,1,1
15054,1,SUBDIRECCION DE VINCULACION SOCIAL Y PREVENCION DEL DELITO,1,2022,1,,,,3,0,3
15054,2,UNIDAD DE POLICIA DE GENERO,6,2022,6,,,,7,0,7
15054,3,ATENCION A VICTIMAS,7,2022,7,,,,2,0,2
15054,4,UNIDAD DE BUSQUEDA Y LOCALIZACION DE PERSONAS,8,2022,8,,,,2,2,0
15055,1,SECRETARIA DE SEGURIDAD PUBLICA,Q0010,2022,1,9,,,8,6,2
15056,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15057,1,GRUPO ESPECIALIZADO EN ATENCION A VICTIMAS DE VIOLENCIA DE GENERO,057UEP01,2015,6,5,7,,31,11,20
15058,1,UNIDAD DE ENLACE CIUDADANO,0001UEC01,2004,1,,,,11,7,4
15058,2,UNIDAD DE REDES VECINALES,0001URV02,2016,13,2,,,15,9,6
15058,3,UNIDAD DE JUSTICIA CIVICA,0001UJC03,2021,3,2,,,22,19,3
15058,4,UNIDAD ATENCION A VICTIMAS,0001UAV04,2013,7,,,,11,2,9
15058,5,UNIDAD DE BUSQUEDA DE PERSONAS,0001UBP05,2017,8,,,,13,2,11
15058,6,UNIDAD DE ATENCION A VIOLENCIA DE GENERO,0001UVG06,2015,6,5,,,12,5,7
15059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15061,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15062,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15063,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15064,1,VIOLENCIA CONTRA LA MUJER,15064UEP01,2022,6,5,9,,4,2,2
15064,2,CELULA DE BUSQUEDA,15064UEP02,2022,8,9,7,,4,2,2
15065,1,POLICIA DE GENERO,15065UEP01,2022,6,7,9,,3,0,3
15066,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15067,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15068,1,BUSQUEDA Y LOCALIZACION Y GENERO,15068UEP01,2020,8,6,,,4,2,2
15069,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15070,1,POLICIA DE GENERO,15070UEP01,2022,7,5,,,3,1,2
15071,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15072,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15073,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15074,1,SEGURIDAD PUBLICA MUNICIPAL,15074INS020232,2019,1,3,,,16,14,2
15075,1,CELULA DE GENERO,15075UE01,2022,5,,,,4,2,2
15075,2,CELULA DE GENERO,15075UE02,2022,6,,,,4,2,2
15075,3,CELULA DE BUSQUEDA,15075UE03,2022,8,,,,4,2,2
15076,1,PREVENCION DEL DELITO,H001,2022,1,,,,4,2,2
15076,2,BUSQUEDA DE PERSONAS,H001,2022,8,,,,4,2,2
15077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15078,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15079,1,POLICIA DE GENERO,0,2022,6,5,7,9,4,2,2
15079,2,CELULA DE BUSQUEDA DE PERSONAS DESAPARECIDAS,0,2022,8,1,2,7,4,2,2
15080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15081,1,PREVENCION DEL DELITO,15081UEP01,2022,1,5,,,4,3,1
15081,2,BUSQUEDA Y LOCALIZACION DE PERSONAS,15081UEP02,2019,8,2,,,7,4,3
15081,3,PUERTA VIOLETA,15081UEP03,2020,5,6,,,3,1,2
15081,4,UNIDAD ESPECIALIZADA DE ATENCION A VICTIMAS DE VIOLENCIA INTRAFAMILIAR Y DE GENERO,15081UEP04,2017,7,9,,,16,7,9
15082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15083,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15084,1,UNIDAD DE ATENCION PARA EQUIDAD DE GENERO,15084AAS01,2021,6,5,9,,25,5,20
15085,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15086,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15087,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15088,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15089,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15090,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15091,1,PREVENCION DEL DELITO,15091UEP01,2022,1,6,5,8,4,2,2
15091,2,GRUPO TACTICO,15091UEP02,2022,1,2,12,7,8,8,0
15092,1,UNIDAD DE REACCION INMEDIATA,15092UEP01,2021,2,3,6,5,5,4,1
15093,1,UNIDAD DE GENERO,15093UEP01,2022,6,5,7,9,8,5,3
15094,1,POLICIA DE GENERO,6,2022,6,5,1,7,8,4,4
15094,2,CELULA DE BUSQUEDA DE PERSONAS,8,2022,8,9,7,12,8,4,4
15095,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15096,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15097,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15098,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15099,1,UNIDAD DE ANALISIS E INTELIGENCIA,15099UEP01,2009,1,2,,,6,3,3
15100,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15101,1,PREVENCION DEL DELITO,1,2021,1,5,2,6,3,2,1
15101,2,BUSQUEDA Y LOCALIZACION DE PERSONAS,8,2022,8,5,6,9,3,2,1
15102,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15103,1,UNIDAD NARANJA,15103UEP01,2010,5,6,8,,5,3,2
15104,1,SUBDIRECCION DE PREVENCION DEL DELITO Y PARTICIPACION CIUDADANA,15104UE01,2013,1,5,7,8,43,27,16
15105,1,CEDULA DE BUSQUEDA,0,2022,8,1,,,4,2,2
15106,1,POLICIA DE GENERO Y CELULA DE BUSQUEDA,15106UEP01,2017,6,5,8,9,51,23,28
15106,2,UNIDAD DE COMBATE AL ROBO DE VEHICULOS,15106UEP02,2022,13,,,,39,31,8
15107,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15108,1,UNIDAD ESPECIALIZADA EN VIOLENCIA DE GENERO PREVENCION DEL DELITO Y BUSQUEDA Y LOCALIZACION DE PERSONAS,15108UEP01,2016,1,6,8,,11,5,6
15109,1,DEPARTAMENTO DE POLICIA DE GENERO,1,2015,6,7,8,1,20,12,8
15109,2,GRUPO ESPECIAL DE REACCION INMEDIATA,2,2005,2,1,12,13,55,47,8
15109,3,GRUPO ESPECIAL MOTORIZADO,3,2021,2,1,12,13,18,18,0
15110,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15111,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15112,1,CELULA DE BUSQUEDA Y LOCALIZACION DE PERSONAS DESAPARECIDAS GENERO,1,2022,7,5,8,9,4,2,2
15113,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15114,1,BUSQUEDA Y LOCALIZACION DE PERSONAS,8,2022,8,,,,6,4,2
15114,2,POLICIA DE GENERO,13,2022,13,,,,6,4,2
15115,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15116,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15117,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15118,1,AREA DE PREVENCION DEL DELITO,H00,2015,1,6,3,5,2,1,1
15118,2,CELULA DE BUSQUEDA DE PERSONAS Y UNIDAD DE GENERO,H00,2021,8,3,5,6,4,2,2
15119,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15120,1,COORDINACION DE PREVENCION DEL DELITO,15120UEP01,2022,1,6,7,8,17,12,5
15121,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15122,1,BUSQUEDA Y LOCALIZACION DE PERSONAS DESAPARECIDAS,15122UEP01,2015,6,5,,,11,7,4
15122,2,POLICIA DE GENERO,15122UEP02,2015,8,,,,14,4,10
15122,3,PREVENCION DEL DELITO,15122UEP03,2013,1,2,,,12,5,7
15122,4,GRUPO TACTICO,15122UEP04,2003,13,,,,22,20,2
15123,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15124,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
15125,1,UNIDAD DE GENERO,15120UEP01,2022,8,7,,,4,2,2
16001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16004,1,UNIDAD DE PREVENCION DEL DELITO,16004UEP01,2021,1,,,,10,9,1
16005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16006,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16013,1,UNIDAD DE BUSQUEDA DE PERSONAS DESAPARECIDAS,16013UEP01,NSS,8,6,,,2,2,0
16014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16018,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16020,1,UNIDAD DE PREVENCION DEL DELITO,16020UEP01,2022,1,,,,10,8,2
16021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16022,1,VIOLENCIA CONTRA LA MUJER,16022UE01,2022,6,5,,,32,29,3
16023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16025,1,SEGURIDAD PUBLICA,16025UEP01,2021,1,3,,,42,34,8
16026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16027,1,SEGURIDAD PUBLICA,16027UE01,2022,1,,,,20,13,7
16028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16033,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16034,1,PREVENCION DEL DELITO,16034UEP01,2019,1,2,5,7,8,2,6
16035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16036,1,UNIDAD DE PREVENCION DEL DELITO,16036UEP01,2021,1,,,,10,8,2
16037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16039,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16041,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16042,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16043,1,PREVENCION DEL DELITO ATENCION A VICTIMAS Y PROXIMIDAD,16043UE01,2022,1,7,5,6,3,2,1
16043,2,ANALISIS,16043UE02,2022,13,,,,1,0,1
16044,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16048,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16049,1,PREVENCION DE DELITO,CE-SP16049M10272575771,2013,1,,,,40,36,4
16050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16051,1,NO DISPONIBLE,NO DISPONIBLE,ND,998,998,998,998,ND,ND,ND
16052,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16053,1,CENTRO DE ATENCION A VICTIMAS DEL DELITO,16053UEP01,2016,7,1,,,81,35,46
16053,2,UNIDAD DE REACCION INMEDIATA,16053UEP02,2016,1,13,,,61,38,23
16053,3,POLICIA TURISTICA,16053UEP03,2018,11,1,,,49,20,29
16053,4,TRANSITO Y VIALIDAD,16053UEP04,2021,13,1,,,120,98,22
16053,5,INTELIGENCIA Y POLITICA DE SEGURIDAD,16053UEP05,2021,1,13,,,9,3,6
16053,6,UNIDAD DE INVESTIGACION,16053UEP06,2016,1,13,,,15,11,4
16053,7,PROXIMIDAD SOCIAL,16053UEP07,2016,1,2,,,312,168,144
16053,8,HALCON,16053UEP08,2019,13,1,,,65,27,38
16053,9,UNIDAD DE HECHOS DE TRANSITO,16053UEP09,2021,13,1,,,58,48,10
16053,10,ASUNTOS INTERNOS,16053UEP10,2016,13,1,,,4,2,2
16054,1,PREVENCION DEL DELITO,16054UEP01,2022,1,,,,0,0,0
16055,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16056,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16057,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16058,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16061,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16062,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16063,1,PREVENCION DEL DELITO,16063UEP01,2022,1,,,,0,0,0
16064,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16065,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16066,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16067,1,MANDO UNICO,16067UEP01,2021,1,,,,28,24,4
16068,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16069,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16070,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16071,1,PREVENCION DEL DELITO,16071UEP01,2020,1,,,,18,15,3
16072,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16073,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16074,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16075,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16076,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16078,1,UNIDAD ESPECIAL DE PREVENCION DEL DELITO,16078UEP01,2022,1,2,7,6,2,1,1
16078,2,UNIDAD ESPECIAL DE ATENCION A VICTIMAS,16078UEP02,2022,7,5,6,2,2,1,1
16079,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16081,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16083,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16084,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16085,1,PREVENCION DEL DELITO,16085UEP01,2016,1,,,,6,5,1
16085,2,ATENCION A VICTIMAS,16085UEP02,2016,7,5,6,,2,0,2
16086,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16087,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
16088,1,VIOLENCIA DE GENERO,16088UE01,2022,6,5,7,,3,1,2
