ubicageo_f,rnspni1,divter1,divter2,divter3,divter4,divter5
32009,0,NA,NA,NA,NA,NA
32010,1,0,NSS,0,0,0
32011,0,NA,NA,NA,NA,NA
32012,0,NA,NA,NA,NA,NA
32013,0,NA,NA,NA,NA,NA
32014,0,NA,NA,NA,NA,NA
32015,0,NA,NA,NA,NA,NA
32016,0,NA,NA,NA,NA,NA
32017,0,NA,NA,NA,NA,NA
32018,0,NA,NA,NA,NA,NA
32019,0,NA,NA,NA,NA,NA
32020,0,NA,NA,NA,NA,NA
32021,0,NA,NA,NA,NA,NA
32022,0,NA,NA,NA,NA,NA
32023,0,NA,NA,NA,NA,NA
32024,0,NA,NA,NA,NA,NA
32025,0,NA,NA,NA,NA,NA
32026,0,NA,NA,NA,NA,NA
32027,0,NA,NA,NA,NA,NA
32028,0,NA,NA,NA,NA,NA
32029,0,NA,NA,NA,NA,NA
32030,0,NA,NA,NA,NA,NA
32031,0,NA,NA,NA,NA,NA
32032,0,NA,NA,NA,NA,NA
32033,0,NA,NA,NA,NA,NA
32034,0,NA,NA,NA,NA,NA
32035,0,NA,NA,NA,NA,NA
32036,1,0,0,0,0,1
32037,0,NA,NA,NA,NA,NA
32038,0,NA,NA,NA,NA,NA
32039,0,NA,NA,NA,NA,NA
32040,0,NA,NA,NA,NA,NA
32041,0,NA,NA,NA,NA,NA
32042,0,NA,NA,NA,NA,NA
32043,0,NA,NA,NA,NA,NA
32044,0,NA,NA,NA,NA,NA
32045,0,NA,NA,NA,NA,NA
32046,0,NA,NA,NA,NA,NA
32047,0,NA,NA,NA,NA,NA
32048,0,NA,NA,NA,NA,NA
32049,3,NA,NA,NA,NA,NA
32050,0,NA,NA,NA,NA,NA
32051,0,NA,NA,NA,NA,NA
32052,0,NA,NA,NA,NA,NA
32053,0,NA,NA,NA,NA,NA
32054,0,NA,NA,NA,NA,NA
32055,0,NA,NA,NA,NA,NA
32056,9,NSS,NSS,NSS,NSS,NSS
32057,0,NA,NA,NA,NA,NA
32058,0,NA,NA,NA,NA,NA
