ubicageo_f,nombre1,sexo_i,edades,totalca1,gdoestud_k,estagrad_e,institsp_c,antigu_a,antigu_b,puebindi_j,fdesigna_m
20216,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,NA,2,2,22,4,1,22,5
20217,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,48,4300,3,3,23,6,3,11,4
20218,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,49,1300,3,3,23,5,3,11,5
20219,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,15000,2,3,22,3,3,22,5
20220,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,33,3000,3,3,22,3,3,9,5
20221,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,5000,2,3,22,2,2,11,5
20222,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,46,5000,3,2,99,3,1,22,5
20223,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,4000,2,3,22,12,1,22,5
20224,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20225,DIRECTOR DE SEGURIDAD PUBLICA,1,45,10000,3,3,22,1,1,11,8
20226,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,4000,2,3,23,4,1,22,5
20227,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,46,9268,3,3,22,3,3,26,2
20228,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,31,4500,3,3,23,4,3,9,5
20229,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,33,5000,4,3,22,3,3,22,5
20230,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,2,50,5000,3,3,21,3,3,11,5
20231,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,4296.35,2,3,12,4,1,10,4
20232,DIRECCION DE SEGURIDAD PUBLICA,2,38,12000,4,3,22,2,2,1,3
20233,POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,65,NA,2,3,1,6,2,22,4
20234,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,12000,2,2,23,3,1,9,5
20235,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,27,8000,4,3,23,3,3,22,3
20236,SINDICO MUNICIPAL,1,53,10000,2,3,22,3,3,22,5
20237,SINDICATURA MUNICIPAL,1,65,11000,2,0,22,1,1,11,8
20238,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,66,6000,2,3,22,3,3,22,3
20239,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,49,3800,3,3,22,4,3,11,5
20240,SINDICATURA MUNICIPAL,1,55,4500,4,3,23,3,3,11,5
20241,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,9000,2,3,23,6,3,22,3
20242,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20243,TESORERIA MUNICIPAL,1,55,14000,2,2,99,3,3,22,5
20244,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,10000,3,3,23,0,0,26,5
20245,SINDICATURA MUNICIPAL,1,65,4500,2,3,21,3,3,26,1
20246,TESORERIA MUNICIPAL,1,61,2500,2,2,22,1,1,10,5
20247,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,56,NA,4,3,99,1,1,22,2
20248,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,46,8000,3,3,23,4,1,22,5
20249,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,7000,6,3,20,23,3,9,5
20250,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,43,4300,6,4,20,12,3,26,4
20251,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,47,5200,2,3,21,3,3,11,5
20252,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,2,40,NA,3,3,22,3,3,11,5
20253,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA,1,55,12000,3,3,22,2,2,26,5
20254,SINDICATURA MUNICIPAL,3,NA,NA,0,0,0,NA,NA,0,0
20255,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,53,3000,3,3,23,6,3,11,4
20256,SINDICATURA MUNICIPAL,1,35,3000,3,3,6,1,1,24,4
20257,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,NA,2,3,22,3,1,22,5
20258,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,65,5400,2,3,22,9,3,11,5
20259,DIRECCION DE SEGURIDAD PUBLICA,2,52,5000,2,3,22,1,1,11,2
20260,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,51,1200,2,3,99,1,1,22,5
20261,SINDICATURA MUNICIPAL,2,32,9000,4,3,4,1,1,11,4
20262,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,66,6500,2,3,99,2,1,22,5
20263,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,2,34,6300,3,3,22,3,3,26,5
20264,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,3600,3,3,23,6,3,11,4
20265,DIRECCION DE SEGURIDAD PUBLICA,1,48,10000,3,3,99,3,3,12,5
20266,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,10000,3,3,22,2,2,26,5
20267,CUERPO TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,41,2300,2,3,99,1,1,22,5
20268,SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE OAXACA,3,NA,NA,0,0,0,NA,NA,0,0
20269,CUERPO DE POLICIA ADSCRITO A LA TESORERIA MUNICIPAL A CARGO DEL PRESIDENTE MUNICIPAL,1,60,NA,6,4,20,25,3,11,5
20270,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,67,4000,2,3,23,6,3,11,5
20271,SINDICATURA MUNICIPAL,1,54,0,3,3,23,3,3,22,5
20272,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,43,10000,6,4,1,6,3,26,2
20273,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,7000,2,3,22,1,1,22,4
20274,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,48,2000,3,3,23,3,3,11,4
20275,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,63,10000,2,2,22,4,1,10,5
20276,SINDICATURA MUNICIPAL,2,47,6000,3,3,23,1,1,11,5
20277,DIRECCION DE SEGURIDAD PUBLICA,1,47,7000,3,3,22,1,1,26,3
20278,DIRECCION DE SEGURIDAD PUBLICA,1,45,8000,4,3,1,1,1,12,2
20279,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,0,6,3,23,22,2,22,5
20280,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,53,5998,2,3,99,2,1,22,5
20281,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,40,2000,3,3,23,6,3,11,5
20282,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,3500,6,3,23,6,0,22,1
20283,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,49,5000,3,3,23,6,3,24,5
20284,REGIDURIA DE POLICIA,2,46,3500,2,3,99,3,3,22,5
20285,DIRECCION DE SEGURIDAD PUBLICA,1,48,8000,3,3,22,5,5,26,2
20286,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,40,8000,2,3,22,3,3,11,5
20287,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD PUBLICA,2,64,2500,2,2,22,1,1,24,5
20288,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,49,NA,2,2,99,3,1,22,5
20289,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,21,NA,2,3,22,2,2,26,5
20290,SINDICATURA MUNICIPAL,2,65,6000,2,3,21,1,1,26,2
20291,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,1,43,5000,3,3,22,3,3,26,5
20292,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,3000,3,3,22,3,3,22,5
20293,REGIDURIA DE SEGURIDAD,1,50,11000,4,3,22,6,2,22,5
20294,REGIDURIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,34,11000,3,3,22,1,1,26,2
20295,DIRECCION DE LA POLICIA MUNICIPAL,1,43,12000,6,4,7,2,2,26,3
20296,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,50,5000,2,3,99,4,1,22,5
20297,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,51,NA,3,3,22,6,3,11,5
20298,DIRECCION DE LA POLICIA MUNICIPAL,1,25,11000,6,3,19,5,1,22,2
20299,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,1000,3,3,22,1,1,22,5
20300,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,2,53,14000,4,3,23,1,1,24,3
20301,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA REGIDURIA DE POLICIA,1,31,10500,4,3,22,3,3,22,5
20302,DIRECCION DE SEGURIDAD PUBLICA,1,45,6400,6,3,1,16,1,11,2
20303,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,36,5000,6,4,22,1,1,22,5
20304,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,43,NA,4,3,20,7,3,11,4
20305,DIRECCION DE SEGURIDAD PUBLICA,1,52,5400,3,3,23,31,1,22,1
20306,TOPILES ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,54,8000,3,3,99,2,2,26,4
20307,DIRECCION DE SEGURIDAD PUBLICA,2,38,6000,4,3,23,1,1,24,2
20308,CUERPO DE POLICIAS ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,46,6000,4,3,21,0,0,26,1
20309,DIRECCION DE SEGURIDAD PUBLICA,1,45,16000,3,3,22,1,1,9,2
20310,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,48,18000,4,3,13,3,3,22,5
20311,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,60,1300,2,3,22,3,3,11,5
20312,DIRECCION DE SEGURIDAD PUBLICA,1,40,8000,4,3,1,20,1,11,2
20313,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,1800,2,3,23,11,3,11,5
20314,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,0,4,3,22,3,3,26,5
20315,CUERPO DE POLICIA ADSCRITODIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,1,62,10000,2,2,21,3,3,22,5
20316,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,56,5000,2,2,23,3,3,22,4
20317,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20318,DIRECCION DE SEGURIDAD,1,39,NSS,6,4,2,1,1,26,1
20319,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20320,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,64,NA,3,3,22,3,3,11,4
20321,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,3000,3,3,22,19,3,11,5
20322,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20323,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,NA,2,2,22,4,1,10,5
20324,DIRECCION DE LA POLICIA VIAL Y MUNICIPAL,1,31,10000,4,3,1,3,1,26,1
20325,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,7000,2,3,22,4,3,22,5
20326,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,8000,3,3,23,5,3,1,5
20327,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,2,31,15000,6,4,17,4,1,99,1
20328,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,56,5000,3,2,21,8,3,22,5
20329,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,64,4000,2,3,23,12,3,11,4
20330,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,34,10000,2,3,22,2,0,9,5
20331,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,45,5000,2,3,23,6,3,11,4
20332,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,51,4000,3,3,22,8,3,26,5
20333,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,35,NA,4,3,23,6,3,22,5
20334,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,60,12000,6,4,4,28,2,11,2
20335,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,40,1000,2,3,99,8,1,22,5
20336,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,41,1500,4,3,99,1,1,1,5
20337,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LAS SINDICATURA MUNICIPAL,1,51,NA,2,3,22,6,1,10,5
20338,DIRECCION DE SEGURIDAD PUBLICA,1,32,10000,6,4,22,5,1,26,2
20339,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,8200,4,3,99,1,1,26,4
20340,COMANDANCIA MUNICIPAL,1,28,4000,4,3,17,6,3,11,2
20341,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,51,2500,2,3,22,3,3,11,5
20342,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20343,CUERPO DE POLICIA ADSCRITO A LA REGIDURIA DE SEGURIDAD,1,71,3174,2,3,21,3,3,22,5
20344,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD PUBLICA,1,45,7750,2,3,10,3,3,26,5
20345,DIRECCION DE SEGURIDAD PUBLICA,1,47,7800,3,3,1,5,1,26,1
20346,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,49,6000,3,3,17,1,1,11,5
20347,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,10000,2,3,23,3,3,26,5
20348,DIRECCION DE SEGURIDAD PUBLICA,1,45,10000,2,3,17,6,6,12,1
20349,CUERPO DE TOPILES MUNICIPALES ADSCRITO DIRECTAMENTE A SINDICATURA MUNICIPAL,1,70,9000,2,3,22,3,3,22,5
20350,DIRECCION DE POLICIA MUNICIPAL,2,28,8000,6,3,17,3,3,22,2
20351,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,9500,2,3,10,3,3,26,5
20352,COMANDANTE MUNICIPAL,1,72,7000,1,0,99,3,3,11,2
20353,DIRECCION DE POLICIA MUNICIPAL,1,58,7000,2,3,22,4,3,26,5
20354,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,6100,3,3,99,3,3,9,5
20355,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20356,CUERPO DE POLICIA MUNICIPAL ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,61,5000,2,3,22,3,3,22,5
20357,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,39,1600,6,3,23,4,3,22,5
20358,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,46,7500,3,3,23,10,3,26,5
20359,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,5000,2,3,99,1,1,22,5
20360,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,70,13000,3,3,99,1,1,22,8
20361,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,5000,2,3,22,9,3,22,5
20362,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,3000,3,3,22,2,2,22,5
20363,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,66,NA,3,3,99,1,1,26,5
20364,DIRECCION DE SEGURIDAD PUBLICA,1,28,10000,6,4,22,2,1,26,2
20365,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,57,7000,2,3,99,1,1,22,5
20366,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,67,8000,2,3,22,3,3,22,5
20367,CUERPOS DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,69,6000,2,3,22,1,1,11,5
20368,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA REGIDURIA DE POLICIA MUNICIPAL,1,55,10000,2,3,99,3,3,26,8
20369,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,59,8000,2,3,22,3,3,26,5
20370,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,46,3500,3,3,13,3,3,11,5
20371,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,26,3500,4,3,22,3,3,11,5
20372,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,65,5000,6,4,20,30,3,11,5
20373,COMANDANCIA MUNICIPAL,1,30,3000,3,3,17,5,2,11,2
20374,SINDICATURA MUNICIPAL,1,50,2000,3,3,23,1,1,9,5
20375,DIRECCION DE POLICIA MUNICIPAL,1,53,12000,4,3,99,1,1,26,5
20376,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,45,4500,3,3,22,3,3,11,5
20377,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,45,10000,4,3,22,4,1,11,1
20378,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,10000,2,3,23,4,3,22,5
20379,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,55,8000,2,3,21,4,3,11,5
20380,CUERPO DE TOPILES MUNICIPALES ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,1,53,6000,3,3,21,3,3,22,5
20381,SINDICO MUNICIPAL,1,64,12000,2,3,17,5,1,26,2
20382,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,3000,6,4,21,7,3,11,5
20383,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,40,0,6,2,22,6,3,11,5
20384,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,8000,2,3,99,3,3,22,5
20385,COMISARIA DE SEGURIDAD PUBLICA PROTECCION CIUDADANA Y VIALIDAD,1,38,15000,6,4,13,15,1,26,2
20386,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,42,8000,2,3,22,3,3,24,5
20387,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,34,8000,6,4,22,2,2,26,1
20388,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,42,6500,3,3,22,3,3,26,2
20389,REGIDOR DE SEGURIDAD,1,48,7000,2,3,22,3,3,22,5
20390,DIRECCION DE SEGURIDAD PUBLICA,1,54,14000,6,3,22,1,1,26,8
20391,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,8000,3,3,23,3,3,22,5
20392,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,65,17000,4,3,22,3,3,11,5
20393,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,1,46,7000,4,3,22,3,3,22,5
20394,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,NA,2,3,22,5,1,10,5
20395,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,4000,3,3,23,3,3,11,4
20396,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,12000,2,3,23,3,3,9,5
20397,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD Y PROTECCION CIVIL,1,44,20000,6,4,1,20,1,11,1
20398,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,35,NSS,3,3,23,3,3,26,5
20399,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,38,26000,6,4,22,6,6,22,2
20400,COMANDANCIA MUNICIPAL,1,28,2800,2,3,17,9,3,2,2
20401,DIRECCION DE SEGURIDAD PUBLICA,1,NSS,NSS,9,9,99,NSS,NSS,99,1
20402,DIRECCION DE SEGURIDAD PUBLICA,1,45,10000,3,3,22,2,2,26,2
20403,DIRECCION DE SEGURIDAD,1,55,4000,3,3,99,3,3,26,3
20404,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,59,6000,4,3,20,28,3,11,2
20405,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,65,10000,2,3,22,3,3,11,5
20406,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,42,7000,4,3,99,3,3,9,3
20407,DIRECCION DE SEGURIDAD PUBLICA,1,36,6000,3,3,99,3,3,23,5
20408,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,42,5583,3,3,22,13,3,11,5
20409,SINDICATURA MUNICIPAL,1,63,16000,4,3,22,2,2,22,5
20410,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,40,2000,3,3,23,3,3,26,5
20411,CUERPO DE TOPILES MUNICIPALES ADSCRITO DIRECTAMENTE A LA REGIDURIA DE POLICIA,1,43,4900,2,2,21,3,3,22,5
20412,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,48,17000,2,3,18,3,3,22,5
20413,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,54,8000,6,3,17,1,1,26,4
20414,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,70,12000,6,3,1,4,1,26,8
20415,DIRECTOR DE SEGURIDAD,1,58,10000,2,3,22,2,1,24,2
20416,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,500,3,3,23,3,3,26,5
20417,DIRECCION DE SEGURIDAD PUBLICA,1,32,9000,5,3,10,4,1,26,5
20418,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,62,5000,4,3,23,1,1,22,2
20419,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,50,1800,3,3,99,10,1,22,5
20420,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,43,4500,2,3,99,3,3,22,5
20421,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,32,10000,6,4,22,1,1,22,2
20422,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,2,50,2300,5,4,20,1,1,11,2
20423,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,40,0,2,3,22,22,2,11,5
20424,NO APLICA,3,NA,NA,0,0,0,NA,NA,0,0
20425,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,5700,2,3,23,6,3,24,5
20426,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,60,10000,3,3,22,3,3,11,5
20427,DIRECCION DE SEGURIDAD PUBLICA,1,33,8000,6,3,20,3,1,22,2
20428,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,56,2000,2,3,23,3,3,22,5
20429,SINDICO MUNICIPAL,1,50,10000,3,3,22,3,3,22,3
20430,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,67,2500,2,3,22,3,3,11,5
20431,SINDICATURA MUNICIPAL,1,46,8500,4,3,23,1,1,26,8
20432,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LAS SINDICATURA MUNICIPAL,1,54,2100,2,3,22,4,1,22,5
20433,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,40,8000,4,3,23,10,3,24,3
20434,SINDICATURA MUNICIPAL,2,35,6000,2,3,23,1,1,12,8
