ubicageo_f,rnspni1,anios_a,nombre1
20066,2,NA,NO APLICA
20067,1,2014,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA POLICIAL
20068,2,NA,NO APLICA
20069,3,NA,NO APLICA
20070,3,NA,NO APLICA
20071,2,NA,NO APLICA
20072,3,NA,NO APLICA
20073,3,NA,NO APLICA
20074,2,NA,NO APLICA
20075,3,NA,NO APLICA
20076,3,NA,NO APLICA
20077,3,NA,NO APLICA
20078,3,NA,NO APLICA
20079,1,2022,COMISION DE HONOR Y JUSTICIA
20080,3,NA,NO APLICA
20081,3,NA,NO APLICA
20082,3,NA,NO APLICA
20083,3,NA,NO APLICA
20084,3,NA,NO APLICA
20085,3,NA,NO APLICA
20086,3,NA,NO APLICA
20087,2,NA,NO APLICA
20088,3,NA,NO APLICA
20089,3,NA,NO APLICA
20090,3,NA,NO APLICA
20091,2,NA,NO APLICA
20092,3,NA,NO APLICA
20093,2,NA,NO APLICA
20094,3,NA,NO APLICA
20095,2,NA,NO APLICA
20096,3,NA,NO APLICA
20097,3,NA,NO APLICA
20098,2,NA,NO APLICA
20099,3,NA,NO APLICA
20100,3,NA,NO APLICA
20101,3,NA,NO APLICA
20102,3,NA,NO APLICA
20103,2,NA,NO APLICA
20104,3,NA,NO APLICA
20105,3,NA,NO APLICA
20106,3,NA,NO APLICA
20107,3,NA,NO APLICA
20108,3,NA,NO APLICA
20109,3,NA,NO APLICA
20110,3,NA,NO APLICA
20111,3,NA,NO APLICA
20112,3,NA,NO APLICA
20113,3,NA,NO APLICA
20114,3,NA,NO APLICA
20115,2,NA,NO APLICA
20116,3,NA,NO APLICA
20117,2,NA,NO APLICA
20118,3,NA,NO APLICA
20119,3,NA,NO APLICA
20120,3,NA,NO APLICA
20121,2,NA,NO APLICA
20122,3,NA,NO APLICA
20123,2,NA,NO APLICA
20124,3,NA,NO APLICA
20125,3,NA,NO APLICA
20126,3,NA,NO APLICA
20127,3,NA,NO APLICA
20128,3,NA,NO APLICA
20129,3,NA,NO APLICA
20130,2,NA,NO APLICA
20131,3,NA,NO APLICA
20132,3,NA,NO APLICA
20133,3,NA,NO APLICA
20134,3,NA,NO APLICA
20135,3,NA,NO APLICA
20136,3,NA,NO APLICA
20137,3,NA,NO APLICA
20138,3,NA,NO APLICA
20139,3,NA,NO APLICA
20140,3,NA,NO APLICA
20141,2,NA,NO APLICA
20142,3,NA,NO APLICA
20143,2,NA,NO APLICA
20144,3,NA,NO APLICA
20145,3,NA,NO APLICA
20146,3,NA,NO APLICA
20147,3,NA,NO APLICA
20148,3,NA,NO APLICA
20149,3,NA,NO APLICA
20150,2,NA,NO APLICA
20151,2,NA,NO APLICA
20152,2,NA,NO APLICA
20153,3,NA,NO APLICA
20154,3,NA,NO APLICA
20155,3,NA,NO APLICA
20156,3,NA,NO APLICA
20157,3,NA,NO APLICA
20158,3,NA,NO APLICA
20159,3,NA,NO APLICA
20160,2,NA,NO APLICA
20161,3,NA,NO APLICA
20162,3,NA,NO APLICA
20163,3,NA,NO APLICA
20164,3,NA,NO APLICA
20165,3,NA,NO APLICA
20166,3,NA,NO APLICA
20167,3,NA,NO APLICA
20168,3,NA,NO APLICA
20169,3,NA,NO APLICA
20170,3,NA,NO APLICA
20171,3,NA,NO APLICA
20172,3,NA,NO APLICA
20173,3,NA,NO APLICA
20174,2,NA,NO APLICA
20175,3,NA,NO APLICA
20176,3,NA,NO APLICA
20177,2,NA,NO APLICA
20178,3,NA,NO APLICA
20179,3,NA,NO APLICA
20180,3,NA,NO APLICA
20181,3,NA,NO APLICA
20182,3,NA,NO APLICA
20183,3,NA,NO APLICA
20184,1,2022,COMISION DE HONOR Y JUSTICIA
20185,3,NA,NO APLICA
20186,3,NA,NO APLICA
20187,3,NA,NO APLICA
20188,3,NA,NO APLICA
20189,3,NA,NO APLICA
20190,3,NA,NO APLICA
20191,3,NA,NO APLICA
20192,3,NA,NO APLICA
20193,3,NA,NO APLICA
20194,3,NA,NO APLICA
20195,3,NA,NO APLICA
20196,3,NA,NO APLICA
20197,3,NA,NO APLICA
20198,3,NA,NO APLICA
20199,3,NA,NO APLICA
20200,3,NA,NO APLICA
20201,2,NA,NO APLICA
20202,3,NA,NO APLICA
20203,3,NA,NO APLICA
20204,3,NA,NO APLICA
20205,0,NA,NO APLICA
20206,3,NA,NO APLICA
20207,0,NA,NO APLICA
20208,3,NA,NO APLICA
20209,3,NA,NO APLICA
20210,3,NA,NO APLICA
20211,3,NA,NO APLICA
20212,3,NA,NO APLICA
20213,3,NA,NO APLICA
20214,3,NA,NO APLICA
20215,3,NA,NO APLICA
20216,3,NA,NO APLICA
20217,3,NA,NO APLICA
20218,3,NA,NO APLICA
20219,3,NA,NO APLICA
20220,3,NA,NO APLICA
20221,3,NA,NO APLICA
20222,2,NA,NO APLICA
20223,3,NA,NO APLICA
20224,3,NA,NO APLICA
20225,3,NA,NO APLICA
20226,3,NA,NO APLICA
20227,3,NA,NO APLICA
20228,3,NA,NO APLICA
20229,3,NA,NO APLICA
20230,3,NA,NO APLICA
20231,3,NA,NO APLICA
20232,3,NA,NO APLICA
20233,3,NA,NO APLICA
20234,3,NA,NO APLICA
20235,3,NA,NO APLICA
20236,3,NA,NO APLICA
20237,2,NA,NO APLICA
20238,3,NA,NO APLICA
20239,3,NA,NO APLICA
20240,3,NA,NO APLICA
20241,3,NA,NO APLICA
20242,0,NA,NO APLICA
20243,3,NA,NO APLICA
20244,3,NA,NO APLICA
20245,3,NA,NO APLICA
20246,3,NA,NO APLICA
20247,3,NA,NO APLICA
20248,3,NA,NO APLICA
20249,3,NA,NO APLICA
20250,3,NA,NO APLICA
20251,3,NA,NO APLICA
20252,3,NA,NO APLICA
20253,3,NA,NO APLICA
20254,3,NA,NO APLICA
20255,3,NA,NO APLICA
20256,3,NA,NO APLICA
20257,3,NA,NO APLICA
20258,3,NA,NO APLICA
20259,3,NA,NO APLICA
20260,3,NA,NO APLICA
20261,2,NA,NO APLICA
20262,3,NA,NO APLICA
20263,3,NA,NO APLICA
20264,3,NA,NO APLICA
20265,3,NA,NO APLICA
20266,2,NA,NO APLICA
20267,3,NA,NO APLICA
20268,3,NA,NO APLICA
20269,3,NA,NO APLICA
20270,3,NA,NO APLICA
20271,3,NA,NO APLICA
20272,3,NA,NO APLICA
20273,3,NA,NO APLICA
20274,3,NA,NO APLICA
20275,3,NA,NO APLICA
20276,3,NA,NO APLICA
20277,3,NA,NO APLICA
20278,3,NA,NO APLICA
20279,3,NA,NO APLICA
20280,3,NA,NO APLICA
20281,3,NA,NO APLICA
20282,2,NA,NO APLICA
20283,3,NA,NO APLICA
20284,3,NA,NO APLICA
20285,3,NA,NO APLICA
20286,3,NA,NO APLICA
20287,3,NA,NO APLICA
20288,3,NA,NO APLICA
20289,3,NA,NO APLICA
20290,3,NA,NO APLICA
20291,3,NA,NO APLICA
20292,3,NA,NO APLICA
20293,3,NA,NO APLICA
20294,2,NA,NO APLICA
20295,3,NA,NO APLICA
20296,3,NA,NO APLICA
20297,3,NA,NO APLICA
20298,3,NA,NO APLICA
20299,3,NA,NO APLICA
20300,3,NA,NO APLICA
20301,3,NA,NO APLICA
20302,3,NA,NO APLICA
20303,3,NA,NO APLICA
20304,3,NA,NO APLICA
20305,2,NA,NO APLICA
20306,2,NA,NO APLICA
20307,2,NA,NO APLICA
20308,2,NA,NO APLICA
20309,3,NA,NO APLICA
20310,2,NA,NO APLICA
20311,3,NA,NO APLICA
20312,3,NA,NO APLICA
20313,3,NA,NO APLICA
20314,3,NA,NO APLICA
20315,3,NA,NO APLICA
20316,3,NA,NO APLICA
20317,0,NA,NO APLICA
20318,1,2022,CONSEJO DE HONOR Y JUSTICIA
20319,0,NA,NO APLICA
20320,3,NA,NO APLICA
20321,2,NA,NO APLICA
20322,0,NA,NO APLICA
20323,3,NA,NO APLICA
20324,1,2022,COMISION DE SEGURIDAD Y JUSTICIA
20325,3,NA,NO APLICA
20326,3,NA,NO APLICA
20327,3,NA,NO APLICA
20328,3,NA,NO APLICA
20329,3,NA,NO APLICA
20330,3,NA,NO APLICA
20331,3,NA,NO APLICA
20332,3,NA,NO APLICA
20333,3,NA,NO APLICA
20334,3,NA,NO APLICA
20335,3,NA,NO APLICA
20336,3,NA,NO APLICA
20337,3,NA,NO APLICA
20338,2,NA,NO APLICA
20339,3,NA,NO APLICA
20340,3,NA,NO APLICA
20341,3,NA,NO APLICA
20342,0,NA,NO APLICA
20343,3,NA,NO APLICA
20344,3,NA,NO APLICA
20345,3,NA,NO APLICA
20346,3,NA,NO APLICA
20347,3,NA,NO APLICA
20348,3,NA,NO APLICA
20349,3,NA,NO APLICA
20350,3,NA,NO APLICA
20351,3,NA,NO APLICA
20352,3,NA,NO APLICA
20353,3,NA,NO APLICA
20354,2,NA,NO APLICA
20355,3,NA,NO APLICA
20356,3,NA,NO APLICA
20357,3,NA,NO APLICA
20358,3,NA,NO APLICA
20359,3,NA,NO APLICA
20360,3,NA,NO APLICA
20361,3,NA,NO APLICA
20362,3,NA,NO APLICA
20363,3,NA,NO APLICA
20364,3,NA,NO APLICA
20365,2,NA,NO APLICA
20366,3,NA,NO APLICA
20367,3,NA,NO APLICA
20368,3,NA,NO APLICA
20369,3,NA,NO APLICA
20370,3,NA,NO APLICA
20371,3,NA,NO APLICA
20372,3,NA,NO APLICA
20373,3,NA,NO APLICA
20374,3,NA,NO APLICA
20375,2,NA,NO APLICA
20376,3,NA,NO APLICA
20377,3,NA,NO APLICA
20378,3,NA,NO APLICA
20379,3,NA,NO APLICA
20380,3,NA,NO APLICA
20381,3,NA,NO APLICA
20382,3,NA,NO APLICA
20383,3,NA,NO APLICA
20384,3,NA,NO APLICA
20385,3,NA,NO APLICA
20386,2,NA,NO APLICA
20387,3,NA,NO APLICA
20388,3,NA,NO APLICA
20389,2,NA,NO APLICA
20390,3,NA,NO APLICA
20391,3,NA,NO APLICA
20392,3,NA,NO APLICA
20393,2,NA,NO APLICA
20394,3,NA,NO APLICA
20395,3,NA,NO APLICA
20396,3,NA,NO APLICA
20397,3,NA,NO APLICA
20398,3,NA,NO APLICA
20399,3,NA,NO APLICA
20400,3,NA,NO APLICA
20401,9,NSS,NO IDENTIFICADO
20402,3,NA,NO APLICA
20403,3,NA,NO APLICA
20404,3,NA,NO APLICA
20405,3,NA,NO APLICA
20406,3,NA,NO APLICA
20407,3,NA,NO APLICA
20408,3,NA,NO APLICA
20409,3,NA,NO APLICA
20410,3,NA,NO APLICA
20411,3,NA,NO APLICA
20412,3,NA,NO APLICA
20413,2,NA,NO APLICA
20414,3,NA,NO APLICA
20415,3,NA,NO APLICA
20416,2,NA,NO APLICA
20417,3,NA,NO APLICA
20418,2,NA,NO APLICA
20419,3,NA,NO APLICA
20420,3,NA,NO APLICA
20421,3,NA,NO APLICA
20422,3,NA,NO APLICA
20423,3,NA,NO APLICA
20424,3,NA,NO APLICA
20425,3,NA,NO APLICA
20426,3,NA,NO APLICA
20427,2,NA,NO APLICA
20428,3,NA,NO APLICA
20429,3,NA,NO APLICA
20430,3,NA,NO APLICA
20431,3,NA,NO APLICA
20432,3,NA,NO APLICA
20433,3,NA,NO APLICA
20434,3,NA,NO APLICA
20435,3,NA,NO APLICA
20436,3,NA,NO APLICA
20437,3,NA,NO APLICA
20438,3,NA,NO APLICA
20439,2,NA,NO APLICA
20440,3,NA,NO APLICA
20441,3,NA,NO APLICA
20442,2,NA,NO APLICA
20443,2,NA,NO APLICA
20444,3,NA,NO APLICA
20445,3,NA,NO APLICA
20446,3,NA,NO APLICA
20447,3,NA,NO APLICA
20448,3,NA,NO APLICA
20449,3,NA,NO APLICA
20450,3,NA,NO APLICA
20451,3,NA,NO APLICA
20452,3,NA,NO APLICA
20453,2,NA,NO APLICA
20454,3,NA,NO APLICA
20455,2,NA,NO APLICA
20456,3,NA,NO APLICA
20457,3,NA,NO APLICA
20458,3,NA,NO APLICA
20459,3,NA,NO APLICA
20460,3,NA,NO APLICA
20461,3,NA,NO APLICA
20462,3,NA,NO APLICA
20463,3,NA,NO APLICA
20464,3,NA,NO APLICA
20465,3,NA,NO APLICA
20466,3,NA,NO APLICA
20467,3,NA,NO APLICA
20468,3,NA,NO APLICA
20469,3,NA,NO APLICA
20470,2,NA,NO APLICA
20471,3,NA,NO APLICA
20472,3,NA,NO APLICA
20473,2,NA,NO APLICA
20474,3,NA,NO APLICA
20475,3,NA,NO APLICA
20476,3,NA,NO APLICA
20477,3,NA,NO APLICA
20478,2,NA,NO APLICA
20479,3,NA,NO APLICA
20480,3,NA,NO APLICA
20481,3,NA,NO APLICA
20482,3,NA,NO APLICA
20483,3,NA,NO APLICA
20484,3,NA,NO APLICA
20485,3,NA,NO APLICA
20486,3,NA,NO APLICA
20487,3,NA,NO APLICA
20488,3,NA,NO APLICA
20489,3,NA,NO APLICA
20490,3,NA,NO APLICA
20491,3,NA,NO APLICA
20492,3,NA,NO APLICA
20493,3,NA,NO APLICA
20494,3,NA,NO APLICA
20495,9,NSS,NO IDENTIFICADO
20496,3,NA,NO APLICA
20497,3,NA,NO APLICA
20498,3,NA,NO APLICA
20499,3,NA,NO APLICA
20500,3,NA,NO APLICA
20501,3,NA,NO APLICA
20502,3,NA,NO APLICA
20503,3,NA,NO APLICA
20504,3,NA,NO APLICA
20505,1,2022,COMISION DE HONOR Y JUSTICIA DE SEGURIDAD PUBLICA MUNICIPAL
20506,3,NA,NO APLICA
20507,3,NA,NO APLICA
20508,2,NA,NO APLICA
20509,3,NA,NO APLICA
20510,3,NA,NO APLICA
20511,3,NA,NO APLICA
20512,3,NA,NO APLICA
20513,2,NA,NO APLICA
20514,3,NA,NO APLICA
20515,2,NA,NO APLICA
20516,3,NA,NO APLICA
20517,3,NA,NO APLICA
20518,3,NA,NO APLICA
20519,2,NA,NO APLICA
20520,2,NA,NO APLICA
20521,3,NA,NO APLICA
20522,3,NA,NO APLICA
20523,3,NA,NO APLICA
20524,2,NA,NO APLICA
20525,3,NA,NO APLICA
20526,3,NA,NO APLICA
20527,3,NA,NO APLICA
20528,2,NA,NO APLICA
20529,3,NA,NO APLICA
20530,3,NA,NO APLICA
20531,3,NA,NO APLICA
20532,3,NA,NO APLICA
20533,2,NA,NO APLICA
20534,3,NA,NO APLICA
20535,3,NA,NO APLICA
20536,3,NA,NO APLICA
20537,3,NA,NO APLICA
20538,3,NA,NO APLICA
20539,2,NA,NO APLICA
20540,3,NA,NO APLICA
20541,3,NA,NO APLICA
20542,3,NA,NO APLICA
20543,3,NA,NO APLICA
20544,3,NA,NO APLICA
20545,3,NA,NO APLICA
20546,3,NA,NO APLICA
20547,3,NA,NO APLICA
20548,3,NA,NO APLICA
20549,3,NA,NO APLICA
20550,2,NA,NO APLICA
20551,1,2022,COMISION DE HONOR Y JUSTICIA
20552,3,NA,NO APLICA
20553,3,NA,NO APLICA
20554,3,NA,NO APLICA
20555,2,NA,NO APLICA
20556,2,NA,NO APLICA
20557,2,NA,NO APLICA
20558,3,NA,NO APLICA
20559,3,NA,NO APLICA
20560,3,NA,NO APLICA
20561,3,NA,NO APLICA
20562,3,NA,NO APLICA
20563,3,NA,NO APLICA
20564,3,NA,NO APLICA
20565,3,NA,NO APLICA
20566,3,NA,NO APLICA
20567,3,NA,NO APLICA
20568,9,NSS,NO IDENTIFICADO
20569,3,NA,NO APLICA
20570,2,NA,NO APLICA
21001,1,2021,CONSEJO DE HONOR Y JUSTICIA
21002,3,NA,NO APLICA
21003,3,NA,NO APLICA
21004,2,NA,NO APLICA
21005,2,NA,NO APLICA
21006,2,NA,NO APLICA
21007,2,NA,NO APLICA
21008,2,NA,NO APLICA
21009,3,NA,NO APLICA
21010,3,NA,NO APLICA
21011,2,NA,NO APLICA
21012,2,NA,NO APLICA
21013,1,2022,COMISION DE HONOR Y JUSTICIA
21014,2,NA,NO APLICA
21015,1,2021,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA DE AMOZOC PUEBLA
21016,3,NA,NO APLICA
21017,2,NA,NO APLICA
21018,2,NA,NO APLICA
21019,1,2014,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
21020,3,NA,NO APLICA
21021,3,NA,NO APLICA
21022,2,NA,NO APLICA
21023,3,NA,NO APLICA
21024,2,NA,NO APLICA
21025,2,NA,NO APLICA
21026,2,NA,NO APLICA
21027,1,2021,COMISION DE HONOR Y JUSTICIA DE CALTEPEC PUEBLA
21028,3,NA,NO APLICA
21029,2,NA,NO APLICA
21030,2,NA,NO APLICA
21031,2,NA,NO APLICA
21032,2,NA,NO APLICA
21033,2,NA,NO APLICA
21034,1,2022,CONSEJO DE HONOR Y JUSTICIA
21035,2,NA,NO APLICA
21036,3,NA,NO APLICA
21037,3,NA,NO APLICA
21038,1,2021,COMISION DE HONOR Y JUSTICIA
21039,3,NA,NO APLICA
21040,2,NA,NO APLICA
21041,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE CUAUTLANCINGO
21042,3,NA,NO APLICA
21043,3,NA,NO APLICA
21044,2,NA,NO APLICA
21045,2,NA,NO APLICA
21046,3,NA,NO APLICA
21047,3,NA,NO APLICA
21048,2,NA,NO APLICA
21049,3,NA,NO APLICA
21050,2,NA,NO APLICA
21051,2,NA,NO APLICA
21052,3,NA,NO APLICA
21053,2,NA,NO APLICA
21054,2,NA,NO APLICA
21055,2,NA,NO APLICA
21056,2,NA,NO APLICA
21057,3,NA,NO APLICA
21058,2,NA,NO APLICA
21059,3,NA,NO APLICA
21060,2,NA,NO APLICA
21061,3,NA,NO APLICA
21062,3,NA,NO APLICA
21063,2,NA,NO APLICA
21064,3,NA,NO APLICA
21065,3,NA,NO APLICA
21066,2,NA,NO APLICA
21067,1,2021,COMISION DE HONOR Y JUSTICIA
21068,3,NA,NO APLICA
21069,2,NA,NO APLICA
21070,3,NA,NO APLICA
21071,1,2014,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA POLICIAL
21072,3,NA,NO APLICA
21073,2,NA,NO APLICA
21074,3,NA,NO APLICA
21075,2,NA,NO APLICA
21076,2,NA,NO APLICA
21077,3,NA,NO APLICA
21078,2,NA,NO APLICA
21079,3,NA,NO APLICA
21080,2,NA,NO APLICA
21081,3,NA,NO APLICA
21082,2,NA,NO APLICA
21083,3,NA,NO APLICA
21084,3,NA,NO APLICA
21085,2,NA,NO APLICA
21086,2,NA,NO APLICA
21087,3,NA,NO APLICA
21088,2,NA,NO APLICA
21089,3,NA,NO APLICA
21090,2,NA,NO APLICA
21091,3,NA,NO APLICA
21092,3,NA,NO APLICA
21093,2,NA,NO APLICA
21094,1,2022,COMISION DE HONOR Y JUSTICIA
21095,3,NA,NO APLICA
21096,3,NA,NO APLICA
21097,3,NA,NO APLICA
21098,1,2022,COMISION MUNICIPAL DE CARRERA POLICIAL DE HONOR Y JUSTICIA DEL AYUNTAMIENTO DE MOLCAXAC
21099,3,NA,NO APLICA
21100,2,NA,NO APLICA
21101,1,2019,BANDO DE POLICIA Y BUEN GOBIERNO
21102,2,NA,NO APLICA
21103,2,NA,NO APLICA
21104,3,NA,NO APLICA
21105,2,NA,NO APLICA
21106,1,2021,COMISION DE HONOR Y JUSTICIA
21107,2,NA,NO APLICA
21108,2,NA,NO APLICA
21109,3,NA,NO APLICA
21110,3,NA,NO APLICA
21111,3,NA,NO APLICA
21112,2,NA,NO APLICA
21113,2,NA,NO APLICA
21114,1,2014,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL
21115,2,NA,NO APLICA
21116,2,NA,NO APLICA
21117,2,NA,NO APLICA
21118,2,NA,NO APLICA
21119,1,2014,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
21120,2,NA,NO APLICA
21121,3,NA,NO APLICA
21122,1,2021,COMISION DE HONOR Y JUSTICIA
21123,2,NA,NO APLICA
21124,2,NA,NO APLICA
21125,1,2022,COMISION DE HONOR Y JUSTICIA
21126,2,NA,NO APLICA
21127,2,NA,NO APLICA
21128,2,NA,NO APLICA
21129,3,NA,NO APLICA
21130,2,NA,NO APLICA
21131,2,NA,NO APLICA
21132,1,2021,COMISION DE HONOR Y JUSTICIA
21133,2,NA,NO APLICA
21134,1,2022,COMISION DE HONOR Y JUSTICIA
21135,2,NA,NO APLICA
21136,3,NA,NO APLICA
21137,3,NA,NO APLICA
21138,9,NSS,NO IDENTIFICADO
21139,2,NA,NO APLICA
21140,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE SAN PEDRO CHOLULA
21141,2,NA,NO APLICA
21142,2,NA,NO APLICA
21143,2,NA,NO APLICA
21144,3,NA,NO APLICA
21145,2,NA,NO APLICA
21146,2,NA,NO APLICA
21147,2,NA,NO APLICA
21148,3,NA,NO APLICA
21149,3,NA,NO APLICA
21150,3,NA,NO APLICA
21151,3,NA,NO APLICA
21152,3,NA,NO APLICA
21153,2,NA,NO APLICA
21154,3,NA,NO APLICA
21155,1,2020,CONSEJO DE HONOR Y JUSTICIA
21156,1,2020,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA DEL HONORABLE AYUNTAMIENTO DE TEHUACAN PUEBLA
21157,2,NA,NO APLICA
21158,3,NA,NO APLICA
21159,3,NA,NO APLICA
21160,3,NA,NO APLICA
21161,3,NA,NO APLICA
21162,2,NA,NO APLICA
21163,3,NA,NO APLICA
21164,1,2022,COMISION DE HONOR Y JUSTICIA
21165,2,NA,NO APLICA
21166,2,NA,NO APLICA
21167,3,NA,NO APLICA
21168,2,NA,NO APLICA
21169,2,NA,NO APLICA
21170,2,NA,NO APLICA
21171,2,NA,NO APLICA
21172,1,2022,COMISION MUNICIPAL DE HONOR Y JUSTICIA
21173,2,NA,NO APLICA
21174,1,2014,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA POLICIAL
21175,1,2022,COMISION DE HONOR Y JUSTICIA
21176,2,NA,NO APLICA
21177,2,NA,NO APLICA
21178,2,NA,NO APLICA
21179,3,NA,NO APLICA
21180,2,NA,NO APLICA
21181,3,NA,NO APLICA
21182,2,NA,NO APLICA
21183,3,NA,NO APLICA
21184,3,NA,NO APLICA
21185,3,NA,NO APLICA
21186,1,2022,COMITE DE HONOR Y JUSTICIA
21187,2,NA,NO APLICA
21188,2,NA,NO APLICA
21189,2,NA,NO APLICA
21190,2,NA,NO APLICA
21191,3,NA,NO APLICA
21192,3,NA,NO APLICA
21193,3,NA,NO APLICA
21194,3,NA,NO APLICA
21195,2,NA,NO APLICA
21196,2,NA,NO APLICA
21197,1,2021,CONSEJO DE HONOR Y JUSTICIA
21198,3,NA,NO APLICA
21199,3,NA,NO APLICA
21200,2,NA,NO APLICA
21201,3,NA,NO APLICA
21202,2,NA,NO APLICA
21203,3,NA,NO APLICA
21204,2,NA,NO APLICA
21205,1,2022,CONSEJO DE HONOR Y JUSTICIA
21206,3,NA,NO APLICA
21207,2,NA,NO APLICA
21208,1,2015,REGLAMENTO DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
21209,3,NA,NO APLICA
21210,2,NA,NO APLICA
21211,3,NA,NO APLICA
21212,2,NA,NO APLICA
21213,3,NA,NO APLICA
21214,1,2022,CONSEJO DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD Y PROTECCION CIVIL
21215,2,NA,NO APLICA
21216,2,NA,NO APLICA
21217,3,NA,NO APLICA
22001,1,2022,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE AMEALCO DE BONFIL
22002,2,NA,NO APLICA
22003,3,NA,NO APLICA
22004,1,2006,CONSEJO DE HONOR Y JUSTICIA
22005,1,2018,CONSEJO DE HONOR Y JUSTICIA
22006,1,2015,CONSEJO DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE CORREGIDORA QUERETARO
22007,1,2021,CONSEJO DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA POLICIA DE PROXIMIDAD Y TRANSITO MUNICIPAL DE EZEQUIEL MONTES
22008,1,2019,CONSEJO DE HONOR Y JUSTICIA
22009,1,2019,CONSEJO DE HONOR Y JUSTICIA
22010,2,NA,NO APLICA
22011,1,2019,CONSEJO DE HONOR Y JUSTICIA
22012,1,2022,CONSEJO DE HONOR Y JUSTICIA
22013,2,NA,NO APLICA
22014,1,2014,CONSEJO DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE QUERETARO
22015,2,NA,NO APLICA
22016,1,2012,COMISION DE HONOR Y JUSTICIA
22017,1,2005,CONSEJO DE HONOR Y JUSTICIA
22018,1,2021,CONSEJO DE HONOR Y JUSTICIA
23001,1,2021,CONSEJO DE HONOR Y JUSTICIA
23002,2,NA,NO APLICA
23003,2,NA,NO APLICA
23004,1,2022,CONSEJO DE HONOR Y JUSTICIA
23005,1,2021,COMISION DEL SERVICIO DE CARRERA HONOR Y JUSTICIA
23006,1,2020,COMITE DE CONSEJO DE HONOR Y JUSTICIA
23007,2,NA,NO APLICA
23008,1,2022,CONSEJO DE HONOR Y JUSTICIA POLICIAL
23009,3,NA,NO APLICA
23010,3,NA,NO APLICA
23011,2,NA,NO APLICA
24001,3,NA,NO APLICA
24002,1,2011,COMISION DE HONOR Y JUSTICIA
24003,2,NA,NO APLICA
24004,3,NA,NO APLICA
24005,2,NA,NO APLICA
24006,2,NA,NO APLICA
24007,1,2022,COMISION DE HONOR Y JUSTICIA
24008,1,2022,COMISION DE HONOR Y JUSTICIA
24009,2,NA,NO APLICA
24010,3,NA,NO APLICA
24011,1,2021,COMISION DE HONOR Y JUSTICIA SERVICIO POLICIAL ESTIMULOS Y DE CARRERA
24012,2,NA,NO APLICA
24013,1,2021,COMISION DE HONOR JUSTICIA
24014,3,NA,NO APLICA
24015,3,NA,NO APLICA
24016,3,NA,NO APLICA
24017,3,NA,NO APLICA
24018,2,NA,NO APLICA
24019,3,NA,NO APLICA
24020,1,2016,COMISION DE HONOR Y JUSTICIA
24021,3,NA,NO APLICA
24022,3,NA,NO APLICA
24023,2,NA,NO APLICA
24024,1,2012,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION GENERAL DE SEGURIDAD PUBLICA MUNICIPAL DE RIOVERDE S L P
24025,1,2022,COMISION DE HONOR Y JUSTICIA
24026,3,NA,NO APLICA
24027,2,NA,NO APLICA
24028,1,2022,COMISION DE HONOR Y JUSTICIA
24029,2,NA,NO APLICA
24030,0,NA,NO APLICA
24031,2,NA,NO APLICA
24032,3,NA,NO APLICA
24033,3,NA,NO APLICA
24034,2,NA,NO APLICA
24035,2,NA,NO APLICA
24036,1,2022,COMISION DE HONOR Y JUSTICIA
24037,1,2021,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TAMAZUNCHALE
24038,1,2021,COMISION DE HONOR Y JUSTICIA
24039,2,NA,NO APLICA
24040,2,NA,NO APLICA
24041,3,NA,NO APLICA
24042,2,NA,NO APLICA
24043,2,NA,NO APLICA
24044,3,NA,NO APLICA
24045,3,NA,NO APLICA
24046,3,NA,NO APLICA
24047,2,NA,NO APLICA
24048,3,NA,NO APLICA
24049,3,NA,NO APLICA
24050,1,2021,COMISION DE HONOR Y JUSTICIA
24051,1,2022,COMISION DE HONOR Y JUSTICIA
24052,2,NA,NO APLICA
