ubicageo_f,numeral,nombre1,rnsnni1,equtec1,equtec2,equtec3,equtec4,equtec5,equtec6
12031,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12032,1,COMANDANCIA MUNICIPAL,1,,1,1,,,
12033,1,COMANDANCIA DE HUAMUXTITLAN,2,NA,NA,NA,NA,NA,NA
12034,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12035,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12036,1,COMANDANCIA MUNICIPAL DE IGUALAPA,2,NA,NA,NA,NA,NA,NA
12037,1,COMANDANCIA DE IXCATEOPAN,2,NA,NA,NA,NA,NA,NA
12038,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1,1,,,
12039,1,COMANDANCIA MUNICIPAL DE JUAN R ESCUDERO,2,NA,NA,NA,NA,NA,NA
12040,1,COMANDANCIA DE LA POLICIA MUNICIPAL DE LEONARDO BRAVO,1,,1,,,,
12041,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12042,1,COMANDANCIA DEL HONORABLE AYUNTAMIENTO,1,1,,,,,1
12043,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12044,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12045,1,COMANDANCIA MUNICIPAL DE OLINALA,2,NA,NA,NA,NA,NA,NA
12046,1,COMANDANCIA MUNICIPAL DE LA POLICIA PREVENTIVA DE OMETEPEC,1,,1,,,,
12047,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12048,1,COMANDANCIA MUNICIPAL DE PETATLAN,2,NA,NA,NA,NA,NA,NA
12049,1,COMANDANCIA DE POLICIA MUNICIPAL,1,1,1,,,,
12050,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,,,,,
12051,1,COMANDANCIA MUNICIPAL,1,,1,1,,,
12052,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12053,1,COMANDANCIA DE LA POLICIA PREVENTIVA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12054,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
12055,1,DIRECCION DE POLICIA PREVENTIVA,1,1,1,1,,1,
12056,1,COMANDANCIA MUNICIPAL DE TECOANAPA,2,NA,NA,NA,NA,NA,NA
12057,1,COMANDANCIA MUNICIPAL DE TECPAN DE GALEANA,1,,1,,,,
12058,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12059,1,COMANDANCIA MUNICIPAL DE SEGURIDAD PUBLICA DE TEPECOACUILCO DE TRUJANO,1,1,,1,,,
12060,1,COMANDANCIA DE POLICIA,2,NA,NA,NA,NA,NA,NA
12061,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE TIXTLA DE GUERRERO GUERRERO,1,1,1,1,,1,
12062,1,COMANDANCIA MUNICIPAL DE TLACOACHISTLAHUACA,1,,1,,,,
12063,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12064,1,COMANDANCIA TLALCHAPA,2,NA,NA,NA,NA,NA,NA
12065,1,COMANDANCIA MUNICIPAL TLALIXTAQUILLA DE MALDONADO,1,,1,,,,
12066,1,COMANDANCIA DEL AYUNTAMIENTO MUNICIPAL,1,1,1,1,,,1
12067,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12068,1,COMANDANCIA MUNICIPAL DE LA UNION,1,,,1,,,
12068,2,COMISARIA MUNICIPAL DE PETACALCO,2,NA,NA,NA,NA,NA,NA
12069,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12070,1,COMANDANCIA DE XOCHIHUEHUETLAN,2,NA,NA,NA,NA,NA,NA
12071,1,COMANDANCIA MUNICIPAL DE XOCHISTLAHUACA,1,,1,,,,
12072,1,COMANDANCIA DE ZAPOTITLAN TABLAS,2,NA,NA,NA,NA,NA,NA
12073,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12074,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12075,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12076,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,1,,,
12077,1,COMANDANCIA MUNICIPAL DE MARQUELIA,1,,1,,,,
12078,1,COMANDANCIA DE COCHOAPA,2,NA,NA,NA,NA,NA,NA
12079,1,COMANDANCIA HUEYCANTENANGO,1,,1,,,,
12080,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12081,1,COMANDANCIA MUNICIPAL,1,,1,,,,
12082,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12083,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12084,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12085,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
13001,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,,1,,,
13002,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
13003,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
13004,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,1,,,
13005,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,1,1,
13006,1,SEGURIDAD PUBLICA,1,,,1,,,
13007,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,1,1,1,,,,
13008,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,1,,1,
13008,2,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
13009,1,SEGURIDAD PUBLICA EL ARENAL,1,,1,1,,,
13010,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,,,,
13011,1,COMANDANCIA MUNICIPAL DE ATLAPEXCO,1,,1,1,,,
13012,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,1,1,
13013,2,AREA DE RETENCION PRIMARIA,1,,1,1,,1,
13014,1,COMANDANCIA,1,,1,,,,
13015,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE CARDONAL HIDALGO,1,,,1,,,
13016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1,1,,,
13017,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,1,,,
13018,1,COMANDANCIA DE SANTA ANA,2,NA,NA,NA,NA,NA,NA
13018,2,COMANDANCIA DE CHAPULHUACAN,2,NA,NA,NA,NA,NA,NA
13019,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL DE CHILCUAUTLA,1,1,1,1,,1,
13020,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,,,,
13021,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13022,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,,,,
13023,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE FRANCISCO I MADERO,1,,1,,,,
13024,1,COMANDANCIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE HUASCA DE OCAMPO,1,,1,1,1,,
13025,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13026,1,COMANDANCIA MUNICIPAL DE HUAZALINGO,1,,1,,,,
13027,1,SEGURIDAD PUBLICA Y TRANSITO DE HUEHUETLA,2,NA,NA,NA,NA,NA,NA
13028,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
13029,1,PALACIO MUNICIPAL,1,1,1,,,,
13029,2,CONOS,1,1,,,,,
13030,1,SECRETARIA DE SEGURIDAD PUBLICA,1,1,1,1,,1,
13030,2,CENTRO DE PROFESIONALIZACION,1,,1,,,,
13031,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13032,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13033,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,,,,
13034,1,COMANDANCIA DE LOLOTLA,1,,1,1,,,
13035,1,COMANDANCIA SEGURIDAD PUBLICA,1,1,1,,,,
13036,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,,,,
13037,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13037,2,CASETA FONTEZUELAS,2,NA,NA,NA,NA,NA,NA
13038,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
13039,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13040,1,COMANDANCIA MUNICIPAL DE LA MISION,2,NA,NA,NA,NA,NA,NA
13041,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13042,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,,,,
13043,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13044,1,COMANDANCIA MUNICIPAL,1,,1,1,,1,
13045,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13046,1,COMANDANCIA MUNICIPAL DE SAN FELIPE ORIZATLAN,1,,1,,,,
13047,1,COMANDANCIA DE POLICIA DE PACULA,1,1,1,1,,,
13048,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1,1,1,1,
13049,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
13050,1,SEGURIDAD PUBLICA Y TRANSITO,2,NA,NA,NA,NA,NA,NA
13051,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,1,
13052,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13053,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
13054,1,COMANDANCIA DE SEGURIDAD PUBLICA SAN SALVADOR,2,NA,NA,NA,NA,NA,NA
13055,1,COMANDANCIA DE SEGURIDAD PUBLICA EN EL AYUNTAMIENTO,1,1,1,,,,
13056,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
13057,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13058,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,,1,,
13059,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,,,,
13060,1,COMANDANCIA MUNICIPAL,1,,1,1,1,,
13061,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
13062,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13063,1,SECRETARIA DE SEGURIDAD PUBLICA,1,1,1,1,,1,
13064,1,COMANDANCIA,1,1,1,1,,,
13065,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,,,,
13066,1,DIRECCION DE SEGURIDAD PUBLICA,1,,,1,,,
13066,2,SUBCOMANDANCIA JUAREZ,2,NA,NA,NA,NA,NA,NA
13067,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,1,1,1,1,,,
13068,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,,,,
13069,1,COMANDANCIA GENERAL DE SECRETARIA DE SEGURIDAD CIUDADANA,1,,,1,,,
13069,2,COMANDANCIA UNIDAD 1340,1,1,1,1,1,,
13070,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TLAHUELILPAN HIDALGO,1,1,1,,,,1
13071,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13072,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,,,,
13073,1,COMANDANCIA DE TLANCHINOL,1,1,1,,1,,
13074,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
13075,1,COORDINACION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,1,1,
13076,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
13077,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO,1,1,1,1,,,
13077,2,JALTEPEC,2,NA,NA,NA,NA,NA,NA
13077,3,ROJO GOMEZ,2,NA,NA,NA,NA,NA,NA
13077,4,LA MORENA,2,NA,NA,NA,NA,NA,NA
13077,5,NAPATECO,2,NA,NA,NA,NA,NA,NA
13077,6,SANTA ANA HUEYTLALPAN,2,NA,NA,NA,NA,NA,NA
13077,7,SANTA MARIA ASUNCION,2,NA,NA,NA,NA,NA,NA
13077,8,CENTRO,2,NA,NA,NA,NA,NA,NA
13078,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,,
13079,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA
13080,1,COMANDANCIA MUNICIPAL,1,,1,,,,
13081,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,,1,1,,1,
13082,1,OFICINA DE SEGURIDAD PUBLICA,1,1,1,1,,1,
13083,1,CENTRO DE SEGURIDAD PUBLICA ZEMPOALA,1,1,1,1,,1,
13083,2,SUBCOMANDANCIA TELLEZ,1,,1,1,,,
13084,1,SEGURIDAD PUBLICA,1,,,1,,,
14001,1,COMANDANCIA,1,1,1,,,,
14002,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,1,,,
14003,1,COMISARIA,1,,1,1,,,
14004,1,COMANDANCIA,1,1,1,,,,
14005,1,COMISARIA DE SEGURIDAD PUBLICA DE AMATITAN,1,,1,1,,,
14006,1,COMISARIA MUNICIPAL DE AMECA,1,1,1,1,,,
14007,1,COMISARIA,1,1,1,,,,
14008,1,COMISARIA DE SEGURIDAD PUBLICA Y POLICIA DE TRANSITO MUNICIPAL,1,1,1,1,,1,
14009,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL EL ARENAL JALISCO,1,1,1,,,,
14010,1,COMISARIA MUNICIPAL,1,,1,,,,
14011,1,DIRECCION DE SEGURIDAD,1,1,1,1,,,
14012,1,COMISARIA,1,1,1,1,,,
14013,1,COMISARIA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ATOTONILCO EL ALTO,1,,1,,1,,
14014,1,SEGURIDAD PUBLICA DEL MUNICIPIO DE ATOYAC,1,,1,,,,
14015,1,COMISARIA DE SEGURIDAD PUBLICA AUTLAN,1,1,1,1,,,
14016,1,COMANDANCIA DE SEGURIDAD PUBLICA DE AYOTLAN,1,,1,,,,
14016,2,COMANDANCIA DELEGACION SANTA RITA,1,,1,,,,
14016,3,COMANDANCIA DELEGACION BETANIA,1,,1,,,,
14016,4,COMANDANCIA DELEGACION LA RIBERA,1,,1,,,,
14017,1,SEGURIDAD PUBLICA,1,1,1,1,,,
14018,1,COMISARIA DE SEGURIDAD PUBLICA DE LA BARCA JALISCO,1,1,1,1,,,
14019,1,COMISARIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
14020,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
14021,1,COMANDANCIA DE CASIMIRO CASTILLO,1,1,1,1,,,
14022,1,COMISARIA DE SEGURIDAD PUBLICA DE CIHUATLAN,1,1,,,,,
14023,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,1,,1,1
14024,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL COCULA,1,,1,,,,
14025,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,1,1,,,,
14026,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
14027,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
14028,1,COMISARIA DE CUAUTLA,1,1,1,1,,,
14029,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,,,,
14030,1,COMISARIA DE SEGURIDAD PUBLICA CHAPALA,1,1,1,1,1,,
14030,2,MODULO AJIJIC,1,,1,,,,
14030,3,MODULO ATOTONILQUILLO,1,,1,,,,
14031,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
14032,1,COMANDANCIA,1,1,1,1,1,1,
14033,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
14034,1,COMISARIA DE SEGURIDAD PUBLICA EJUTLA,1,1,1,,,,
14035,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,1,,,
14036,1,COMISARIA DE SEGURIDAD PUBLICA DE ETZATLAN,1,,1,1,,,
14037,1,COMISARIA DE SEGURIDAD PUBLICA EL GRULLO,1,1,1,1,,,1
14038,1,COMISARIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
14039,1,POLIGONO 1,1,1,1,1,,,
14039,2,POLIGONO 2,1,1,1,1,,,
14039,3,POLIGONO 3,1,1,1,1,,,
14039,4,POLIGONO 4,1,1,1,1,,,
14039,5,POLIGONO 5,1,1,1,1,,,
14039,6,POLIGONO 6,1,1,1,1,,,
14039,7,POLIGONO 7,1,1,1,1,,,
14039,8,POLIGONO 8,1,1,1,1,,,
14039,9,POLIGONO 9,1,1,1,1,,,
14039,10,POLIGONO 10,1,1,1,1,,,
14039,11,ACADEMIA DE FORMACION Y PROFESIONALIZACION POLICIAL,1,1,1,1,,,
14039,12,EDIFICIO CENTRAL,1,1,1,1,1,1,
14039,13,UPPL,1,1,1,1,,,
14039,14,ECO,1,1,1,1,,,
14039,15,UREPAZ,1,1,1,1,,,
14039,16,UREDES,1,1,1,1,,,
14039,17,DEAVIM,1,1,1,1,,,
14039,18,GAMAS,1,1,1,1,,,
14039,19,C5,1,1,1,1,1,1,
14040,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,,,,
14041,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,,,,
14042,1,COMISARIA DE SEGURIDAD,1,1,1,1,,,
14043,1,SEGURIDAD PUBLICA DE LA HUERTA,1,,1,,,,
14044,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
14044,2,MODULO DE ATEQUIZA,2,NA,NA,NA,NA,NA,NA
14045,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,1,1,1,
14046,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,,
14047,1,COMISARIA,1,1,1,,,,
14048,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,,1,
14049,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,,,,
14050,1,COMISARIA DE SEGURIDAD PUBLICA,1,,1,1,,,
14051,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,1,1,1,
14052,1,COMISARIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
14053,1,COMISARIA DE SEGURIDAD PUBLICA,1,,1,1,1,,
14054,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,,,,
14055,1,COMISARIA DE SEGURIDAD PUBLICA,1,,1,,,,
14056,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,,1,,,,
14057,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,,1,,,,
14058,1,COMISARIA,1,,1,1,,,
14059,1,DIRECCION DE SEGURIDAD PUBLICA DE MAZAMITLA,1,,1,,,,
14060,1,COMISARIA DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD MUNICIPAL,1,,1,1,,,
14061,1,COMISARIA DE SEGURIDAD PUBLICA,1,,1,,,,
14062,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,1,,
14063,1,COMISARIA,1,1,1,1,,,
14064,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
14065,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,,,,
14066,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,,1,,,,
14067,1,DIRECCION DE SEGURIDAD CIUDADANA,1,1,1,1,1,,
14068,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1,1,,,
14069,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
14070,1,COMISARIA GENERAL DE POLICIA PREVENTIVA MUNICIPAL,1,1,1,1,1,1,1
14070,2,DELEGACION LAS PINTAS SIERRA 5,2,NA,NA,NA,NA,NA,NA
14071,1,COMISARIA MUNICIPAL DE SAN CRISTOBAL DE LA BARRANCA,1,,1,,,,
14072,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD,2,NA,NA,NA,NA,NA,NA
14073,1,COMANDANCIA GENERAL,1,1,1,1,1,1,
14074,1,COMANDANCIA DE SEGURIDAD PUBLICA DE SAN JULIAN JALISCO,1,,1,1,,,
14075,1,COMANDANCIA SAN MARCOS,2,NA,NA,NA,NA,NA,NA
14076,1,COMISARIA DE SEGURIDAD PUBLICA DE SAN MARTIN DE BOLAÑOS,2,NA,NA,NA,NA,NA,NA
14077,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL DE SAN MARTIN DE HIDALGO,1,,1,,,,
14078,1,COMANDANCIA DE POLICIA DE SAN MIGUEL EL ALTO,1,1,1,,,,
14079,1,COMISARIA DE SEGURIDAD PUBLICA DE GOMEZ FARIAS,1,,1,1,,,
14079,2,BASE DELTA,1,,1,1,,,
14080,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
14081,1,COMISARIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
14082,1,COMISARIA,1,1,1,1,,,
14083,1,COMISARIA DE SEGURIDAD PUBLICA DE TALA,1,1,1,,,,
14084,1,SEGURIDAD PUBLICA DEL MUNICIPIO DE TALPA DE ALLENDE,1,1,1,1,,,
14085,1,COMISARIA DE SEGURIDAD PUBLICA TAMAZULA DE GORDIANO JALISCO,1,1,1,1,,,
14086,1,COMISARIA DE TAPALPA,2,NA,NA,NA,NA,NA,NA
14087,1,DIRECCION DE SEGURIDAD PUBLICA DE TECALITLAN,1,,1,,,,
14088,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL DE TECOLOTLAN,1,1,1,,,,
14089,1,COMISARIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
14090,1,SEGURIDAD PUBLICA,1,1,1,,,,
14091,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,,,,
14092,1,COMISARIA DE SEGURIDAD PUBLICA DE TEOCUITATLAN,1,,1,,,,
14093,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,1,1,1,,,
14094,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA TEQUILA,1,1,1,1,1,1,
14095,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,,,,
14096,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
14097,1,COMISARIA TLAJOMULCO,1,1,1,,,,
14097,2,SECTOR UNO,1,,1,,,,
14097,3,SECTOR DOS,1,,1,,,,
14097,4,SECTOR TRES,1,,1,,,,
14097,5,SECTOR CUATRO,1,,1,,,,
14098,1,EDIFICIO CENTRAL,1,,1,,1,,
14099,1,DIRECCION DE SEGURIDAD PUBLICA DE TOLIMAN,2,NA,NA,NA,NA,NA,NA
14100,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,,,,,
14101,1,CUARTEL PRINCIPAL,1,1,1,1,,,
14102,1,SEGURIDAD PUBLICA TONAYA,1,,1,1,,,
14103,1,COMANDANCIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
14104,1,COMISARIA DE SEGURIDAD PUBLICA DE TOTATICHE,1,1,1,1,1,1,
14104,2,DELEGACION TEMASTIAN,2,NA,NA,NA,NA,NA,NA
14105,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA TRANSITO MOVILIDAD Y TRANSPORTE DE TOTOTLAN JALISCO,1,1,1,,1,,
14106,1,COMISARIA DE SEGURIDAD PUBLICA DE TUXCACUESCO,2,NA,NA,NA,NA,NA,NA
14107,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1,,,,
14108,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
14109,1,COMISARIA DE SEGURIDAD PUBLICA Y MOVILIDAD MUNICIPAL,1,1,1,,,,
14110,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL DE UNION DE TULA,1,1,1,1,,1,
14111,1,POLICIA MUNICIPAL,1,1,1,1,1,,
14112,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
14113,1,COMISARIA DE SEGURIDAD PUBLICA DE SAN GABRIEL JALISCO,1,1,1,1,,1,
14114,1,SEGURIDAD PUBLICA,1,1,1,1,1,1,
14115,1,COMISARIA DE SEGURIDAD PUBLICA DE VILLA GUERRERO,2,NA,NA,NA,NA,NA,NA
14116,1,COMISARIA DE SEGURIDAD PUBLICA DE VILLA HIDALGO JALISCO,2,NA,NA,NA,NA,NA,NA
14117,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
14118,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD MUNICIPAL,1,,1,,,,
14119,1,COMISARIA DE SEGURIDAD CIUDADANA MUNICIPAL,1,,1,1,,,
14120,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA,1,1,1,1,1,,
14120,2,C5,1,1,1,1,1,1,
14120,3,SECTOR 1,1,1,1,,,,
14120,4,SECTOR 2 ESCUADRON DE RECUPERACION E IDENTIFICACION VEHICULAR Y LA UNIDAD DE POLICIAS CON CAPACIDADES PARA PROCESAR,1,1,1,1,,,
14120,5,SECTOR 3,1,1,1,,,,
14120,6,SECTOR 4,1,1,1,,,,
14120,7,SECTOR 5,1,1,1,,,,
14120,8,ACADEMIA DE FORMACION POLICIAL,1,1,1,,,,
14120,9,ESCUADRON CANINO,1,1,1,,,,
14120,10,ESCUADRON MONTADO,1,1,1,,,,
14120,11,ESCUADRON TACTICO AEREO,1,1,1,,,,
14120,12,ESCUADRON GUARDIA EN PRESIDENCIA,1,1,1,,,,
14120,13,DEPARTAMENTO DE SERVICIOS ESPECIALES Y EVENTOS MASIVOS,1,1,1,,,,
14121,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,1,
14121,2,DEPARTAMENTO TRANSITO Y VIALIDAD,2,NA,NA,NA,NA,NA,NA
14122,1,DIRECCION DE SEGURIDAD PUBLICA DE ZAPOTITLAN DE VADILLO,1,,1,,,,
14123,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1,,,,
14124,1,COMISARIA GENERAL DE SEGURIDAD CIUDADANA Y MOVILIDAD URBANA DE ZAPOTLANEJO,1,1,1,,,,
