ubicageo_f,numeral,nombre1,rnsnni1,coedsett,coedse1,coedse2,coedse3,coedses1,coedse4,coedse5,coedse6,coedses2,coedse8,coedse9,coedse10,coedse11,coedses3,coedse12,coedse13,coedse14,coedsens,coedse16,coedse18,mymenitt,mymeni1,mymeni2,mymeni3,mymenint,mymenis1,mymeni4,mymeni5,mymeni6,mymeni7,mymenis2,mymeni8,mymeni9,mymeni10,mymeni11,mymenis3,mymeni12,mymeni13,mymeni14,mymenins,mymeni16,mymeni17
19047,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,5,4,1,0,0,0,0,0,0,0,0,0,,5,4,1,0,,,,402,350,52,0,,324,286,38,0,,78,64,14,0,,0,0,0,0,,,
19048,1,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,6,4,2,0,3,2,1,0,3,2,1,0,,0,0,0,0,,,,1420,1335,85,0,,1290,1210,80,0,,130,125,5,0,,0,0,0,0,,,
19049,1,COMANDANCIA SANTIAGO,1,10,8,2,0,5,4,1,0,4,3,1,0,,1,1,0,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
19049,2,ESTACION CIENEGA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
19050,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
19051,1,SECRETARIA DE SEGURIDAD PUBLICA,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20001,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,12,12,0,0,,6,6,0,0,,6,6,0,0,,0,0,0,0,,,
20002,1,COMANDANCIA DE POLICIA DE ACATLAN DE PEREZ FIGUEROA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,416,416,0,0,,354,354,0,0,,62,62,0,0,,0,0,0,0,,,
20003,1,COMANDANCIA MUNICIPAL ASUNCION CACALOTEPEC,1,4,4,0,0,2,2,0,0,2,2,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20004,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,6,6,0,0,,5,5,0,0,,1,1,0,0,,0,0,0,0,,,
20005,1,COMANDANCIA DE LA POLICIA MUNICIPAL DE ASUNCION IXTALTEPEC,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20006,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,8,8,0,0,,8,8,0,0,,0,0,0,0,,0,0,0,0,,,
20007,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,2,2,0,0,0,0,0,0,,0,0,0,0,,,,35,35,0,0,,35,35,0,0,,0,0,0,0,,0,0,0,0,,,
20008,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20009,1,COMANDANCIA DE LA POLICIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,53,43,10,0,,48,38,10,0,,5,5,0,0,,0,0,0,0,,,
20010,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20011,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,7,7,0,0,,7,7,0,0,,0,0,0,0,,0,0,0,0,,,
20012,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20013,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20014,1,COMANDANCIA MUNICIPAL CIUDAD IXTEPEC,1,4,0,0,4,3,0,0,3,1,0,0,1,,0,0,0,0,,,,16,15,1,0,,15,14,1,0,,1,1,0,0,,0,0,0,0,,,
20015,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20016,1,COMANDANCIA MUNICIPAL,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,7,7,0,0,,7,7,0,0,,0,0,0,0,,0,0,0,0,,,
20017,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20018,1,COMANDANCIA MUNICIPAL,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20019,1,COMANDANCIA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20020,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,15,15,0,0,,15,15,0,0,,0,0,0,0,,0,0,0,0,,,
20021,1,COMANDANCIA DE POLICIA DE COSOLAPA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,335,325,10,0,,315,315,0,0,,20,10,10,0,,0,0,0,0,,,
20022,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,40,40,0,0,,40,40,0,0,,0,0,0,0,,0,0,0,0,,,
20023,1,EDIFICIO DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,107,107,0,0,,102,102,0,0,,5,5,0,0,,0,0,0,0,,,
20024,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20025,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20026,1,COMANDANCIA DE LA POLICIA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,36,35,1,0,,35,34,1,0,,1,1,0,0,,0,0,0,0,,,
20027,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20028,1,COMANDANCIA DE LA POLICIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,100,100,0,0,,100,100,0,0,,0,0,0,0,,0,0,0,0,,,
20029,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20030,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,30,30,0,0,,30,30,0,0,,0,0,0,0,,0,0,0,0,,,
20031,1,COMANDANCIA MUNICIPAL DE TAMAZULAPAM DEL ESPIRITU SANTO,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20032,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20033,1,COMANDANCIA DE POLICIA DE GUADALUPE ETLA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20034,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20035,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,6,6,0,0,,3,3,0,0,,3,3,0,0,,0,0,0,0,,,
20036,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20037,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,25,25,0,0,,23,23,0,0,,2,2,0,0,,0,0,0,0,,,
20038,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20039,1,RADIO CONTROL,1,4,4,0,0,3,3,0,0,1,1,0,0,,0,0,0,0,,,,1553,1483,70,0,,1401,1340,61,0,,152,143,9,0,,0,0,0,0,,,
20039,2,COMANDANCIA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20040,1,COMANDANCIA DEL MUNICIPIO DE HUAUTEPEC,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,21,21,0,0,,21,21,0,0,,0,0,0,0,,0,0,0,0,,,
20041,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,120,120,0,0,,100,100,0,0,,20,20,0,0,,0,0,0,0,,,
20042,1,COMANDANCIA MUNICIPAL IXTLAN DE JUAREZ,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,150,150,0,0,,135,135,0,0,,15,15,0,0,,0,0,0,0,,,
20042,2,COMANDANCIA MUNICIPAL LA JOSEFINA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,4,4,0,0,,4,4,0,0,,0,0,0,0,,0,0,0,0,,,
20042,3,COMANDANCIA MUNICIPAL LA LUZ,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20042,4,COMANDANCIA MUNICIPAL LA PALMA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20042,5,COMANDANCIA MUNICIPAL SAN JUAN YAGILA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20042,6,COMANDANCIA MUNICIPAL SAN MIGUEL TILTEPEC,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20042,7,COMANDANCIA MUNICIPAL SANTA CRUZ YAGAVILA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20042,8,COMANDANCIA MUNICIPAL SANTA MARIA JOSAA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20042,9,COMANDANCIA MUNICIPAL SANTA MARIA YAHUICHE,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20042,10,COMANDANCIA MUNICIPAL SANTA MARIA ZOOGOCHI,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20042,11,COMANDANCIA MUNICIPAL SANTIAGO TEOTLAXCO,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20042,12,COMANDANCIA MUNICIPAL SANTO DOMINGO CACALOTEPEC,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,2,2,0,0,,2,2,0,0,,0,0,0,0,,0,0,0,0,,,
20042,13,COMANDANCIA MUNICIPAL SAN GASPAR YAGALAXI,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,1,1,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,,
20043,1,COMISARIA MUNICIPAL,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,15,15,0,0,,10,10,0,0,,5,5,0,0,,0,0,0,0,,,
20044,1,COMANDANCIA DE LA POLICIA MUNICIPAL LOMA BONITA,1,5,5,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,,,362,362,0,0,,352,352,0,0,,10,10,0,0,,0,0,0,0,,,
20045,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,22,22,0,0,,22,22,0,0,,0,0,0,0,,0,0,0,0,,,
20046,1,COMANDANCIA DE MAGDALENA JALTEPEC,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,8,8,0,0,,8,8,0,0,,0,0,0,0,,0,0,0,0,,,
20047,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20048,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,2,2,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20049,1,COMANDANCIA MUNICIPAL DE MAGDALENA OCOTLAN,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,3,3,0,0,,3,3,0,0,,0,0,0,0,,0,0,0,0,,,
20050,1,COMANDANCIA MAGDALENA PEÑASCO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20051,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,29,29,0,0,,26,26,0,0,,3,3,0,0,,0,0,0,0,,,
20052,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20053,1,COMANDANCIA MUNICIPAL DE MAGDALENA TLACOTEPEC,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20054,1,COMANDANCIA DE MAGDALENA ZAHUATLAN,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20055,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20056,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,,,,58,58,0,0,,58,58,0,0,,0,0,0,0,,0,0,0,0,,,
20057,1,COMANDANCIA MUNICIPAL,1,4,4,0,0,3,3,0,0,1,1,0,0,,0,0,0,0,,,,582,582,0,0,,537,537,0,0,,45,45,0,0,,0,0,0,0,,,
20058,1,COMANDANCIA DE POLICIA MUNICIPAL,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20059,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20060,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20061,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20062,1,COMANDANCIA MUNICIPAL,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,10,10,0,0,,10,10,0,0,,0,0,0,0,,0,0,0,0,,,
20063,1,BASE DE POLICIA DE NAZARENO ETLA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,15,15,0,0,,15,15,0,0,,0,0,0,0,,0,0,0,0,,,
20064,1,COMANDANCIA DE NEJAPA DE MADERO,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,135,135,0,0,,134,134,0,0,,1,1,0,0,,0,0,0,0,,,
20065,1,COMANDANCIA MUNICIPAL,1,3,3,0,0,2,2,0,0,1,1,0,0,,0,0,0,0,,,,6,6,0,0,,6,6,0,0,,0,0,0,0,,0,0,0,0,,,
20066,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
20067,1,BASE CENTRAL DE ABASTOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20068,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,174,174,0,0,,150,150,0,0,,24,24,0,0,,0,0,0,0,,,
20069,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20070,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,30,30,0,0,,30,30,0,0,,0,0,0,0,,0,0,0,0,,,
20071,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20072,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20073,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,72,72,0,0,,60,60,0,0,,12,12,0,0,,0,0,0,0,,,
20074,1,COMANDANCIA MUNICIPAL,1,2,1,1,0,2,1,1,0,0,0,0,0,,0,0,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20075,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,10,10,0,0,,5,5,0,0,,5,5,0,0,,0,0,0,0,,,
20076,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,3,3,0,0,,2,2,0,0,,1,1,0,0,,0,0,0,0,,,
20077,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20078,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20079,1,COMANDANCIA MUNICIPAL,1,8,8,0,0,6,6,0,0,2,2,0,0,,0,0,0,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
20080,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20081,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,56,56,0,0,,56,56,0,0,,0,0,0,0,,0,0,0,0,,,
20082,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20083,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,195,195,0,0,,178,178,0,0,,17,17,0,0,,0,0,0,0,,,
20084,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20085,1,COMANDANCIA SAN AGUSTIN LOXICHA,1,2,2,0,0,2,2,0,0,0,0,0,0,,0,0,0,0,,,,25,25,0,0,,25,25,0,0,,0,0,0,0,,0,0,0,0,,,
20086,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20087,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,25,25,0,0,,25,25,0,0,,0,0,0,0,,0,0,0,0,,,
20088,1,COMANDANCIA MUNICIPAL DE SAN ANDRES CABECERA NUEVA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20089,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,15,15,0,0,,15,15,0,0,,0,0,0,0,,0,0,0,0,,,
20090,1,COMANDANCIA MUNICIPAL,1,3,3,0,0,3,3,0,0,0,0,0,0,,0,0,0,0,,,,27,27,0,0,,27,27,0,0,,0,0,0,0,,0,0,0,0,,,
20091,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,30,30,0,0,,29,29,0,0,,1,1,0,0,,0,0,0,0,,,
20092,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20093,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20094,1,COMANDANCIA DE POLICIA MUNICIPAL DE SAN ANDRES NUXIÑO,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,5,5,0,0,,5,5,0,0,,0,0,0,0,,0,0,0,0,,,
20095,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20096,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20097,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20098,1,COMANDANCIA DE SAN ANDRES TEOTILALPAM,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,40,40,0,0,,40,40,0,0,,0,0,0,0,,0,0,0,0,,,
20099,1,COMANDANCIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,12,12,0,0,,12,12,0,0,,0,0,0,0,,0,0,0,0,,,
20100,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20101,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20102,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20103,1,BASE DE LA POLICIA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,36,36,0,0,,36,36,0,0,,0,0,0,0,,0,0,0,0,,,
20104,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
20105,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
