ubicageo_f,numeral,nombre1,rnsnni1,comint1,comint2
13070,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TLAHUELILPAN HIDALGO,1,2,2
13071,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13072,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
13073,1,COMANDANCIA DE TLANCHINOL,1,1,1
13074,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13075,1,COORDINACION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3
13076,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,25,25
13077,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO,2,NA,NA
13077,2,JALTEPEC,2,NA,NA
13077,3,ROJO GOMEZ,2,NA,NA
13077,4,LA MORENA,2,NA,NA
13077,5,NAPATECO,2,NA,NA
13077,6,SANTA ANA HUEYTLALPAN,2,NA,NA
13077,7,SANTA MARIA ASUNCION,2,NA,NA
13077,8,CENTRO,1,12,12
13078,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13079,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13080,1,COMANDANCIA MUNICIPAL,1,1,1
13081,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,8,8
13082,1,OFICINA DE SEGURIDAD PUBLICA,1,2,2
13083,1,CENTRO DE SEGURIDAD PUBLICA ZEMPOALA,1,14,14
13083,2,SUBCOMANDANCIA TELLEZ,2,NA,NA
13084,1,SEGURIDAD PUBLICA,1,5,5
14001,1,COMANDANCIA,1,2,2
14002,1,COMISARIA DE SEGURIDAD PUBLICA,1,3,3
14003,1,COMISARIA,1,5,5
14004,1,COMANDANCIA,1,1,1
14005,1,COMISARIA DE SEGURIDAD PUBLICA DE AMATITAN,1,6,6
14006,1,COMISARIA MUNICIPAL DE AMECA,1,5,5
14007,1,COMISARIA,1,1,1
14008,1,COMISARIA DE SEGURIDAD PUBLICA Y POLICIA DE TRANSITO MUNICIPAL,1,12,12
14009,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL EL ARENAL JALISCO,1,3,3
14010,1,COMISARIA MUNICIPAL,1,1,1
14011,1,DIRECCION DE SEGURIDAD,1,2,2
14012,1,COMISARIA,1,1,1
14013,1,COMISARIA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ATOTONILCO EL ALTO,1,6,6
14014,1,SEGURIDAD PUBLICA DEL MUNICIPIO DE ATOYAC,1,2,2
14015,1,COMISARIA DE SEGURIDAD PUBLICA AUTLAN,1,12,12
14016,1,COMANDANCIA DE SEGURIDAD PUBLICA DE AYOTLAN,1,2,1
14016,2,COMANDANCIA DELEGACION SANTA RITA,2,NA,NA
14016,3,COMANDANCIA DELEGACION BETANIA,2,NA,NA
14016,4,COMANDANCIA DELEGACION LA RIBERA,2,NA,NA
14017,1,SEGURIDAD PUBLICA,1,4,4
14018,1,COMISARIA DE SEGURIDAD PUBLICA DE LA BARCA JALISCO,1,8,8
14019,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1
14020,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,2
14021,1,COMANDANCIA DE CASIMIRO CASTILLO,1,3,3
14022,1,COMISARIA DE SEGURIDAD PUBLICA DE CIHUATLAN,1,7,7
14023,1,COMISARIA DE SEGURIDAD PUBLICA,1,2,2
14024,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL COCULA,1,3,3
14025,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,4,4
14026,1,COMANDANCIA,1,1,1
14027,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
14028,1,COMISARIA DE CUAUTLA,1,2,2
14029,1,DIRECCION DE SEGURIDAD PUBLICA,1,4,4
14030,1,COMISARIA DE SEGURIDAD PUBLICA CHAPALA,1,13,13
14030,2,MODULO AJIJIC,2,NA,NA
14030,3,MODULO ATOTONILQUILLO,2,NA,NA
14031,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
14032,1,COMANDANCIA,1,1,1
14033,1,SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14034,1,COMISARIA DE SEGURIDAD PUBLICA EJUTLA,1,1,1
14035,1,DIRECCION DE SEGURIDAD PUBLICA,1,5,1
14036,1,COMISARIA DE SEGURIDAD PUBLICA DE ETZATLAN,1,3,3
14037,1,COMISARIA DE SEGURIDAD PUBLICA EL GRULLO,1,16,15
14038,1,COMISARIA MUNICIPAL,1,2,2
14039,1,POLIGONO 1,1,10,10
14039,2,POLIGONO 2,1,12,12
14039,3,POLIGONO 3,1,9,9
14039,4,POLIGONO 4,1,13,13
14039,5,POLIGONO 5,1,11,11
14039,6,POLIGONO 6,1,8,8
14039,7,POLIGONO 7,1,10,10
14039,8,POLIGONO 8,1,9,9
14039,9,POLIGONO 9,1,11,11
14039,10,POLIGONO 10,1,13,13
14039,11,ACADEMIA DE FORMACION Y PROFESIONALIZACION POLICIAL,1,41,41
14039,12,EDIFICIO CENTRAL,1,487,487
14039,13,UPPL,1,30,30
14039,14,ECO,1,10,10
14039,15,UREPAZ,1,13,13
14039,16,UREDES,1,11,11
14039,17,DEAVIM,1,30,30
14039,18,GAMAS,1,13,13
14039,19,C5,1,93,93
14040,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
14041,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,2,1
14042,1,COMISARIA DE SEGURIDAD,1,1,1
14043,1,SEGURIDAD PUBLICA DE LA HUERTA,1,2,2
14044,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
14044,2,MODULO DE ATEQUIZA,2,NA,NA
14045,1,COMISARIA DE SEGURIDAD PUBLICA,1,2,2
14046,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,6,6
14047,1,COMISARIA,1,4,4
14048,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,4,4
14049,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14050,1,COMISARIA DE SEGURIDAD PUBLICA,1,11,11
14051,1,COMISARIA DE SEGURIDAD PUBLICA,1,6,6
14052,1,COMISARIA DE SEGURIDAD PUBLICA,2,NA,NA
14053,1,COMISARIA DE SEGURIDAD PUBLICA,1,11,11
14054,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1
14055,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1
14056,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1
14057,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1
14058,1,COMISARIA,1,3,3
14059,1,DIRECCION DE SEGURIDAD PUBLICA DE MAZAMITLA,1,4,4
14060,1,COMISARIA DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD MUNICIPAL,1,3,3
14061,1,COMISARIA DE SEGURIDAD PUBLICA,1,2,2
14062,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
14063,1,COMISARIA,1,24,24
14064,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14065,1,COMISARIA DE SEGURIDAD PUBLICA,1,3,3
14066,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,6,6
14067,1,DIRECCION DE SEGURIDAD CIUDADANA,1,81,65
14068,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,3,3
14069,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,2
14070,1,COMISARIA GENERAL DE POLICIA PREVENTIVA MUNICIPAL,1,7,7
14070,2,DELEGACION LAS PINTAS SIERRA 5,2,NA,NA
14071,1,COMISARIA MUNICIPAL DE SAN CRISTOBAL DE LA BARRANCA,1,1,1
14072,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,2,1
14073,1,COMANDANCIA GENERAL,1,2,2
14074,1,COMANDANCIA DE SEGURIDAD PUBLICA DE SAN JULIAN JALISCO,1,4,4
14075,1,COMANDANCIA SAN MARCOS,1,1,1
14076,1,COMISARIA DE SEGURIDAD PUBLICA DE SAN MARTIN DE BOLAÑOS,1,1,1
14077,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL DE SAN MARTIN DE HIDALGO,1,1,1
14078,1,COMANDANCIA DE POLICIA DE SAN MIGUEL EL ALTO,1,2,2
14079,1,COMISARIA DE SEGURIDAD PUBLICA DE GOMEZ FARIAS,1,2,1
14079,2,BASE DELTA,2,NA,NA
14080,1,NO APLICA,0,NA,NA
14081,1,COMISARIA MUNICIPAL,1,1,1
14082,1,COMISARIA,1,2,2
14083,1,COMISARIA DE SEGURIDAD PUBLICA DE TALA,1,13,13
14084,1,SEGURIDAD PUBLICA DEL MUNICIPIO DE TALPA DE ALLENDE,1,4,4
14085,1,COMISARIA DE SEGURIDAD PUBLICA TAMAZULA DE GORDIANO JALISCO,1,3,3
14086,1,COMISARIA DE TAPALPA,1,2,2
14087,1,DIRECCION DE SEGURIDAD PUBLICA DE TECALITLAN,1,4,3
14088,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL DE TECOLOTLAN,1,2,2
14089,1,COMISARIA MUNICIPAL,1,2,2
14090,1,SEGURIDAD PUBLICA,1,3,3
14091,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14092,1,COMISARIA DE SEGURIDAD PUBLICA DE TEOCUITATLAN,1,3,3
14093,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,29,29
14094,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA TEQUILA,1,2,2
14095,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
14096,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
14097,1,COMISARIA TLAJOMULCO,1,30,30
14097,2,SECTOR UNO,1,2,2
14097,3,SECTOR DOS,1,2,2
14097,4,SECTOR TRES,1,2,2
14097,5,SECTOR CUATRO,1,2,2
14098,1,EDIFICIO CENTRAL,1,135,135
14099,1,DIRECCION DE SEGURIDAD PUBLICA DE TOLIMAN,1,2,1
14100,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,3,3
14101,1,CUARTEL PRINCIPAL,1,1,1
14102,1,SEGURIDAD PUBLICA TONAYA,1,1,1
14103,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,2,2
14104,1,COMISARIA DE SEGURIDAD PUBLICA DE TOTATICHE,1,1,1
14104,2,DELEGACION TEMASTIAN,2,NA,NA
14105,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA TRANSITO MOVILIDAD Y TRANSPORTE DE TOTOTLAN JALISCO,1,10,10
14106,1,COMISARIA DE SEGURIDAD PUBLICA DE TUXCACUESCO,1,2,2
14107,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1
14108,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14109,1,COMISARIA DE SEGURIDAD PUBLICA Y MOVILIDAD MUNICIPAL,1,2,1
14110,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL DE UNION DE TULA,1,3,3
14111,1,POLICIA MUNICIPAL,1,1,1
14112,1,COMANDANCIA MUNICIPAL,1,1,1
14113,1,COMISARIA DE SEGURIDAD PUBLICA DE SAN GABRIEL JALISCO,1,1,1
14114,1,SEGURIDAD PUBLICA,1,3,3
14115,1,COMISARIA DE SEGURIDAD PUBLICA DE VILLA GUERRERO,1,1,1
14116,1,COMISARIA DE SEGURIDAD PUBLICA DE VILLA HIDALGO JALISCO,1,7,0
14117,1,COMANDANCIA,1,2,2
14118,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y MOVILIDAD MUNICIPAL,1,3,3
14119,1,COMISARIA DE SEGURIDAD CIUDADANA MUNICIPAL,1,4,4
14120,1,COMISARIA GENERAL DE SEGURIDAD PUBLICA,1,334,334
14120,2,C5,1,107,107
14120,3,SECTOR 1,1,10,10
14120,4,SECTOR 2 ESCUADRON DE RECUPERACION E IDENTIFICACION VEHICULAR Y LA UNIDAD DE POLICIAS CON CAPACIDADES PARA PROCESAR,1,22,22
14120,5,SECTOR 3,1,8,8
14120,6,SECTOR 4,1,7,7
14120,7,SECTOR 5,1,7,7
14120,8,ACADEMIA DE FORMACION POLICIAL,1,19,19
14120,9,ESCUADRON CANINO,1,4,4
14120,10,ESCUADRON MONTADO,1,4,4
14120,11,ESCUADRON TACTICO AEREO,1,4,4
14120,12,ESCUADRON GUARDIA EN PRESIDENCIA,1,2,2
14120,13,DEPARTAMENTO DE SERVICIOS ESPECIALES Y EVENTOS MASIVOS,1,2,2
14121,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
14121,2,DEPARTAMENTO TRANSITO Y VIALIDAD,1,1,1
14122,1,DIRECCION DE SEGURIDAD PUBLICA DE ZAPOTITLAN DE VADILLO,1,2,1
14123,1,COMISARIA DE SEGURIDAD PUBLICA,1,1,1
14124,1,COMISARIA GENERAL DE SEGURIDAD CIUDADANA Y MOVILIDAD URBANA DE ZAPOTLANEJO,1,1,1
14125,1,COMISARIA DE SEGURIDAD PUBLICA SAN IGNACIO,1,3,3
15001,1,SEGURIDAD PUBLICA Y PROTECCION CIVIL DE ACAMBAY DE RUIZ CASTAÑEDA,1,8,7
15002,1,COMANDANCIA ALFA,2,NA,NA
15002,2,COMANDANCIA BETA,2,NA,NA
15002,3,DIRECCION,1,7,7
15003,1,EDIFICIO DE SEGURIDAD PUBLICA,1,8,6
15003,2,COMANDANCIA,2,NA,NA
15004,1,COMANDANCIA DE POLICIA DE ALMOLOYA DE ALQUISIRAS,1,2,2
15005,1,DIRECCION DE SEGURIDAD CIUDADANA MUNICIPAL,1,4,4
15006,1,COMISARIA MUNICIPAL,1,3,3
15007,1,C2,1,1,1
15008,1,COMANDANCIA MUNICIPAL,1,2,2
15009,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,7,7
15010,1,DIRECCION GENERAL DE SEGURIDAD CIUDADANA,1,2,2
15011,1,COMANDANCIA MUNICIPAL,1,5,4
15012,1,COMISARIA MUNICIPAL,1,3,3
15013,1,CENTRO DE ATENCION POLICIAL 1,1,1,1
15013,2,CENTRO DE ATENCION POLICIAL 2,1,2,2
15013,3,CENTRO DE ATENCION POLICIAL 3,1,1,1
15013,4,CENTRO DE ATENCION POLICIAL 4,2,NA,NA
15013,5,CENTRO DE ATENCION POLICIAL 5,1,2,2
15013,6,CENTRO DE ATENCION POLICIAL 6,1,1,1
15013,7,CENTRO DE ATENCION POLICIAL 7,1,2,2
15013,8,CENTRO DE ATENCION POLICIAL 8,1,2,2
15013,9,CENTRO DE ATENCION POLICIAL 9,1,2,1
15013,10,CENTRO DE ATENCION POLICIAL 10,1,1,1
15013,11,CENTRO DE ATENCION POLICIAL 11,1,2,2
15013,12,CENTRO DE ATENCION POLICIAL 12,1,1,1
15013,13,CENTRO DE ATENCION POLICIAL 13,1,1,1
15013,14,CENTRO DE ATENCION POLICIAL 14,1,2,2
15013,15,CENTRO DE ATENCION POLICIAL 15,1,1,1
15013,16,CENTRO DE ATENCION POLICIAL 16,1,1,1
15013,17,CENTRO DE ATENCION POLICIAL 17,1,1,1
15013,18,CENTRO DE ATENCION POLICIAL 18,1,1,1
15013,19,CENTRO DE ATENCION POLICIAL 19,1,1,1
15013,20,CENTRO DE ATENCION POLICIAL 20,1,1,1
15013,21,CENTRO DE ATENCION POLICIAL 21,1,1,1
15013,22,CENTRO DE ATENCION POLICIAL 22,1,1,1
15014,1,COMISARIA MUNICIPAL,1,14,14
15015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,3
15016,1,BASE,1,2,2
15017,1,COMISARIA DE SEGURIDAD CIUDADANA,1,7,7
15018,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,12,3
15019,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE CAPULHUAC,1,4,4
15020,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,24,24
15021,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO PROTECCION CIVIL Y BOMBEROS,1,4,4
15022,1,COMANDANCIA MUNICIPAL DE COCOTITLAN,1,1,1
15023,1,COMISARIA DE SEGURIDAD PUBLICA Y MOVILIDAD,1,1,1
15024,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,10,10
15024,2,CENTRO DE MANDO,1,5,5
15025,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y BOMBEROS,1,49,49
15026,1,COMANDANCIA,1,6,6
15027,1,COMANDANCIA MUNICIPAL,1,5,5
15028,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,1,1
15029,1,COMANDANCIA GENERAL,1,7,7
15030,1,COMANDANCIA,1,3,3
15031,1,COMISARIA,1,50,50
15031,2,SUBESTACION,1,30,30
15032,1,MERCURIO,1,1,1
15033,1,COMANDANCIA DE ECATEPEC,1,3,3
15033,2,COORDINACION DE CELULAS DIVERSAS,1,3,3
15034,1,CENTRO DE COMANDO Y CONTROL,1,2,2
15035,1,SUBDIRECCION SE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,6,6
15036,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
15037,1,PRIMER SECTOR,1,2,2
15037,2,PRIMER SECTOR,1,1,1
15037,3,SEGUNDO SECTOR,1,1,1
15037,4,SEGUNDO SECTOR,1,2,2
15037,5,TERCER SECTOR,1,1,1
15037,6,CUARTO SECTOR,1,2,2
15037,7,QUINTO SECTOR,1,1,1
15037,8,QUINTO SECTOR,1,1,1
15037,9,QUINTO SECTOR,1,2,2
15037,10,SEXTO SECTOR,1,2,2
15037,11,SEPTIMO SECTOR,1,2,2
15037,12,OCTAVO SECTOR,1,2,2
15037,13,NOVENO SECTOR,1,1,1
15037,14,CERO SECTOR,1,1,1
15037,15,POLICIA AUXILIAR,1,1,1
15037,16,GUARDIA PALACIO,1,2,2
15037,17,DIRECCION OPERATIVA,1,1,1
15037,18,PRIMER SECTOR VIAL,1,1,1
15037,19,SEGUNDO SECTOR VIAL,1,2,2
15037,20,AGRUPAMIENTO DE MOTOPATRULLAS,1,2,2
15037,21,AGRUPAMIENTO FEMENIL,1,4,4
15037,22,DIRECCION OPERATIVA VIAL,1,2,2
15037,23,SUBDIRECCION OPERATIVA VIAL,1,3,3
15038,1,COMANDANCIA,1,2,2
15038,2,MODULO C2,1,1,1
15038,3,MODULO CAÑADAS,2,NA,NA
15038,4,MODULO DE JARROS,2,NA,NA
15039,1,SISTEMA MUNICIPAL DE TECNOLOGIA POLICIAL,1,16,16
15040,1,MODULO DE SEGURIDAD PUBLICA,1,4,4
15040,2,COMANDANCIA MUNICIPAL,2,NA,NA
15041,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
15042,1,DIRECCION DE SEGURIDAD PUBLICA DESARROLLO VIAL Y TRANSITO,1,7,7
15043,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
15044,1,COMISARIA MUNICIPAL DE CABECERA JALTENCO,1,1,1
15044,2,SUBCOMISARIA MUNICIPAL DE ALBORADA JALTENCO,2,NA,NA
15045,1,DIRECCION DE SEGURIDAD CIUDADANA Y PROTECCION CIVIL,1,2,2
15046,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
15047,1,COMANDANCIA MUNICIPAL,1,2,2
15048,1,DIRECCION DE SEGURIDAD PUBLICA,1,7,7
15049,1,COMANDANCIA MUNICIPAL,1,3,3
15050,1,CENTRO DE MANDO MUNICIPAL,1,10,10
15051,1,DIRECCION DE SEGURIDAD PUBLICA LERMA,1,3,3
15052,1,DIRECCION DE SEGURIDAD PUBLICA DE MALINALCO,1,5,4
15053,1,COMANDANCIA DE SEGURIDAD CIUDADANA,1,5,5
15054,1,DIRECCION DE SEGURIDAD PUBLICA,1,50,12
15055,1,COMANDANCIA,1,2,2
15055,2,CENTRO DE MANDO C2,1,3,3
15056,1,NO APLICA,0,NA,NA
15057,1,BASE NAUCALPAN CENTRO,1,1,1
15057,2,BASE BOSQUES DE ECHEGARAY,1,1,1
15057,3,BASE EL CONDE,1,1,1
15057,4,BASE SAN JUAN TOTOLTEPEC,1,1,1
15057,5,BASE BOULEVARES,1,1,1
15057,6,BASE COLON DE ECHEGARAY,1,1,1
15057,7,BASE AHUIZOTLA,1,1,1
15057,8,BASE SAN LORENZO TOTOLINGA,1,1,1
15057,9,BASE SAN MATEO NOPALA,1,1,1
15057,10,BASE SATELITE PONIENTE,1,1,1
15057,11,BASE CENTRO CENTRO COMERCIAL,1,1,1
15057,12,BASE BENITO JUAREZ,1,1,1
15057,13,BASE PLAZA HORMIGA,1,1,1
15057,14,BASE PALMA,1,1,1
15057,15,PASE LAS HUERTAS,1,1,1
15057,16,BASE TECAMACHALCO,1,1,1
15057,17,BASE MINAS SAN MARTIN,1,1,1
15057,18,BASE HACIENDA DE TEMIXCO,1,1,1
15057,19,BASE PLATA,1,1,1
15058,1,DIRECCION GENERAL DE SEGURIDAD CIUDADANA,1,93,93
15059,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,5,5
15060,1,CENTRO DE MONITOREO,1,8,8
15061,1,COMANDANCIA DE SEGURIDAD PUBLICA NOPALTEPEC,1,6,6
15062,1,C2,1,8,8
15063,1,NO APLICA,0,NA,NA
15064,1,COMISARIA EL ORO ESTADO DE MEXICO,1,3,3
15065,1,POLICIA MUNICIPAL,1,2,2
15066,1,SEGURIDAD PUBLICA DE OTZOLOAPAN,1,2,2
15067,1,COMISARIA DE SEGURIDAD CIUDADANA Y TRANSITO MUNICIPAL,1,4,4
15068,1,TORRE 1,1,2,2
15069,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
15070,1,EMILIANO ZAPATA,2,NA,NA
15070,2,EMILIANO ZAPATA II,2,NA,NA
15070,3,EL SALADO,2,NA,NA
15070,4,CENTRAL,1,24,24
15070,5,VALLE DE LOS REYES,2,NA,NA
15070,6,FLORESTA,2,NA,NA
15070,7,SAN SEBASTIAN,2,NA,NA
15070,8,SAN ISIDRO,2,NA,NA
15070,9,LOS REYES ACAQUILPAN,2,NA,NA
15070,10,TECAMACHALCO,2,NA,NA
15070,11,AMPLIACION DE LOS REYES,2,NA,NA
15071,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL POLOTITLAN,1,3,3
15072,1,COMISARIA MUNICIPAL,1,2,2
15073,1,CENTRO DE COMANDO Y CONTROL DE SAN ANTONIO LA ISLA,1,2,2
15074,1,SEGURIDAD PUBLICA,1,3,3
15075,1,COMISARIA,1,2,2
15075,2,CENTRO DE MANDO,1,1,1
15076,1,COMANDANCIA,1,2,1
15077,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
15078,1,COMANDANCIA MUNICIPAL,1,1,1
15079,1,CENTRO DE MANDO Y COMUNICACION,1,2,2
15080,1,COMANDANCIA MUNICIPAL DE SULTEPEC,1,2,2
15081,1,GUARDIA CIVIL,1,79,79
15081,2,BASE SUR,1,2,2
15082,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,3,3
15083,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
15084,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
15085,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
15086,1,SEGURIDAD PUBLICA DE TEMASCALTEPEC,1,1,1
15087,1,COMISARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,10,10
15088,1,DIRECCION DE SEGURIDAD PUBLICA,1,7,7
15089,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD DE TENANGO DEL AIRE,1,4,4
15090,1,DIRECCION DE SEGURIDAD PUBLICA Y PROTECCION CIUDADANA,1,5,5
15091,1,COMISARIA DE SEGURIDAD Y VIALIDAD,1,8,8
15092,1,COMISARIA DE SEGURIDAD PUBLICA,1,8,7
15093,1,CENTRO DE SEGURIDAD Y JUSTICIA CIVICA DE TEPETLAOXTOC,1,2,2
15094,1,COMANDANCIA,1,1,1
15095,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,9,9
15096,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,3,3
15097,1,COMANDANCIA,1,1,1
15098,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
15099,1,CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,1,60,60
15100,1,DIRECCION DE SEGURIDAD PUBLICA,1,6,6
15101,1,COMISARIA DE SEGURIDAD PUBLICA TIANGUISTENCO,1,6,6
15102,1,DIRECCION DE SEGURIDAD PUBLICA Y PROTECCION CIVIL,1,2,2
15103,1,CENTRO DE MANDO,1,4,4
15104,1,CENTRO DE JUSTICIA INTEGRAL DE SEGURIDAD PUBLICA Y JUSTICIA CIVICA ZONA PONIENTE,1,190,190
15104,2,CENTRO DE JUSTICIA INTEGRAL DE SEGURIDAD PUBLICA Y JUSTICIA CIVICA ZONA ORIENTE,1,60,60
15104,3,REGION 1,1,1,1
15104,4,REGION 2,1,1,1
15104,5,REGION 3,1,1,1
15104,6,REGION 4,1,1,1
15104,7,REGION 5,1,1,1
15104,8,REGION 6,1,1,1
15104,9,REGION 7,1,1,1
15104,10,REGION 8,1,1,1
15104,11,REGION 9,1,1,1
15104,12,REGION 10,1,1,1
15104,13,REGION 11,1,1,1
15104,14,REGION 12,1,1,1
15104,15,REGION 13,1,1,1
15104,16,REGION 14,1,1,1
15104,17,REGION 15,1,1,1
15104,18,REGION 16,1,1,1
15104,19,REGION 17,1,1,1
15104,20,REGION 18,1,1,1
15104,21,REGION 19,1,1,1
15104,22,BASE BETA,1,1,1
15104,23,BASE COCA,1,1,1
15105,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
15106,1,DIRECCION GENERAL,1,15,15
15106,2,TRANSITO MUNICIPAL,1,15,15
15106,3,ACADEMIA DE POLICIA,1,10,10
15107,1,COMANDANCIA,1,1,1
15107,2,CENTRO DE MANDO,1,8,8
15108,1,COMISARIA DE SEGURIDAD CIUDADANA Y TRANSITO MUNICIPAL,1,7,7
15109,1,DIRECCION DE SEGURIDAD CIUDADANA Y VIALIDAD,1,63,63
15109,2,VIALIDAD,1,4,4
15110,1,SEGURIDAD PUBLICA DE VALLE DE BRAVO,1,20,20
15111,1,BASE,1,2,1
15112,1,DIRECCION DE SEGURIDAD PUBLICA,1,4,4
15113,1,COMANDANCIA MUNICIPAL,1,2,1
15114,1,COMISARIA,1,4,2
15115,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
15116,1,NO APLICA,0,NA,NA
15117,1,COMANDANCIA MUNICIPAL,1,1,0
15118,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,1,25,25
15119,1,DIRECCION DE SEGURIDAD PUBLICA,1,4,4
15120,1,CENTRO DE RESPUESTA DE EMERGENCIA ZUMPANGO,1,3,3
15121,1,COMISARIA GENERAL DE SEGURIDAD CIUDADANA,1,50,50
15122,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,4,4
15123,1,NO APLICA,0,NA,NA
15124,1,COMISARIA DE SEGURIDAD PUBLICA PROTECCION CIVIL Y BOMBEROS,1,6,4
15125,1,COMANDANCIA TORRE,1,3,3
16001,1,NO APLICA,0,NA,NA
