ubicageo_f,rangedad_i,sexostt,sexos1,sexos2,sexos3,sexosne
24024,91,,,,,
24024,92,,,,,
24024,99,,,,,
24025,1,0,0,0,0,
24025,2,0,0,0,0,
24025,3,8,7,1,0,
24025,4,17,17,0,0,
24025,5,20,20,0,0,
24025,6,6,6,0,0,
24025,7,7,7,0,0,
24025,8,0,0,0,0,
24025,9,2,2,0,0,
24025,10,1,1,0,0,
24025,11,0,0,0,0,
24025,12,0,0,0,0,
24025,13,0,0,0,0,
24025,91,,,,,
24025,92,,,,,
24025,99,,,,,
24026,1,NA,NA,NA,NA,
24026,2,NA,NA,NA,NA,
24026,3,NA,NA,NA,NA,
24026,4,NA,NA,NA,NA,
24026,5,NA,NA,NA,NA,
24026,6,NA,NA,NA,NA,
24026,7,NA,NA,NA,NA,
24026,8,NA,NA,NA,NA,
24026,9,NA,NA,NA,NA,
24026,10,NA,NA,NA,NA,
24026,11,NA,NA,NA,NA,
24026,12,NA,NA,NA,NA,
24026,13,NA,NA,NA,NA,
24026,91,,,,,
24026,92,,,,,
24026,99,,,,,
24027,1,0,0,0,0,
24027,2,0,0,0,0,
24027,3,0,0,0,0,
24027,4,0,0,0,0,
24027,5,2,2,0,0,
24027,6,3,3,0,0,
24027,7,5,5,0,0,
24027,8,2,2,0,0,
24027,9,1,1,0,0,
24027,10,5,5,0,0,
24027,11,0,0,0,0,
24027,12,0,0,0,0,
24027,13,0,0,0,0,
24027,91,,,,,
24027,92,,,,,
24027,99,,,,,
24028,1,0,0,0,0,
24028,2,0,0,0,0,
24028,3,131,121,10,0,
24028,4,398,361,37,0,
24028,5,463,430,33,0,
24028,6,377,345,32,0,
24028,7,314,293,21,0,
24028,8,148,133,15,0,
24028,9,113,104,9,0,
24028,10,74,66,8,0,
24028,11,54,48,6,0,
24028,12,35,33,2,0,
24028,13,0,0,0,0,
24028,91,,,,,
24028,92,,,,,
24028,99,,,,,
24029,1,0,0,0,0,
24029,2,0,0,0,0,
24029,3,0,0,0,0,
24029,4,0,0,0,0,
24029,5,10,5,5,0,
24029,6,15,15,0,0,
24029,7,0,0,0,0,
24029,8,0,0,0,0,
24029,9,0,0,0,0,
24029,10,0,0,0,0,
24029,11,0,0,0,0,
24029,12,0,0,0,0,
24029,13,0,0,0,0,
24029,91,,,,,
24029,92,,,,,
24029,99,,,,,
24030,1,NA,NA,NA,NA,
24030,2,NA,NA,NA,NA,
24030,3,NA,NA,NA,NA,
24030,4,NA,NA,NA,NA,
24030,5,NA,NA,NA,NA,
24030,6,NA,NA,NA,NA,
24030,7,NA,NA,NA,NA,
24030,8,NA,NA,NA,NA,
24030,9,NA,NA,NA,NA,
24030,10,NA,NA,NA,NA,
24030,11,NA,NA,NA,NA,
24030,12,NA,NA,NA,NA,
24030,13,NA,NA,NA,NA,
24030,91,,,,,
24030,92,,,,,
24030,99,,,,,
24031,1,NA,NA,NA,NA,
24031,2,NA,NA,NA,NA,
24031,3,NA,NA,NA,NA,
24031,4,NA,NA,NA,NA,
24031,5,NA,NA,NA,NA,
24031,6,NA,NA,NA,NA,
24031,7,NA,NA,NA,NA,
24031,8,NA,NA,NA,NA,
24031,9,NA,NA,NA,NA,
24031,10,NA,NA,NA,NA,
24031,11,NA,NA,NA,NA,
24031,12,NA,NA,NA,NA,
24031,13,NA,NA,NA,NA,
24031,91,,,,,
24031,92,,,,,
24031,99,,,,,
24032,1,0,0,0,0,
24032,2,0,0,0,0,
24032,3,0,0,0,0,
24032,4,0,0,0,0,
24032,5,0,0,0,0,
24032,6,2,1,1,0,
24032,7,1,1,0,0,
24032,8,0,0,0,0,
24032,9,1,1,0,0,
24032,10,0,0,0,0,
24032,11,0,0,0,0,
24032,12,0,0,0,0,
24032,13,0,0,0,0,
24032,91,,,,,
24032,92,,,,,
24032,99,,,,,
24033,1,NA,NA,NA,NA,
24033,2,NA,NA,NA,NA,
24033,3,NA,NA,NA,NA,
24033,4,NA,NA,NA,NA,
24033,5,NA,NA,NA,NA,
24033,6,NA,NA,NA,NA,
24033,7,NA,NA,NA,NA,
24033,8,NA,NA,NA,NA,
24033,9,NA,NA,NA,NA,
24033,10,NA,NA,NA,NA,
24033,11,NA,NA,NA,NA,
24033,12,NA,NA,NA,NA,
24033,13,NA,NA,NA,NA,
24033,91,,,,,
24033,92,,,,,
24033,99,,,,,
24034,1,NA,NA,NA,NA,
24034,2,NA,NA,NA,NA,
24034,3,NA,NA,NA,NA,
24034,4,NA,NA,NA,NA,
24034,5,NA,NA,NA,NA,
24034,6,NA,NA,NA,NA,
24034,7,NA,NA,NA,NA,
24034,8,NA,NA,NA,NA,
24034,9,NA,NA,NA,NA,
24034,10,NA,NA,NA,NA,
24034,11,NA,NA,NA,NA,
24034,12,NA,NA,NA,NA,
24034,13,NA,NA,NA,NA,
24034,91,,,,,
24034,92,,,,,
24034,99,,,,,
24035,1,0,0,0,0,
24035,2,0,0,0,0,
24035,3,63,34,29,0,
24035,4,19,14,5,0,
24035,5,10,10,0,0,
24035,6,15,15,0,0,
24035,7,50,32,18,0,
24035,8,5,5,0,0,
24035,9,15,15,0,0,
24035,10,12,12,0,0,
24035,11,0,0,0,0,
24035,12,1,1,0,0,
24035,13,254,0,0,254,
24035,91,,,,,
24035,92,,,,,
24035,99,,,,,
24036,1,0,0,0,0,
24036,2,2,2,0,0,
24036,3,2,1,1,0,
24036,4,5,3,2,0,
24036,5,1,1,0,0,
24036,6,2,2,0,0,
24036,7,1,1,0,0,
24036,8,3,3,0,0,
24036,9,0,0,0,0,
24036,10,0,0,0,0,
24036,11,1,1,0,0,
24036,12,1,1,0,0,
24036,13,0,0,0,0,
24036,91,,,,,
24036,92,,,,,
24036,99,,,,,
24037,1,0,0,0,0,
24037,2,0,0,0,0,
24037,3,NSS,NSS,0,0,
24037,4,NSS,NSS,0,0,
24037,5,NSS,NSS,0,0,
24037,6,NSS,NSS,0,0,
24037,7,NSS,NSS,0,0,
24037,8,NSS,NSS,0,0,
24037,9,NSS,NSS,0,0,
24037,10,NSS,NSS,0,0,
24037,11,NSS,NSS,0,0,
24037,12,NSS,NSS,0,0,
24037,13,14,14,0,0,
24037,91,,,,,
24037,92,14,14,,,
24037,99,,,,,
24038,1,0,0,0,0,
24038,2,0,0,0,0,
24038,3,0,0,0,0,
24038,4,1,1,0,0,
24038,5,1,1,0,0,
24038,6,3,3,0,0,
24038,7,1,1,0,0,
24038,8,2,2,0,0,
24038,9,1,1,0,0,
24038,10,1,1,0,0,
24038,11,0,0,0,0,
24038,12,0,0,0,0,
24038,13,0,0,0,0,
24038,91,,,,,
24038,92,,,,,
24038,99,,,,,
24039,1,0,0,0,0,
24039,2,0,0,0,0,
24039,3,0,0,0,0,
24039,4,0,0,0,0,
24039,5,2,2,0,0,
24039,6,0,0,0,0,
24039,7,3,3,0,0,
24039,8,3,3,0,0,
24039,9,0,0,0,0,
24039,10,0,0,0,0,
24039,11,0,0,0,0,
24039,12,0,0,0,0,
24039,13,0,0,0,0,
24039,91,,,,,
24039,92,,,,,
24039,99,,,,,
24040,1,0,0,0,0,
24040,2,0,0,0,0,
24040,3,1,1,0,0,
24040,4,0,0,0,0,
24040,5,2,2,0,0,
24040,6,0,0,0,0,
24040,7,1,1,0,0,
24040,8,2,2,0,0,
24040,9,1,1,0,0,
24040,10,1,1,0,0,
24040,11,1,1,0,0,
24040,12,1,1,0,0,
24040,13,10,0,0,10,
24040,91,,,,,
24040,92,,,,,
24040,99,,,,,
24041,1,0,0,0,0,
24041,2,0,0,0,0,
24041,3,0,0,0,0,
24041,4,0,0,0,0,
24041,5,0,0,0,0,
24041,6,0,0,0,0,
24041,7,3,3,0,0,
24041,8,0,0,0,0,
24041,9,0,0,0,0,
24041,10,1,1,0,0,
24041,11,0,0,0,0,
24041,12,0,0,0,0,
24041,13,0,0,0,0,
24041,91,,,,,
24041,92,,,,,
24041,99,,,,,
24042,1,NA,NA,NA,NA,
24042,2,NA,NA,NA,NA,
24042,3,NA,NA,NA,NA,
24042,4,NA,NA,NA,NA,
24042,5,NA,NA,NA,NA,
24042,6,NA,NA,NA,NA,
24042,7,NA,NA,NA,NA,
24042,8,NA,NA,NA,NA,
24042,9,NA,NA,NA,NA,
24042,10,NA,NA,NA,NA,
24042,11,NA,NA,NA,NA,
24042,12,NA,NA,NA,NA,
24042,13,NA,NA,NA,NA,
24042,91,,,,,
24042,92,,,,,
24042,99,,,,,
24043,1,0,0,0,0,
24043,2,0,0,0,0,
24043,3,0,0,0,0,
24043,4,0,0,0,0,
24043,5,0,0,0,0,
24043,6,0,0,0,0,
24043,7,0,0,0,0,
24043,8,0,0,0,0,
24043,9,0,0,0,0,
24043,10,0,0,0,0,
24043,11,0,0,0,0,
24043,12,1,1,0,0,
24043,13,0,0,0,0,
24043,91,,,,,
24043,92,,,,,
24043,99,,,,,
24044,1,NA,NA,NA,NA,
24044,2,NA,NA,NA,NA,
24044,3,NA,NA,NA,NA,
24044,4,NA,NA,NA,NA,
24044,5,NA,NA,NA,NA,
24044,6,NA,NA,NA,NA,
24044,7,NA,NA,NA,NA,
24044,8,NA,NA,NA,NA,
24044,9,NA,NA,NA,NA,
24044,10,NA,NA,NA,NA,
24044,11,NA,NA,NA,NA,
24044,12,NA,NA,NA,NA,
24044,13,NA,NA,NA,NA,
24044,91,,,,,
24044,92,,,,,
24044,99,,,,,
24045,1,0,0,0,0,
24045,2,0,0,0,0,
24045,3,0,0,0,0,
24045,4,0,0,0,0,
24045,5,0,0,0,0,
24045,6,0,0,0,0,
24045,7,1,0,1,0,
24045,8,0,0,0,0,
24045,9,0,0,0,0,
24045,10,0,0,0,0,
24045,11,0,0,0,0,
24045,12,1,1,0,0,
24045,13,0,0,0,0,
24045,91,,,,,
24045,92,,,,,
24045,99,,,,,
24046,1,0,0,0,0,
24046,2,0,0,0,0,
24046,3,0,0,0,0,
24046,4,0,0,0,0,
24046,5,0,0,0,0,
24046,6,0,0,0,0,
24046,7,1,1,0,0,
24046,8,0,0,0,0,
24046,9,0,0,0,0,
24046,10,0,0,0,0,
24046,11,0,0,0,0,
24046,12,0,0,0,0,
24046,13,0,0,0,0,
24046,91,,,,,
24046,92,,,,,
24046,99,,,,,
24047,1,NA,NA,NA,NA,
24047,2,NA,NA,NA,NA,
24047,3,NA,NA,NA,NA,
24047,4,NA,NA,NA,NA,
24047,5,NA,NA,NA,NA,
24047,6,NA,NA,NA,NA,
24047,7,NA,NA,NA,NA,
24047,8,NA,NA,NA,NA,
24047,9,NA,NA,NA,NA,
24047,10,NA,NA,NA,NA,
24047,11,NA,NA,NA,NA,
24047,12,NA,NA,NA,NA,
24047,13,NA,NA,NA,NA,
24047,91,,,,,
24047,92,,,,,
24047,99,,,,,
24048,1,0,0,0,0,
24048,2,0,0,0,0,
24048,3,0,0,0,0,
24048,4,0,0,0,0,
24048,5,0,0,0,0,
24048,6,1,1,0,0,
24048,7,1,1,0,0,
24048,8,0,0,0,0,
24048,9,1,1,0,0,
24048,10,0,0,0,0,
24048,11,0,0,0,0,
24048,12,1,1,0,0,
24048,13,0,0,0,0,
24048,91,,,,,
24048,92,,,,,
24048,99,,,,,
24049,1,0,0,0,0,
24049,2,0,0,0,0,
24049,3,0,0,0,0,
24049,4,0,0,0,0,
24049,5,0,0,0,0,
24049,6,0,0,0,0,
24049,7,3,3,0,0,
24049,8,0,0,0,0,
24049,9,0,0,0,0,
24049,10,0,0,0,0,
24049,11,0,0,0,0,
24049,12,0,0,0,0,
24049,13,0,0,0,0,
24049,91,,,,,
24049,92,,,,,
24049,99,,,,,
24050,1,0,0,0,0,
24050,2,0,0,0,0,
24050,3,0,0,0,0,
24050,4,1,1,0,0,
24050,5,0,0,0,0,
24050,6,0,0,0,0,
24050,7,0,0,0,0,
24050,8,0,0,0,0,
24050,9,0,0,0,0,
24050,10,0,0,0,0,
24050,11,0,0,0,0,
24050,12,0,0,0,0,
24050,13,0,0,0,0,
24050,91,,,,,
24050,92,,,,,
24050,99,,,,,
24051,1,NA,NA,NA,NA,
24051,2,NA,NA,NA,NA,
24051,3,NA,NA,NA,NA,
24051,4,NA,NA,NA,NA,
24051,5,NA,NA,NA,NA,
24051,6,NA,NA,NA,NA,
24051,7,NA,NA,NA,NA,
24051,8,NA,NA,NA,NA,
24051,9,NA,NA,NA,NA,
24051,10,NA,NA,NA,NA,
24051,11,NA,NA,NA,NA,
24051,12,NA,NA,NA,NA,
24051,13,NA,NA,NA,NA,
24051,91,,,,,
24051,92,,,,,
24051,99,,,,,
24052,1,NA,NA,NA,NA,
24052,2,NA,NA,NA,NA,
24052,3,NA,NA,NA,NA,
24052,4,NA,NA,NA,NA,
24052,5,NA,NA,NA,NA,
24052,6,NA,NA,NA,NA,
24052,7,NA,NA,NA,NA,
24052,8,NA,NA,NA,NA,
24052,9,NA,NA,NA,NA,
24052,10,NA,NA,NA,NA,
24052,11,NA,NA,NA,NA,
24052,12,NA,NA,NA,NA,
24052,13,NA,NA,NA,NA,
24052,91,,,,,
24052,92,,,,,
24052,99,,,,,
24053,1,0,0,0,0,
24053,2,0,0,0,0,
24053,3,0,0,0,0,
24053,4,0,0,0,0,
24053,5,0,0,0,0,
24053,6,4,4,0,0,
24053,7,10,10,0,0,
24053,8,0,0,0,0,
24053,9,0,0,0,0,
24053,10,0,0,0,0,
24053,11,0,0,0,0,
24053,12,0,0,0,0,
24053,13,0,0,0,0,
24053,91,,,,,
24053,92,,,,,
24053,99,,,,,
24054,1,0,0,0,0,
24054,2,0,0,0,0,
24054,3,1,1,0,0,
24054,4,6,5,1,0,
24054,5,4,4,0,0,
24054,6,6,5,1,0,
24054,7,5,5,0,0,
24054,8,3,3,0,0,
24054,9,2,2,0,0,
24054,10,1,1,0,0,
24054,11,0,0,0,0,
24054,12,1,1,0,0,
24054,13,0,0,0,0,
24054,91,,,,,
24054,92,,,,,
24054,99,,,,,
24055,1,0,0,0,0,
24055,2,0,0,0,0,
24055,3,0,0,0,0,
24055,4,4,4,0,0,
24055,5,0,0,0,0,
24055,6,4,4,0,0,
24055,7,0,0,0,0,
24055,8,0,0,0,0,
24055,9,0,0,0,0,
24055,10,0,0,0,0,
24055,11,0,0,0,0,
24055,12,4,4,0,0,
24055,13,0,0,0,0,
24055,91,,,,,
24055,92,,,,,
24055,99,,,,,
24056,1,0,0,0,0,
24056,2,0,0,0,0,
24056,3,0,0,0,0,
24056,4,4,4,0,0,
24056,5,4,4,0,0,
24056,6,4,4,0,0,
24056,7,0,0,0,0,
24056,8,0,0,0,0,
24056,9,0,0,0,0,
24056,10,0,0,0,0,
24056,11,0,0,0,0,
24056,12,0,0,0,0,
24056,13,0,0,0,0,
24056,91,,,,,
24056,92,,,,,
24056,99,,,,,
24057,1,0,0,0,0,
24057,2,0,0,0,0,
24057,3,0,0,0,0,
24057,4,0,0,0,0,
24057,5,0,0,0,0,
24057,6,0,0,0,0,
24057,7,4,4,0,0,
24057,8,0,0,0,0,
24057,9,0,0,0,0,
24057,10,0,0,0,0,
24057,11,0,0,0,0,
24057,12,0,0,0,0,
24057,13,0,0,0,0,
24057,91,,,,,
24057,92,,,,,
24057,99,,,,,
24058,1,0,0,0,0,
24058,2,0,0,0,0,
24058,3,0,0,0,0,
24058,4,1,1,0,0,
24058,5,0,0,0,0,
24058,6,0,0,0,0,
24058,7,0,0,0,0,
24058,8,1,1,0,0,
24058,9,0,0,0,0,
24058,10,0,0,0,0,
24058,11,0,0,0,0,
24058,12,0,0,0,0,
24058,13,0,0,0,0,
24058,91,,,,,
24058,92,,,,,
24058,99,,,,,
25001,1,5,5,0,0,
25001,2,5,5,0,0,
25001,3,33,28,5,0,
25001,4,18,15,3,0,
25001,5,30,30,0,0,
25001,6,35,27,8,0,
25001,7,50,48,2,0,
25001,8,90,70,20,0,
25001,9,61,56,5,0,
25001,10,47,46,1,0,
25001,11,24,21,3,0,
25001,12,1,1,0,0,
25001,13,0,0,0,0,
25001,91,,,,,
25001,92,,,,,
25001,99,,,,,
25002,1,NA,NA,NA,NA,
25002,2,NA,NA,NA,NA,
25002,3,NA,NA,NA,NA,
25002,4,NA,NA,NA,NA,
25002,5,NA,NA,NA,NA,
25002,6,NA,NA,NA,NA,
25002,7,NA,NA,NA,NA,
25002,8,NA,NA,NA,NA,
25002,9,NA,NA,NA,NA,
25002,10,NA,NA,NA,NA,
25002,11,NA,NA,NA,NA,
25002,12,NA,NA,NA,NA,
25002,13,NA,NA,NA,NA,
25002,91,,,,,
25002,92,,,,,
25002,99,,,,,
25003,1,NA,NA,NA,NA,
25003,2,NA,NA,NA,NA,
25003,3,NA,NA,NA,NA,
25003,4,NA,NA,NA,NA,
25003,5,NA,NA,NA,NA,
25003,6,NA,NA,NA,NA,
25003,7,NA,NA,NA,NA,
25003,8,NA,NA,NA,NA,
25003,9,NA,NA,NA,NA,
25003,10,NA,NA,NA,NA,
25003,11,NA,NA,NA,NA,
25003,12,NA,NA,NA,NA,
25003,13,NA,NA,NA,NA,
25003,91,,,,,
25003,92,,,,,
25003,99,,,,,
25004,1,NA,NA,NA,NA,
25004,2,NA,NA,NA,NA,
25004,3,NA,NA,NA,NA,
25004,4,NA,NA,NA,NA,
25004,5,NA,NA,NA,NA,
25004,6,NA,NA,NA,NA,
25004,7,NA,NA,NA,NA,
25004,8,NA,NA,NA,NA,
25004,9,NA,NA,NA,NA,
25004,10,NA,NA,NA,NA,
25004,11,NA,NA,NA,NA,
25004,12,NA,NA,NA,NA,
25004,13,NA,NA,NA,NA,
25004,91,,,,,
25004,92,,,,,
25004,99,,,,,
25005,1,NA,NA,NA,NA,
25005,2,NA,NA,NA,NA,
25005,3,NA,NA,NA,NA,
25005,4,NA,NA,NA,NA,
25005,5,NA,NA,NA,NA,
25005,6,NA,NA,NA,NA,
25005,7,NA,NA,NA,NA,
25005,8,NA,NA,NA,NA,
25005,9,NA,NA,NA,NA,
25005,10,NA,NA,NA,NA,
25005,11,NA,NA,NA,NA,
25005,12,NA,NA,NA,NA,
25005,13,NA,NA,NA,NA,
25005,91,,,,,
25005,92,,,,,
25005,99,,,,,
25006,1,1,1,0,0,
25006,2,7,4,3,0,
25006,3,12,11,1,0,
25006,4,42,35,7,0,
25006,5,46,38,8,0,
25006,6,40,35,5,0,
25006,7,45,37,8,0,
25006,8,33,28,5,0,
25006,9,28,25,3,0,
25006,10,15,12,3,0,
25006,11,9,6,3,0,
25006,12,10,6,4,0,
25006,13,3,3,0,0,
25006,91,,,,,
25006,92,,,,,
25006,99,,,,,
25007,1,NA,NA,NA,NA,
25007,2,NA,NA,NA,NA,
25007,3,NA,NA,NA,NA,
25007,4,NA,NA,NA,NA,
25007,5,NA,NA,NA,NA,
25007,6,NA,NA,NA,NA,
25007,7,NA,NA,NA,NA,
25007,8,NA,NA,NA,NA,
25007,9,NA,NA,NA,NA,
25007,10,NA,NA,NA,NA,
25007,11,NA,NA,NA,NA,
25007,12,NA,NA,NA,NA,
25007,13,NA,NA,NA,NA,
25007,91,,,,,
25007,92,,,,,
25007,99,,,,,
25008,1,0,0,0,0,
25008,2,0,0,0,0,
25008,3,0,0,0,0,
25008,4,0,0,0,0,
25008,5,0,0,0,0,
25008,6,0,0,0,0,
25008,7,0,0,0,0,
25008,8,0,0,0,0,
25008,9,0,0,0,0,
25008,10,0,0,0,0,
25008,11,0,0,0,0,
25008,12,0,0,0,0,
25008,13,8,0,0,8,
25008,91,,,,,
25008,92,,,,,
25008,99,,,,,
25009,1,0,0,0,0,
25009,2,0,0,0,0,
25009,3,0,0,0,0,
25009,4,0,0,0,0,
25009,5,0,0,0,0,
25009,6,1,1,0,0,
25009,7,1,1,0,0,
25009,8,5,5,0,0,
25009,9,4,4,0,0,
25009,10,0,0,0,0,
25009,11,0,0,0,0,
25009,12,0,0,0,0,
25009,13,19,19,0,0,
25009,91,,,,,
25009,92,,,,,
25009,99,,,,,
25010,1,0,0,0,0,
25010,2,0,0,0,0,
25010,3,0,0,0,0,
25010,4,0,0,0,0,
25010,5,0,0,0,0,
25010,6,0,0,0,0,
25010,7,0,0,0,0,
25010,8,0,0,0,0,
25010,9,0,0,0,0,
25010,10,1,1,0,0,
25010,11,0,0,0,0,
25010,12,0,0,0,0,
25010,13,0,0,0,0,
25010,91,,,,,
25010,92,,,,,
25010,99,,,,,
25011,1,0,0,0,0,
25011,2,0,0,0,0,
25011,3,1,1,0,0,
25011,4,0,0,0,0,
25011,5,1,1,0,0,
25011,6,1,1,0,0,
25011,7,0,0,0,0,
25011,8,2,2,0,0,
25011,9,1,1,0,0,
25011,10,0,0,0,0,
25011,11,0,0,0,0,
25011,12,0,0,0,0,
25011,13,0,0,0,0,
25011,91,,,,,
25011,92,,,,,
25011,99,,,,,
25012,1,0,0,0,0,
25012,2,0,0,0,0,
25012,3,0,0,0,0,
25012,4,0,0,0,0,
25012,5,0,0,0,0,
25012,6,0,0,0,0,
25012,7,0,0,0,0,
25012,8,0,0,0,0,
25012,9,0,0,0,0,
25012,10,0,0,0,0,
25012,11,0,0,0,0,
25012,12,0,0,0,0,
25012,13,196,196,0,0,
25012,91,,,,,
25012,92,,,,,
25012,99,,,,,
25013,1,0,0,0,0,
25013,2,0,0,0,0,
25013,3,0,0,0,0,
25013,4,0,0,0,0,
25013,5,0,0,0,0,
25013,6,4,4,0,0,
25013,7,0,0,0,0,
25013,8,0,0,0,0,
25013,9,0,0,0,0,
25013,10,0,0,0,0,
25013,11,0,0,0,0,
25013,12,0,0,0,0,
25013,13,0,0,0,0,
25013,91,,,,,
25013,92,,,,,
25013,99,,,,,
25014,1,0,0,0,0,
25014,2,0,0,0,0,
25014,3,0,0,0,0,
25014,4,0,0,0,0,
25014,5,1,1,0,0,
25014,6,0,0,0,0,
25014,7,1,1,0,0,
25014,8,0,0,0,0,
25014,9,0,0,0,0,
25014,10,0,0,0,0,
25014,11,0,0,0,0,
25014,12,0,0,0,0,
25014,13,0,0,0,0,
25014,91,,,,,
25014,92,,,,,
25014,99,,,,,
25015,1,NA,NA,NA,NA,
25015,2,NA,NA,NA,NA,
25015,3,NA,NA,NA,NA,
25015,4,NA,NA,NA,NA,
25015,5,NA,NA,NA,NA,
25015,6,NA,NA,NA,NA,
25015,7,NA,NA,NA,NA,
25015,8,NA,NA,NA,NA,
25015,9,NA,NA,NA,NA,
25015,10,NA,NA,NA,NA,
25015,11,NA,NA,NA,NA,
25015,12,NA,NA,NA,NA,
25015,13,NA,NA,NA,NA,
25015,91,,,,,
25015,92,,,,,
25015,99,,,,,
25016,1,NA,NA,NA,NA,
25016,2,NA,NA,NA,NA,
25016,3,NA,NA,NA,NA,
25016,4,NA,NA,NA,NA,
25016,5,NA,NA,NA,NA,
25016,6,NA,NA,NA,NA,
25016,7,NA,NA,NA,NA,
25016,8,NA,NA,NA,NA,
25016,9,NA,NA,NA,NA,
25016,10,NA,NA,NA,NA,
25016,11,NA,NA,NA,NA,
25016,12,NA,NA,NA,NA,
25016,13,NA,NA,NA,NA,
25016,91,,,,,
25016,92,,,,,
25016,99,,,,,
25017,1,NA,NA,NA,NA,
25017,2,NA,NA,NA,NA,
25017,3,NA,NA,NA,NA,
25017,4,NA,NA,NA,NA,
25017,5,NA,NA,NA,NA,
25017,6,NA,NA,NA,NA,
25017,7,NA,NA,NA,NA,
25017,8,NA,NA,NA,NA,
25017,9,NA,NA,NA,NA,
25017,10,NA,NA,NA,NA,
25017,11,NA,NA,NA,NA,
25017,12,NA,NA,NA,NA,
25017,13,NA,NA,NA,NA,
25017,91,,,,,
25017,92,,,,,
25017,99,,,,,
25018,1,0,0,0,0,
25018,2,0,0,0,0,
25018,3,0,0,0,0,
25018,4,0,0,0,0,
25018,5,0,0,0,0,
25018,6,0,0,0,0,
25018,7,7,7,0,0,
25018,8,0,0,0,0,
25018,9,0,0,0,0,
25018,10,0,0,0,0,
25018,11,0,0,0,0,
25018,12,0,0,0,0,
25018,13,0,0,0,0,
25018,91,,,,,
25018,92,,,,,
25018,99,,,,,
26001,1,NA,NA,NA,NA,
26001,2,NA,NA,NA,NA,
26001,3,NA,NA,NA,NA,
26001,4,NA,NA,NA,NA,
26001,5,NA,NA,NA,NA,
26001,6,NA,NA,NA,NA,
26001,7,NA,NA,NA,NA,
26001,8,NA,NA,NA,NA,
26001,9,NA,NA,NA,NA,
26001,10,NA,NA,NA,NA,
26001,11,NA,NA,NA,NA,
26001,12,NA,NA,NA,NA,
26001,13,NA,NA,NA,NA,
26001,91,,,,,
26001,92,,,,,
26001,99,,,,,
26002,1,5,3,2,0,
26002,2,9,6,3,0,
26002,3,26,13,13,0,
26002,4,27,13,14,0,
26002,5,33,18,15,0,
26002,6,26,14,12,0,
26002,7,31,23,8,0,
26002,8,25,18,7,0,
26002,9,20,9,11,0,
26002,10,13,7,6,0,
26002,11,15,4,11,0,
26002,12,7,1,6,0,
26002,13,0,0,0,0,
26002,91,,,,,
26002,92,,,,,
26002,99,,,,,
26003,1,NA,NA,NA,NA,
26003,2,NA,NA,NA,NA,
26003,3,NA,NA,NA,NA,
26003,4,NA,NA,NA,NA,
26003,5,NA,NA,NA,NA,
26003,6,NA,NA,NA,NA,
26003,7,NA,NA,NA,NA,
26003,8,NA,NA,NA,NA,
26003,9,NA,NA,NA,NA,
26003,10,NA,NA,NA,NA,
26003,11,NA,NA,NA,NA,
26003,12,NA,NA,NA,NA,
26003,13,NA,NA,NA,NA,
26003,91,,,,,
26003,92,,,,,
26003,99,,,,,
26004,1,0,0,0,0,
26004,2,0,0,0,0,
26004,3,0,0,0,0,
26004,4,0,0,0,0,
26004,5,5,3,2,0,
26004,6,4,2,2,0,
26004,7,5,3,2,0,
26004,8,2,0,2,0,
26004,9,0,0,0,0,
26004,10,0,0,0,0,
26004,11,0,0,0,0,
26004,12,0,0,0,0,
26004,13,0,0,0,0,
26004,91,,,,,
26004,92,,,,,
26004,99,,,,,
26005,1,NA,NA,NA,NA,
26005,2,NA,NA,NA,NA,
26005,3,NA,NA,NA,NA,
26005,4,NA,NA,NA,NA,
26005,5,NA,NA,NA,NA,
26005,6,NA,NA,NA,NA,
26005,7,NA,NA,NA,NA,
26005,8,NA,NA,NA,NA,
26005,9,NA,NA,NA,NA,
26005,10,NA,NA,NA,NA,
26005,11,NA,NA,NA,NA,
26005,12,NA,NA,NA,NA,
26005,13,NA,NA,NA,NA,
26005,91,,,,,
26005,92,,,,,
26005,99,,,,,
26006,1,0,0,0,0,
26006,2,0,0,0,0,
26006,3,1,1,0,0,
26006,4,0,0,0,0,
26006,5,0,0,0,0,
26006,6,0,0,0,0,
26006,7,0,0,0,0,
26006,8,0,0,0,0,
26006,9,0,0,0,0,
26006,10,0,0,0,0,
26006,11,0,0,0,0,
26006,12,0,0,0,0,
26006,13,0,0,0,0,
26006,91,,,,,
26006,92,,,,,
26006,99,,,,,
26007,1,NA,NA,NA,NA,
26007,2,NA,NA,NA,NA,
26007,3,NA,NA,NA,NA,
26007,4,NA,NA,NA,NA,
26007,5,NA,NA,NA,NA,
26007,6,NA,NA,NA,NA,
26007,7,NA,NA,NA,NA,
26007,8,NA,NA,NA,NA,
26007,9,NA,NA,NA,NA,
26007,10,NA,NA,NA,NA,
26007,11,NA,NA,NA,NA,
26007,12,NA,NA,NA,NA,
26007,13,NA,NA,NA,NA,
26007,91,,,,,
26007,92,,,,,
26007,99,,,,,
26008,1,NA,NA,NA,NA,
26008,2,NA,NA,NA,NA,
26008,3,NA,NA,NA,NA,
26008,4,NA,NA,NA,NA,
26008,5,NA,NA,NA,NA,
26008,6,NA,NA,NA,NA,
26008,7,NA,NA,NA,NA,
26008,8,NA,NA,NA,NA,
26008,9,NA,NA,NA,NA,
26008,10,NA,NA,NA,NA,
26008,11,NA,NA,NA,NA,
26008,12,NA,NA,NA,NA,
26008,13,NA,NA,NA,NA,
