ubicageo_f,numeral,nombre1,anios_a,rnsnni1,colonia1,latitud1,longitu1,correo1,telefo1
20142,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20143,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20144,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20145,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20146,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20147,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20148,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20149,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20150,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20151,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20152,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20153,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20154,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20155,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20156,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20157,1,CENTRO C2,2020,1,AZTECA,17.102545,-96.7600281,DGSPSANJACINTOAMILPAS@GMAIL.COM,9513515721
20158,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20159,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20160,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20161,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20162,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20163,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20164,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20165,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20166,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20167,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20168,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20169,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20170,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20171,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20172,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20173,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20174,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20175,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20176,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20177,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20178,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20179,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20180,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20181,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20182,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20183,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20184,1,BASE DE RADIO,2022,1,CENTRO,18.081180,-096.118530,COMANDANCIA.MUNICIPAL@TUXTEPEC.GOB.MX,2878753166
20185,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20186,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20187,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20188,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20189,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20190,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20191,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20192,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20193,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20194,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20195,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20196,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20197,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20198,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20199,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20200,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20201,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20202,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20203,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20204,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20205,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20206,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20207,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20208,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20209,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20210,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20211,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20212,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20213,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20214,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20215,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20216,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20217,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20218,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20219,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20220,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20221,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20222,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20223,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20224,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20225,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20226,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20227,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20228,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20229,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20230,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20231,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20232,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20233,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20234,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20235,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20236,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20237,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20238,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20239,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20240,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20241,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20242,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20243,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20244,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20245,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20246,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20247,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20248,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20249,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20250,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20251,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20252,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20253,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20254,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20255,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20256,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20257,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20258,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20259,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20260,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20261,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20262,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20263,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20264,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20265,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20266,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20267,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20268,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20269,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20270,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20271,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20272,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20273,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20274,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20275,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20276,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20277,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20278,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20279,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20280,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20281,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20282,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20283,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20284,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20285,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20286,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20287,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20288,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20289,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20290,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20291,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20292,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20293,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20294,1,BASE DE POLICIA MUNICIPAL DE SAN PABLO HUITZO,2022,2,CENTRO,17.277326,-096.884620,HUITZOMUNICIPIO@GMAIL.COM,9515284009
20295,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20296,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20297,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20298,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20299,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20300,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20301,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20302,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20303,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20304,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20305,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20306,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20307,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20308,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20309,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20310,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20311,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20312,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20313,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20314,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20315,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20316,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20317,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20318,1,ATENCION CIUDADANA,2017,2,CENTRO,15.982369,-97.0835599,MIGVIET17@GMAIL.COM,9512420315
20319,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20320,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20321,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20322,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20323,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20324,1,CENTRO C2 DEL MUNICIPIO DE SAN PEDRO POCHUTLA,2017,2,CENTRO,15.746510,-096.465170,SEGURIDADPUBLICAPOCHUTLA2021@GMAIL.COM,9585890544
20325,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20326,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20327,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20328,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20329,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20330,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20331,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20332,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20333,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20334,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20335,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20336,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20337,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20338,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20339,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20340,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20341,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20342,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20343,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20344,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20345,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20346,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20347,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20348,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20349,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20350,1,BASE DE RADIO CONTROL,2022,2,CENTRO,17.058681,-96.6718987,MATYLDEGARCIAANTONIO@GMAIL.COM,9511107891
20351,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20352,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20353,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20354,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20355,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20356,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20357,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20358,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20359,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20360,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20361,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20362,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20363,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20364,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20365,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20366,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20367,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20368,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20369,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20370,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20371,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20372,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20373,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20374,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20375,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA DE SANTA CRUZ AMILPAS,2022,1,CENTRO,17.056715,-096.683045,MUNICIPALSINDICATURA.2224@GMAIL.COM,9514274168
20376,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20377,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20378,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20379,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20380,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20381,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20382,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20383,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20384,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20385,1,COMANDANCIA DE LA POLICIA MUNICIPAL,2015,1,CENTRO,17.031720,-096.727730,COMISONSEGURIDAD.XOXO@GMAIL.COM,9513982446
20386,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20387,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20388,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20389,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20390,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20391,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20392,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20393,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20394,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20395,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20396,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20397,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20398,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20399,1,CENTRO DE CONTROL,2019,1,CENTRO,17.103006,-096.779689,DSATZOMPA2023.2025@GMAIL.COM,9514274536
20399,2,C2 MUNICIPAL,2020,1,FORESTAL,17.092866,-096.767468,DSATZOMPA2023.2025@GMAIL.COM,9514274525
20400,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20401,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
20402,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
