ubicageo_f,numeral,nombre1,totalca1
20067,99,NO ESPECIFICADO,
20068,1,DIRECCION DE SEGURIDAD PUBLICA,NSS
20068,99,NO ESPECIFICADO,
20069,1,NO APLICA,NA
20070,1,NO APLICA,NA
20071,1,NO APLICA,NA
20072,1,NO APLICA,NA
20073,1,C2 MIXTECA REGION PUTLA,480000
20073,99,NO ESPECIFICADO,
20074,1,NO APLICA,NA
20075,1,NO APLICA,NA
20076,1,NO APLICA,NA
20077,1,NO APLICA,NA
20078,1,NO APLICA,NA
20079,1,CENTRO DE MANDO Y CONTROL C2,NA
20079,99,NO ESPECIFICADO,
20080,1,NO APLICA,NA
20081,1,NO APLICA,NA
20082,1,NO APLICA,NA
20083,1,NO IDENTIFICADO,NSS
20084,1,NO APLICA,NA
20085,1,NO APLICA,NA
20086,1,NO APLICA,NA
20087,1,NO APLICA,NA
20088,1,NO APLICA,NA
20089,1,NO APLICA,NA
20090,1,NO APLICA,NA
20091,1,NO APLICA,NA
20092,1,NO APLICA,NA
20093,1,NO APLICA,NA
20094,1,NO APLICA,NA
20095,1,NO APLICA,NA
20096,1,NO APLICA,NA
20097,1,NO APLICA,NA
20098,1,NO APLICA,NA
20099,1,NO APLICA,NA
20100,1,NO APLICA,NA
20101,1,NO APLICA,NA
20102,1,NO APLICA,NA
20103,1,NO APLICA,NA
20104,1,NO APLICA,NA
20105,1,NO APLICA,NA
20106,1,NO APLICA,NA
20107,1,NO APLICA,NA
20108,1,NO APLICA,NA
20109,1,NO APLICA,NA
20110,1,NO APLICA,NA
20111,1,NO APLICA,NA
20112,1,NO APLICA,NA
20113,1,NO APLICA,NA
20114,1,NO APLICA,NA
20115,1,NO APLICA,NA
20116,1,NO APLICA,NA
20117,1,NO APLICA,NA
20118,1,NO APLICA,NA
20119,1,NO APLICA,NA
20120,1,NO APLICA,NA
20121,1,NO APLICA,NA
20122,1,NO APLICA,NA
20123,1,NO APLICA,NA
20124,1,NO APLICA,NA
20125,1,NO APLICA,NA
20126,1,NO APLICA,NA
20127,1,NO APLICA,NA
20128,1,NO APLICA,NA
20129,1,NO APLICA,NA
20130,1,NO APLICA,NA
20131,1,NO APLICA,NA
20132,1,NO APLICA,NA
20133,1,NO APLICA,NA
20134,1,NO APLICA,NA
20135,1,NO APLICA,NA
20136,1,NO APLICA,NA
20137,1,NO APLICA,NA
20138,1,NO APLICA,NA
20139,1,NO APLICA,NA
20140,1,NO APLICA,NA
20141,1,NO APLICA,NA
20142,1,NO APLICA,NA
20143,1,NO APLICA,NA
20144,1,NO APLICA,NA
20145,1,NO APLICA,NA
20146,1,NO APLICA,NA
20147,1,NO APLICA,NA
20148,1,NO APLICA,NA
20149,1,NO APLICA,NA
20150,1,NO APLICA,NA
20151,1,NO APLICA,NA
20152,1,NO APLICA,NA
20153,1,NO APLICA,NA
20154,1,NO APLICA,NA
20155,1,NO APLICA,NA
20156,1,NO APLICA,NA
20157,1,CENTRO C2,NA
20157,99,NO ESPECIFICADO,
20158,1,NO APLICA,NA
20159,1,NO APLICA,NA
20160,1,NO APLICA,NA
20161,1,NO APLICA,NA
20162,1,NO APLICA,NA
20163,1,NO APLICA,NA
20164,1,NO APLICA,NA
20165,1,NO APLICA,NA
20166,1,NO APLICA,NA
20167,1,NO APLICA,NA
20168,1,NO APLICA,NA
20169,1,NO APLICA,NA
20170,1,NO APLICA,NA
20171,1,NO APLICA,NA
20172,1,NO APLICA,NA
20173,1,NO APLICA,NA
20174,1,NO APLICA,NA
20175,1,NO APLICA,NA
20176,1,NO APLICA,NA
20177,1,NO APLICA,NA
20178,1,NO APLICA,NA
20179,1,NO APLICA,NA
20180,1,NO APLICA,NA
20181,1,NO APLICA,NA
20182,1,NO APLICA,NA
20183,1,NO APLICA,NA
20184,1,BASE DE RADIO,70000
20184,99,NO ESPECIFICADO,
20185,1,NO APLICA,NA
20186,1,NO APLICA,NA
20187,1,NO APLICA,NA
20188,1,NO APLICA,NA
20189,1,NO APLICA,NA
20190,1,NO APLICA,NA
20191,1,NO APLICA,NA
20192,1,NO APLICA,NA
20193,1,NO APLICA,NA
20194,1,NO APLICA,NA
20195,1,NO APLICA,NA
20196,1,NO APLICA,NA
20197,1,NO APLICA,NA
20198,1,NO APLICA,NA
20199,1,NO APLICA,NA
20200,1,NO APLICA,NA
20201,1,NO APLICA,NA
20202,1,NO APLICA,NA
20203,1,NO APLICA,NA
20204,1,NO APLICA,NA
20205,1,NO APLICA,NA
20205,99,NO ESPECIFICADO,
20206,1,NO APLICA,NA
20207,1,NO APLICA,NA
20207,99,NO ESPECIFICADO,
20208,1,NO APLICA,NA
20209,1,NO APLICA,NA
20210,1,NO APLICA,NA
20211,1,NO APLICA,NA
20212,1,NO APLICA,NA
20213,1,NO APLICA,NA
20214,1,NO APLICA,NA
20215,1,NO APLICA,NA
20216,1,NO APLICA,NA
20217,1,NO APLICA,NA
20218,1,NO APLICA,NA
20219,1,NO APLICA,NA
20220,1,NO APLICA,NA
20221,1,NO APLICA,NA
20222,1,NO APLICA,NA
20223,1,NO APLICA,NA
20224,1,NO APLICA,NA
20225,1,NO APLICA,NA
20226,1,NO APLICA,NA
20227,1,NO APLICA,NA
20228,1,NO APLICA,NA
20229,1,NO APLICA,NA
20230,1,NO APLICA,NA
20231,1,NO APLICA,NA
20232,1,NO APLICA,NA
20233,1,NO APLICA,NA
20234,1,NO APLICA,NA
20235,1,NO APLICA,NA
20236,1,NO APLICA,NA
20237,1,NO APLICA,NA
20238,1,NO APLICA,NA
20239,1,NO APLICA,NA
20240,1,NO APLICA,NA
20241,1,NO APLICA,NA
20242,1,NO APLICA,NA
20242,99,NO ESPECIFICADO,
20243,1,NO APLICA,NA
20244,1,NO APLICA,NA
20245,1,NO APLICA,NA
20246,1,NO APLICA,NA
20247,1,NO APLICA,NA
20248,1,NO APLICA,NA
20249,1,NO APLICA,NA
20250,1,NO APLICA,NA
20251,1,NO APLICA,NA
20252,1,NO APLICA,NA
20253,1,NO APLICA,NA
20254,1,NO APLICA,NA
20255,1,NO APLICA,NA
20256,1,NO APLICA,NA
20257,1,NO APLICA,NA
20258,1,NO APLICA,NA
20259,1,NO APLICA,NA
20260,1,NO APLICA,NA
20261,1,NO APLICA,NA
20262,1,NO APLICA,NA
20263,1,NO APLICA,NA
20264,1,NO APLICA,NA
20265,1,NO APLICA,NA
20266,1,NO APLICA,NA
20267,1,NO APLICA,NA
20268,1,NO APLICA,NA
20269,1,NO APLICA,NA
20270,1,NO APLICA,NA
20271,1,NO APLICA,NA
20272,1,NO APLICA,NA
20273,1,NO APLICA,NA
20274,1,NO APLICA,NA
20275,1,NO APLICA,NA
20276,1,NO APLICA,NA
20277,1,NO APLICA,NA
20278,1,NO APLICA,NA
20279,1,NO APLICA,NA
20280,1,NO APLICA,NA
20281,1,NO APLICA,NA
20282,1,NO APLICA,NA
20283,1,NO APLICA,NA
20284,1,NO APLICA,NA
20285,1,NO APLICA,NA
20286,1,NO APLICA,NA
20287,1,NO APLICA,NA
20288,1,NO APLICA,NA
20289,1,NO APLICA,NA
20290,1,NO APLICA,NA
20291,1,NO APLICA,NA
20292,1,NO APLICA,NA
20293,1,NO APLICA,NA
20294,1,BASE DE POLICIA MUNICIPAL DE SAN PABLO HUITZO,NSS
20294,99,NO ESPECIFICADO,
20295,1,NO APLICA,NA
20296,1,NO APLICA,NA
20297,1,NO APLICA,NA
20298,1,NO APLICA,NA
20299,1,NO APLICA,NA
20300,1,NO APLICA,NA
20301,1,NO APLICA,NA
20302,1,NO APLICA,NA
20303,1,NO APLICA,NA
20304,1,NO APLICA,NA
20305,1,NO APLICA,NA
20306,1,NO APLICA,NA
20307,1,NO APLICA,NA
20308,1,NO APLICA,NA
20309,1,NO APLICA,NA
20310,1,NO APLICA,NA
20311,1,NO APLICA,NA
20312,1,NO APLICA,NA
20313,1,NO APLICA,NA
20314,1,NO APLICA,NA
20315,1,NO APLICA,NA
20316,1,NO APLICA,NA
20317,1,NO APLICA,NA
20317,99,NO ESPECIFICADO,
20318,1,ATENCION CIUDADANA,NSS
20318,99,NO ESPECIFICADO,
20319,1,NO APLICA,NA
20319,99,NO ESPECIFICADO,
20320,1,NO APLICA,NA
20321,1,NO APLICA,NA
20322,1,NO APLICA,NA
20322,99,NO ESPECIFICADO,
20323,1,NO APLICA,NA
20324,1,CENTRO C2 DEL MUNICIPIO DE SAN PEDRO POCHUTLA,NSS
20324,99,NO ESPECIFICADO,
20325,1,NO APLICA,NA
20326,1,NO APLICA,NA
20327,1,NO APLICA,NA
20328,1,NO APLICA,NA
20329,1,NO APLICA,NA
20330,1,NO APLICA,NA
20331,1,NO APLICA,NA
20332,1,NO APLICA,NA
20333,1,NO APLICA,NA
20334,1,NO APLICA,NA
20335,1,NO APLICA,NA
20336,1,NO APLICA,NA
20337,1,NO APLICA,NA
20338,1,NO APLICA,NA
20339,1,NO APLICA,NA
20340,1,NO APLICA,NA
20341,1,NO APLICA,NA
20342,1,NO APLICA,NA
20342,99,NO ESPECIFICADO,
20343,1,NO APLICA,NA
20344,1,NO APLICA,NA
20345,1,NO APLICA,NA
20346,1,NO APLICA,NA
20347,1,NO APLICA,NA
20348,1,NO APLICA,NA
20349,1,NO APLICA,NA
20350,1,BASE DE RADIO CONTROL,0
20350,99,NO ESPECIFICADO,
20351,1,NO APLICA,NA
20352,1,NO APLICA,NA
20353,1,NO APLICA,NA
20354,1,NO APLICA,NA
20355,1,NO APLICA,NA
20356,1,NO APLICA,NA
20357,1,NO APLICA,NA
20358,1,NO APLICA,NA
20359,1,NO APLICA,NA
20360,1,NO APLICA,NA
20361,1,NO APLICA,NA
20362,1,NO APLICA,NA
20363,1,NO APLICA,NA
20364,1,NO APLICA,NA
20365,1,NO APLICA,NA
20366,1,NO APLICA,NA
20367,1,NO APLICA,NA
20368,1,NO APLICA,NA
20369,1,NO APLICA,NA
20370,1,NO APLICA,NA
20371,1,NO APLICA,NA
20372,1,NO APLICA,NA
20373,1,NO APLICA,NA
20374,1,NO APLICA,NA
20375,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA DE SANTA CRUZ AMILPAS,0
20375,99,NO ESPECIFICADO,
20376,1,NO APLICA,NA
20377,1,NO APLICA,NA
20378,1,NO APLICA,NA
20379,1,NO APLICA,NA
20380,1,NO APLICA,NA
20381,1,NO APLICA,NA
20382,1,NO APLICA,NA
20383,1,NO APLICA,NA
20384,1,NO APLICA,NA
20385,1,COMANDANCIA DE LA POLICIA MUNICIPAL,NSS
20385,99,NO ESPECIFICADO,
20386,1,NO APLICA,NA
20387,1,NO APLICA,NA
20388,1,NO APLICA,NA
20389,1,NO APLICA,NA
20390,1,NO APLICA,NA
20391,1,NO APLICA,NA
20392,1,NO APLICA,NA
20393,1,NO APLICA,NA
20394,1,NO APLICA,NA
20395,1,NO APLICA,NA
20396,1,NO APLICA,NA
20397,1,NO APLICA,NA
20398,1,NO APLICA,NA
20399,1,CENTRO DE CONTROL,75000
20399,2,C2 MUNICIPAL,25000
20399,99,NO ESPECIFICADO,
20400,1,NO APLICA,NA
20401,1,NO APLICA,NA
20402,1,NO APLICA,NA
20403,1,NO APLICA,NA
20404,1,NO APLICA,NA
20405,1,NO APLICA,NA
20406,1,NO APLICA,NA
20407,1,NO APLICA,NA
20408,1,NO APLICA,NA
20409,1,NO APLICA,NA
20410,1,NO APLICA,NA
20411,1,NO APLICA,NA
20412,1,NO APLICA,NA
20413,1,911,NA
20413,99,NO ESPECIFICADO,
20414,1,NO APLICA,NA
20415,1,NO APLICA,NA
20416,1,NO APLICA,NA
20417,1,NO APLICA,NA
20418,1,PERSONAL DE GUARDIA,0
20418,99,NO ESPECIFICADO,
20419,1,NO APLICA,NA
20420,1,NO APLICA,NA
20421,1,NO APLICA,NA
20422,1,NO APLICA,NA
20423,1,NO APLICA,NA
20424,1,NO APLICA,NA
20425,1,NO APLICA,NA
20426,1,NO APLICA,NA
20427,1,NO APLICA,NA
20428,1,NO APLICA,NA
20429,1,NO APLICA,NA
20430,1,NO APLICA,NA
20431,1,NO APLICA,NA
20432,1,NO APLICA,NA
20433,1,NO APLICA,NA
20434,1,NO APLICA,NA
20435,1,NO APLICA,NA
20436,1,NO APLICA,NA
20437,1,NO APLICA,NA
20438,1,NO APLICA,NA
20439,1,NO APLICA,NA
20440,1,NO APLICA,NA
20441,1,NO APLICA,NA
20442,1,NO APLICA,NA
20443,1,NO APLICA,NA
20444,1,NO APLICA,NA
20445,1,NO APLICA,NA
20446,1,NO APLICA,NA
20447,1,NO APLICA,NA
20448,1,NO APLICA,NA
20449,1,NO APLICA,NA
20450,1,NO APLICA,NA
20451,1,NO APLICA,NA
20452,1,NO APLICA,NA
20453,1,NO APLICA,NA
20454,1,NO APLICA,NA
20455,1,NO APLICA,NA
20456,1,NO APLICA,NA
20457,1,NO APLICA,NA
20458,1,NO APLICA,NA
20459,1,NO APLICA,NA
20460,1,NO APLICA,NA
20461,1,NO APLICA,NA
20462,1,NO APLICA,NA
20463,1,NO APLICA,NA
20464,1,NO APLICA,NA
20465,1,NO APLICA,NA
20466,1,NO APLICA,NA
20467,1,NO APLICA,NA
20468,1,NO APLICA,NA
20469,1,NO APLICA,NA
20470,1,NO APLICA,NA
20471,1,NO APLICA,NA
20472,1,NO APLICA,NA
20473,1,NO APLICA,NA
20474,1,NO APLICA,NA
20475,1,NO APLICA,NA
20476,1,NO APLICA,NA
20477,1,NO APLICA,NA
20478,1,NO APLICA,NA
20479,1,NO APLICA,NA
20480,1,NO APLICA,NA
20481,1,NO APLICA,NA
20482,1,NO APLICA,NA
20483,1,NO APLICA,NA
20484,1,NO APLICA,NA
20485,1,NO APLICA,NA
20486,1,NO APLICA,NA
20487,1,NO APLICA,NA
20488,1,NO APLICA,NA
20489,1,NO APLICA,NA
20490,1,NO APLICA,NA
20491,1,NO APLICA,NA
20492,1,NO APLICA,NA
20493,1,NO APLICA,NA
20494,1,NO APLICA,NA
20495,1,NO IDENTIFICADO,NSS
20496,1,NO APLICA,NA
20497,1,NO APLICA,NA
20498,1,NO APLICA,NA
20499,1,NO APLICA,NA
20500,1,NO APLICA,NA
20501,1,NO APLICA,NA
20502,1,NO APLICA,NA
20503,1,NO APLICA,NA
20504,1,NO APLICA,NA
20505,1,NO APLICA,NA
20506,1,NO APLICA,NA
20507,1,NO APLICA,NA
20508,1,NO APLICA,NA
20509,1,NO APLICA,NA
20510,1,NO APLICA,NA
20511,1,NO APLICA,NA
20512,1,NO APLICA,NA
20513,1,NO APLICA,NA
20514,1,NO APLICA,NA
20515,1,NO APLICA,NA
20516,1,NO APLICA,NA
20517,1,NO APLICA,NA
20518,1,NO APLICA,NA
20519,1,NO APLICA,NA
20520,1,NO APLICA,NA
20521,1,NO APLICA,NA
20522,1,NO APLICA,NA
20523,1,NO APLICA,NA
20524,1,NO APLICA,NA
20525,1,NO APLICA,NA
20526,1,NO APLICA,NA
20527,1,NO APLICA,NA
20528,1,NO APLICA,NA
20529,1,NO APLICA,NA
20530,1,NO APLICA,NA
20531,1,NO APLICA,NA
20532,1,NO APLICA,NA
20533,1,NO APLICA,NA
20534,1,NO APLICA,NA
20535,1,NO APLICA,NA
20536,1,NO APLICA,NA
20537,1,NO APLICA,NA
20538,1,NO APLICA,NA
20539,1,NO APLICA,NA
20540,1,NO APLICA,NA
20541,1,NO APLICA,NA
20542,1,NO APLICA,NA
20543,1,NO APLICA,NA
20544,1,NO APLICA,NA
20545,1,NO APLICA,NA
20546,1,NO APLICA,NA
20547,1,NO APLICA,NA
20548,1,NO APLICA,NA
20549,1,NO APLICA,NA
20550,1,NO APLICA,NA
20551,1,NO APLICA,NA
20552,1,NO APLICA,NA
20553,1,NO APLICA,NA
20554,1,NO APLICA,NA
20555,1,BASE DE LA POLICIA MUNICIPAL,0
20555,99,NO ESPECIFICADO,
20556,1,NO APLICA,NA
20557,1,NO APLICA,NA
20558,1,NO APLICA,NA
20559,1,NO APLICA,NA
20560,1,NO APLICA,NA
20561,1,NO APLICA,NA
20562,1,NO APLICA,NA
20563,1,NO APLICA,NA
20564,1,NO APLICA,NA
20565,1,CENTRO DE CONTROL Y COMANDO C2,NSS
20565,99,NO ESPECIFICADO,
20566,1,NO APLICA,NA
20567,1,NO APLICA,NA
20568,1,NO APLICA,NA
20569,1,NO APLICA,NA
20570,1,CENTRO DE CONTROL Y COMANDO,45200
20570,99,NO ESPECIFICADO,
21001,1,NO APLICA,NA
21002,1,NO APLICA,NA
21003,1,NO APLICA,NA
21004,1,NO APLICA,NA
21005,1,NO APLICA,NA
21006,1,NO APLICA,NA
21007,1,NO APLICA,NA
21008,1,NO APLICA,NA
21009,1,NO APLICA,NA
21010,1,CABINA,0
21010,99,NO ESPECIFICADO,
21011,1,NO APLICA,NA
21012,1,NO APLICA,NA
21013,1,NO APLICA,NA
21014,1,NO APLICA,NA
21015,1,CENTRO DE CONTROL Y COMANDO C 2,NSS
21015,99,NO ESPECIFICADO,
21016,1,NO APLICA,NA
21017,1,NO APLICA,NA
21018,1,NO APLICA,NA
21019,1,C CUATRO,750000
21019,99,NO ESPECIFICADO,
21020,1,NO APLICA,NA
21021,1,NO APLICA,NA
21022,1,NO APLICA,NA
21023,1,NO APLICA,NA
21024,1,NO APLICA,NA
21025,1,NO APLICA,NA
21026,1,NO APLICA,NA
21027,1,NO APLICA,NA
21028,1,NO APLICA,NA
21029,1,NO APLICA,NA
21030,1,NO APLICA,NA
21031,1,NO APLICA,NA
21032,1,NO APLICA,NA
21033,1,NO APLICA,NA
21034,1,CABINA DE SEGURIDAD PUBLICA,NSS
21034,2,SALA DE 911,NA
21034,99,NO ESPECIFICADO,
21035,1,NO APLICA,NA
21036,1,NO APLICA,NA
21037,1,NO APLICA,NA
21038,1,NO APLICA,NA
21039,1,NO APLICA,NA
21040,1,NO APLICA,NA
21041,1,COMPLEJO DE SEGURIDAD PUBLICA DE CUAUTLANCINGO C2,0
21041,99,NO ESPECIFICADO,
21042,1,NO APLICA,NA
21043,1,NO APLICA,NA
21044,1,NO APLICA,NA
21045,1,NO APLICA,NA
21046,1,COMANDANCIA,0
21046,99,NO ESPECIFICADO,
21047,1,NO APLICA,NA
21048,1,NO APLICA,NA
21049,1,NO APLICA,NA
21050,1,NO APLICA,NA
21051,1,OPERADOR CHIETLA,NSS
21051,99,NO ESPECIFICADO,
21052,1,NO APLICA,NA
21053,1,CENTRO DE SEGURIDAD PUBLICA,NSS
21053,99,NO ESPECIFICADO,
21054,1,NO APLICA,NA
21055,1,NO APLICA,NA
21056,1,NO APLICA,NA
21057,1,NO APLICA,NA
21058,1,NO APLICA,NA
21059,1,NO APLICA,NA
21060,1,NO APLICA,NA
21061,1,NO APLICA,NA
21062,1,NO APLICA,NA
21063,1,NO APLICA,NA
21064,1,NO APLICA,NA
21065,1,NO APLICA,NA
21066,1,NO APLICA,NA
21067,1,NO APLICA,NA
21068,1,NO APLICA,NA
21069,1,NO APLICA,NA
21070,1,NO APLICA,NA
21071,1,CENTRO DE EMERGENCIA Y RESPUESTA INMEDIATA HUAUCHINANGO,0
21071,99,NO ESPECIFICADO,
21072,1,NO APLICA,NA
21073,1,NO APLICA,NA
21074,1,CENTRO DE CONTROL Y COMANDO,0
21074,99,NO ESPECIFICADO,
21075,1,NO APLICA,NA
21076,1,NO APLICA,NA
21077,1,NO APLICA,NA
21078,1,NO APLICA,NA
21079,1,NO APLICA,NA
21080,1,NO APLICA,NA
21081,1,NO APLICA,NA
21082,1,NO APLICA,NA
21083,1,NO APLICA,NA
21084,1,COMANDANCIA MUNICIPAL,0
21084,99,NO ESPECIFICADO,
21085,1,NO APLICA,NA
21086,1,NO APLICA,NA
21087,1,NO APLICA,NA
21088,1,NO APLICA,NA
21089,1,NO APLICA,NA
21090,1,CENTRO DE COMANDO Y CONTROL C2,0
21090,99,NO ESPECIFICADO,
21091,1,NO APLICA,NA
21092,1,NO APLICA,NA
21093,1,NO APLICA,NA
21094,1,CENTRO DE EMERGENCIA,0
21094,99,NO ESPECIFICADO,
21095,1,NO APLICA,NA
21096,1,NO APLICA,NA
21097,1,NO APLICA,NA
21098,1,NO APLICA,NA
21099,1,NO APLICA,NA
21100,1,NO APLICA,NA
21101,1,NO APLICA,NA
21102,1,NO APLICA,NA
21103,1,NO APLICA,NA
21104,1,NO APLICA,NA
21105,1,NO APLICA,NA
21106,1,NO APLICA,NA
21107,1,NO APLICA,NA
21108,1,NO APLICA,NA
21109,1,NO APLICA,NA
21110,1,NO APLICA,NA
21111,1,NO APLICA,NA
21112,1,NO APLICA,NA
21113,1,NO APLICA,NA
21114,1,DIRECCION DE EMERGENCIAS Y RESPUESTA INMEDIATA,96770048.46
21114,99,NO ESPECIFICADO,
21115,1,NO APLICA,NA
21116,1,NO APLICA,NA
21117,1,NO APLICA,NA
21118,1,NO APLICA,NA
21119,1,COORDINACION DEL CENTRO DE EMERGENCIAS,0
21119,99,NO ESPECIFICADO,
21120,1,NO APLICA,NA
21121,1,NO APLICA,NA
21122,1,NO APLICA,NA
21123,1,NO APLICA,NA
21124,1,NO APLICA,NA
21125,1,NO APLICA,NA
21126,1,CABINA DE SEGURIDAD PUBLICA,0
21126,99,NO ESPECIFICADO,
21127,1,NO APLICA,NA
21128,1,NO APLICA,NA
21129,1,NO APLICA,NA
21130,1,NO APLICA,NA
21131,1,NO APLICA,NA
21132,1,CENTRO DE RESPUESTA INMEDIATA,NSS
21132,99,NO ESPECIFICADO,
21133,1,NO APLICA,NA
21134,1,NO APLICA,NA
21135,1,NO APLICA,NA
21136,1,NO APLICA,NA
21137,1,NO APLICA,NA
21138,1,NO APLICA,NA
21139,1,NO APLICA,NA
21140,1,CENTRO DE CONTROL Y COMANDO C2,NSS
21140,99,NO ESPECIFICADO,
21141,1,NO APLICA,NA
21142,1,NO APLICA,NA
21143,1,NO APLICA,NA
21144,1,CENTRO DE RESPUESTA INMEDIATA CERI,0
21144,99,NO ESPECIFICADO,
21145,1,NO APLICA,NA
21146,1,NO APLICA,NA
21147,1,NO APLICA,NA
21148,1,NO APLICA,NA
21149,1,NO APLICA,NA
21150,1,NO APLICA,NA
21151,1,NO APLICA,NA
21152,1,NO APLICA,NA
21153,1,SEGURIDAD PUBLICA TECALI DE HERRERA,0
21153,99,NO ESPECIFICADO,
21154,1,CENTRO ESTRATEGICO DE RESPUESTA INMEDIATA,0
21154,99,NO ESPECIFICADO,
21155,1,NO APLICA,NA
21156,1,CENTRO DE EMERGENCIAS Y RESPUESTA INMEDIATA DE TEHUACAN,NSS
21156,99,NO ESPECIFICADO,
21157,1,NO APLICA,NA
21158,1,NO APLICA,NA
21159,1,NO APLICA,NA
21160,1,NO APLICA,NA
21161,1,NO APLICA,NA
21162,1,NO APLICA,NA
21163,1,NO APLICA,NA
21164,1,CERI CENTRO DE RESPUESTA INMEDIATA,0
21164,99,NO ESPECIFICADO,
21165,1,NO APLICA,NA
21166,1,NO APLICA,NA
21167,1,NO APLICA,NA
21168,1,NO APLICA,NA
21169,1,NO APLICA,NA
21170,1,NO APLICA,NA
21171,1,NO APLICA,NA
21172,1,NO APLICA,NA
21173,1,NO APLICA,NA
21174,1,CENTRO DE EMERGENCIAS Y ATENCION INMEDIATA,0
21174,99,NO ESPECIFICADO,
21175,1,NO APLICA,NA
21176,1,NO APLICA,NA
21177,1,NO APLICA,NA
21178,1,NO APLICA,NA
21179,1,NO APLICA,NA
21180,1,NO APLICA,NA
21181,1,NO APLICA,NA
21182,1,NO APLICA,NA
21183,1,NO APLICA,NA
21184,1,NO APLICA,NA
21185,1,NO APLICA,NA
21186,1,NO APLICA,NA
21187,1,NO APLICA,NA
21188,1,CENTRO DE LLAMADAS DE TOCHIMILCO,NSS
21188,99,NO ESPECIFICADO,
21189,1,COMANDANCIA MUNICIPAL,0
21189,99,NO ESPECIFICADO,
21190,1,NO APLICA,NA
21191,1,NO APLICA,NA
21192,1,NO APLICA,NA
21193,1,NO APLICA,NA
21194,1,NO APLICA,NA
21195,1,NO APLICA,NA
21196,1,NO APLICA,NA
21197,1,NO APLICA,NA
21198,1,NO APLICA,NA
21199,1,COMANDANCIA MUNICIPAL,0
21199,99,NO ESPECIFICADO,
21200,1,NO APLICA,NA
21201,1,NO APLICA,NA
21202,1,NO APLICA,NA
21203,1,NO APLICA,NA
21204,1,NO APLICA,NA
21205,1,NO APLICA,NA
21206,1,NO APLICA,NA
21207,1,NO APLICA,NA
21208,1,CENTRO ESTRATEGICO DE MONITOREO Y COMUNICACION,NSS
21208,99,NO ESPECIFICADO,
21209,1,NO APLICA,NA
21210,1,NO APLICA,NA
21211,1,NO APLICA,NA
21212,1,NO APLICA,NA
21213,1,NO APLICA,NA
21214,1,NO APLICA,NA
21215,1,NO APLICA,NA
21216,1,NO APLICA,NA
21217,1,NO APLICA,NA
22001,1,LINEA DE EMERGENCIA,18937.18
22001,99,NO ESPECIFICADO,
22002,1,LINEA DE EMERGENCIAS 911 PINAL,0
22002,99,NO ESPECIFICADO,
22003,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO,NSS
22003,99,NO ESPECIFICADO,
22004,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE CADEREYTA DE MONTES,NA
22004,99,NO ESPECIFICADO,
22005,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIAS 9-1-1 COLON,0
22005,99,NO ESPECIFICADO,
22006,1,DEPARTAMENTO DEL SISTEMA DE EMERGENCIAS 911,296316.51
22006,99,NO ESPECIFICADO,
22007,1,CECOM,0
22007,99,NO ESPECIFICADO,
22008,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO,0
22008,99,NO ESPECIFICADO,
22009,1,COMANDANCIA MUNICIPAL DE JALPAN DE SERRA,136380
22009,99,NO ESPECIFICADO,
22010,1,CASA DE JUSTICIA,0
22010,99,NO ESPECIFICADO,
22011,1,CENTRO DE CONTROL COMANDO COMPUTO COMUNICACIONES E INTELIGENCIA C4I,50000000
22011,99,NO ESPECIFICADO,
22012,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO PEDRO ESCOBEDO,21456
22012,99,NO ESPECIFICADO,
22013,1,SISTEMA COMPUTER AIDED DISPATCH 911,NA
22013,99,NO ESPECIFICADO,
22014,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,37514821
22014,99,NO ESPECIFICADO,
22015,1,LINEA DE EMERGENCIA 911,0
22015,99,NO ESPECIFICADO,
22016,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO,0
22016,99,NO ESPECIFICADO,
22017,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,0
22017,99,NO ESPECIFICADO,
22018,1,LINEA DE EMERGENCIA 911,0
22018,99,NO ESPECIFICADO,
23001,1,NO APLICA,NA
23002,1,NO APLICA,NA
23003,1,NO APLICA,NA
23004,1,NO APLICA,NA
23005,1,NO APLICA,NA
23006,1,NO APLICA,NA
23007,1,NO APLICA,NA
23008,1,NO APLICA,NA
23009,1,NO APLICA,NA
23010,1,NO APLICA,NA
23011,1,NO APLICA,NA
24001,1,NO APLICA,NA
24002,1,NO APLICA,NA
24003,1,NO APLICA,NA
24004,1,NO APLICA,NA
24005,1,NO APLICA,NA
24006,1,NO APLICA,NA
24007,1,NO APLICA,NA
24008,1,NO APLICA,NA
24009,1,NO APLICA,NA
24010,1,NO APLICA,NA
24011,1,NO APLICA,NA
24012,1,NO APLICA,NA
24013,1,SUB CENTRO C4 CIUDAD VALLES,NA
24013,99,NO ESPECIFICADO,
24014,1,NO APLICA,NA
24015,1,NO APLICA,NA
24016,1,NO APLICA,NA
24017,1,NO APLICA,NA
24018,1,NO APLICA,NA
24019,1,NO APLICA,NA
