ubicageo_f,aniorefe_b,rnsnni1,nombre1,totalca1
15014,2,2,NO APLICA,NA
15015,1,2,NO APLICA,NA
15015,2,2,NO APLICA,NA
15016,1,2,NO APLICA,NA
15016,2,2,NO APLICA,NA
15017,1,2,NO APLICA,NA
15017,2,2,NO APLICA,NA
15018,1,2,NO APLICA,NA
15018,2,2,NO APLICA,NA
15019,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,NSS
15019,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,NSS
15020,1,2,NO APLICA,NA
15020,2,2,NO APLICA,NA
15021,1,2,NO APLICA,NA
15021,2,2,NO APLICA,NA
15022,1,1,FORTAMUND,10686045.27
15022,2,1,FORTAMUND,11280464.71
15023,1,2,NO APLICA,NA
15023,2,2,NO APLICA,NA
15024,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL,44005154
15024,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL,40855841
15025,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,115831946.2
15025,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,140267115.3
15026,1,9,NO IDENTIFICADO,NSS
15026,2,9,NO IDENTIFICADO,NSS
15027,1,2,NO APLICA,NA
15027,2,2,NO APLICA,NA
15028,1,2,NO APLICA,NA
15028,2,2,NO APLICA,NA
15029,1,2,NO APLICA,NA
15029,2,2,NO APLICA,NA
15030,1,2,NO APLICA,NA
15030,2,2,NO APLICA,NA
15031,1,2,NO APLICA,NA
15031,2,2,NO APLICA,NA
15032,1,1,FASP,671400
15032,2,1,FASP,964290
15033,1,2,NO APLICA,NA
15033,2,2,NO APLICA,NA
15034,1,2,NO APLICA,NA
15034,2,2,NO APLICA,NA
15035,1,2,NO APLICA,NA
15035,2,2,NO APLICA,NA
15036,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,892531
15036,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,939180
15037,1,2,NO APLICA,NA
15037,2,2,NO APLICA,NA
15038,1,2,NO APLICA,NA
15038,2,2,NO APLICA,NA
15039,1,1,ALERTA DE VIOLENCIA DE GENERO POR DESAPARICION Y FEMINICIDIO,1443424.8
15039,2,1,ALERTA POR DESAPARICION DE NIÑAS ADOLESCENTES Y MUJERES PARA EL ESTADO DE MEXICO 2022,1308039.6
15040,1,1,FASP,988074
15040,2,1,FASP,760002
15041,1,1,FASP,606553
15041,2,1,FASP,629302
15042,1,1,FASP,1063135
15042,2,1,FASP,902302
15043,1,2,NO APLICA,NA
15043,2,2,NO APLICA,NA
15044,1,1,FORTAMUNFASP,1997106014
15044,2,1,FORTAMUNFASP,2107843050
15045,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,30000000
15045,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,32000000
15046,1,9,NO IDENTIFICADO,NSS
15046,2,2,NO APLICA,NA
15047,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,986589
15047,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,879139
15048,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,1128055
15048,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,1042640
15049,1,1,FONDO DE APORTACION PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DISTRITO FEDERAL,831461
15049,2,1,FONDO DE APORTACION PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DISTRITO FEDERAL,894589
15050,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,484846
15050,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,890609
15051,1,9,NO IDENTIFICADO,NSS
15051,2,2,NO APLICA,NA
15052,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,740823
15052,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,770000
15053,1,9,NO IDENTIFICADO,NSS
15053,2,2,NO APLICA,NA
15054,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,825939
15054,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,915238
15055,1,9,NO IDENTIFICADO,NSS
15055,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,897029
15056,1,1,FONDO DE APORTACIONES DE SEGURIDAD PUBLICA,1334229
15056,2,1,FONDO DE APORTACIONES DE SEGURIDAD PUBLICA,1063716
15057,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,661365
15057,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,808986
15058,1,1,ALERTA DE VIOLENCIA DE GENERO,9367801.81
15058,2,1,ALERTA DE VIOLENCIA DE GENERO,5970103.07
15059,1,2,NO APLICA,NA
15059,2,2,NO APLICA,NA
15060,1,2,NO APLICA,NA
15060,2,2,NO APLICA,NA
15061,1,2,NO APLICA,NA
15061,2,2,NO APLICA,NA
15062,1,9,NO IDENTIFICADO,NSS
15062,2,1,FASP,1056865
15063,1,0,NO APLICA,NA
15063,2,0,NO APLICA,NA
15064,1,2,NO APLICA,NA
15064,2,2,NO APLICA,NA
15065,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,823299
15065,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,713017
15066,1,2,NO APLICA,NA
15066,2,2,NO APLICA,NA
15067,1,2,NO APLICA,NA
15067,2,2,NO APLICA,NA
15068,1,1,PROGRAMA DE ACCIONES PARA EL DESARROLLO,1012080.01
15068,2,1,RECURSO MUNICIPAL,6347487.11
15069,1,2,NO APLICA,NA
15069,2,2,NO APLICA,NA
15070,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,111039772
15070,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,114814993.1
15071,1,2,NO APLICA,NA
15071,2,2,NO APLICA,NA
15072,1,2,NO APLICA,NA
15072,2,2,NO APLICA,NA
15073,1,1,FASP,944744
15073,2,1,FASP,930898
15074,1,9,NO IDENTIFICADO,NSS
15074,2,9,NO IDENTIFICADO,NSS
15075,1,2,NO APLICA,NA
15075,2,2,NO APLICA,NA
15076,1,2,NO APLICA,NA
15076,2,2,NO APLICA,NA
15077,1,2,NO APLICA,NA
15077,2,2,NO APLICA,NA
15078,1,2,NO APLICA,NA
15078,2,2,NO APLICA,NA
15079,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA 2021,764999
15079,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA2022,703420
15080,1,9,NO IDENTIFICADO,NSS
15080,2,9,NO IDENTIFICADO,NSS
15081,1,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,930008
15081,2,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,1082500
15082,1,2,NO APLICA,NA
15082,2,2,NO APLICA,NA
15083,1,2,NO APLICA,NA
15083,2,2,NO APLICA,NA
15084,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,792183
15084,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,1010738
15085,1,1,FONDO APORTACION SEGURIDAD PUBLICA,891300
15085,2,1,FONDO APORTACION SEGURIDAD PUBLICA,757590
15086,1,2,NO APLICA,NA
15086,2,2,NO APLICA,NA
15087,1,1,FORTAMUN Y FASP,31374957.25
15087,2,1,FORTAMUN Y FASP,37181073.03
15088,1,2,NO APLICA,NA
15088,2,2,NO APLICA,NA
15089,1,2,NO APLICA,NA
15089,2,2,NO APLICA,NA
15090,1,9,NO IDENTIFICADO,NSS
15090,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,1125648
15091,1,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,27063971.76
15091,2,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,37895407.51
15092,1,2,NO APLICA,NA
15092,2,2,NO APLICA,NA
15093,1,2,NO APLICA,NA
15093,2,2,NO APLICA,NA
15094,1,2,NO APLICA,NA
15094,2,2,NO APLICA,NA
15095,1,2,NO APLICA,NA
15095,2,2,NO APLICA,NA
15096,1,2,NO APLICA,NA
15096,2,2,NO APLICA,NA
15097,1,9,NO IDENTIFICADO,NSS
15097,2,1,FASP,671265
15098,1,2,NO APLICA,NA
15098,2,2,NO APLICA,NA
15099,1,2,NO APLICA,NA
15099,2,2,NO APLICA,NA
15100,1,2,NO APLICA,NA
15100,2,2,NO APLICA,NA
15101,1,2,NO APLICA,NA
15101,2,2,NO APLICA,NA
15102,1,2,NO APLICA,NA
15102,2,2,NO APLICA,NA
15103,1,2,NO APLICA,NA
15103,2,2,NO APLICA,NA
15104,1,1,FASP(FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA),1116500
15104,2,1,FASP(FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA),789971
15105,1,2,NO APLICA,NA
15105,2,2,NO APLICA,NA
15106,1,1,FASP,1210436
15106,2,1,FASP,759541
15107,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,1500000
15107,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,1200000
15108,1,2,NO APLICA,NA
15108,2,2,NO APLICA,NA
15109,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,998967
15109,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,1007434
15110,1,2,NO APLICA,NA
15110,2,2,NO APLICA,NA
15111,1,2,NO APLICA,NA
15111,2,1,FASP,1075987
15112,1,2,NO APLICA,NA
15112,2,2,NO APLICA,NA
15113,1,9,NO IDENTIFICADO,NSS
15113,2,9,NO IDENTIFICADO,NSS
15114,1,9,NO IDENTIFICADO,NSS
15114,2,9,NO IDENTIFICADO,NSS
15115,1,9,NO IDENTIFICADO,NSS
15115,2,1,FASP,886660
15116,1,2,NO APLICA,NA
15116,2,2,NO APLICA,NA
15117,1,2,NO APLICA,NA
15117,2,2,NO APLICA,NA
15118,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,202000
15118,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,966545
15119,1,9,NO IDENTIFICADO,NSS
15119,2,9,NO IDENTIFICADO,NSS
15120,1,2,NO APLICA,NA
15120,2,2,NO APLICA,NA
15121,1,1,FONDO PARA FINANCIAR LOS PROGRAMAS EN MATERIA DE SEGURIDAD PUBLICA,0
15121,2,1,FONDO PARA FINANCIAR LOS PROGRAMAS EN MATERIA DE SEGURIDAD PUBLICA,137719900.45
15122,1,2,NO APLICA,NA
15122,2,2,NO APLICA,NA
15123,1,1,FONDO APORTACIONES PARA LA SEGURIDAD PUBLICA,511204
15123,2,1,FONDO APORTACIONES PARA LA SEGURIDAD PUBLICA,951019
15124,1,2,NO APLICA,NA
15124,2,2,NO APLICA,NA
15125,1,2,NO APLICA,NA
15125,2,2,NO APLICA,NA
16001,1,2,NO APLICA,NA
16001,2,2,NO APLICA,NA
16002,1,2,NO APLICA,NA
16002,2,2,NO APLICA,NA
16003,1,2,NO APLICA,NA
16003,2,2,NO APLICA,NA
16004,1,2,NO APLICA,NA
16004,2,9,NO IDENTIFICADO,NSS
16005,1,2,NO APLICA,NA
16005,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,540000
16006,1,2,NO APLICA,NA
16006,2,2,NO APLICA,NA
16007,1,2,NO APLICA,NA
16007,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,790824.57
16008,1,0,NO APLICA,NA
16008,2,0,NO APLICA,NA
16009,1,2,NO APLICA,NA
16009,2,2,NO APLICA,NA
16010,1,0,NO APLICA,NA
16010,2,0,NO APLICA,NA
16011,1,2,NO APLICA,NA
16011,2,2,NO APLICA,NA
16012,1,2,NO APLICA,NA
16012,2,2,NO APLICA,NA
16013,1,9,NO IDENTIFICADO,NSS
16013,2,9,NO IDENTIFICADO,NSS
16014,1,2,NO APLICA,NA
16014,2,2,NO APLICA,NA
16015,1,1,FONDO DE PORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y DE LAS DEMARCACIONES TERRITORIALES,12437898.65
16015,2,1,FONDO DE PORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y DE LAS DEMARCACIONES TERRITORIALES,13771188.73
16016,1,2,NO APLICA,NA
16016,2,1,FORTAPAZ,17212550.52
16017,1,2,NO APLICA,NA
16017,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,5005568
16018,1,2,NO APLICA,NA
16018,2,2,NO APLICA,NA
16019,1,9,NO IDENTIFICADO,NSS
16019,2,9,NO IDENTIFICADO,NSS
16020,1,2,NO APLICA,NA
16020,2,2,NO APLICA,NA
16021,1,9,NO IDENTIFICADO,NSS
16021,2,9,NO IDENTIFICADO,NSS
16022,1,2,NO APLICA,NA
16022,2,2,NO APLICA,NA
16023,1,2,NO APLICA,NA
16023,2,2,NO APLICA,NA
16024,1,2,NO APLICA,NA
16024,2,1,FONDO PARA EL FORTALECIMIENTO DE LA PAZ,13313947.99
16025,1,2,NO APLICA,NA
16025,2,2,NO APLICA,NA
16026,1,2,NO APLICA,NA
16026,2,2,NO APLICA,NA
16027,1,2,NO APLICA,NA
16027,2,2,NO APLICA,NA
16028,1,2,NO APLICA,NA
16028,2,2,NO APLICA,NA
16029,1,1,NO SE SABE,304038.37
16029,2,1,NO SE SABE,727433.21
16030,1,2,NO APLICA,NA
16030,2,2,NO APLICA,NA
16031,1,2,NO APLICA,NA
16031,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,556200
16032,1,2,NO APLICA,NA
16032,2,2,NO APLICA,NA
16033,1,2,NO APLICA,NA
16033,2,2,NO APLICA,NA
16034,1,2,NO APLICA,NA
16034,2,1,FONDO DE FORTALECIMIENTO PARA LA PAZ,12259900
16035,1,2,NO APLICA,NA
16035,2,2,NO APLICA,NA
16036,1,9,NO IDENTIFICADO,NSS
16036,2,9,NO IDENTIFICADO,NSS
16037,1,2,NO APLICA,NA
16037,2,2,NO APLICA,NA
16038,1,2,NO APLICA,NA
16038,2,2,NO APLICA,NA
16039,1,2,NO APLICA,NA
16039,2,2,NO APLICA,NA
16040,1,2,NO APLICA,NA
16040,2,2,NO APLICA,NA
16041,1,2,NO APLICA,NA
16041,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,556200
16042,1,1,FORTAPAZ,1675231.42
16042,2,1,FORTAPAZ,1745326.12
16043,1,2,NO APLICA,NA
16043,2,1,FORTAPAZ,730000
16044,1,2,NO APLICA,NA
16044,2,2,NO APLICA,NA
16045,1,2,NO APLICA,NA
16045,2,1,FORTAPAZ,1398525.92
16046,1,2,NO APLICA,NA
16046,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,1297800
16047,1,2,NO APLICA,NA
16047,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,NSS
16048,1,9,NO IDENTIFICADO,NSS
16048,2,9,NO IDENTIFICADO,NSS
16049,1,2,NO APLICA,NA
16049,2,1,FORTAPAZ,556367.09
16050,1,2,NO APLICA,NA
16050,2,2,NO APLICA,NA
16051,1,98,NO DISPONIBLE,ND
16051,2,98,NO DISPONIBLE,ND
16052,1,2,NO APLICA,NA
16052,2,2,NO APLICA,NA
16053,1,1,649000,0
16053,2,1,352900,0
16054,1,2,NO APLICA,NA
16054,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,50000
16055,1,2,NO APLICA,NA
16055,2,1,FORTAPAZ,4315228.9
16056,1,9,NO IDENTIFICADO,NSS
16056,2,9,NO IDENTIFICADO,NSS
16057,1,2,NO APLICA,NA
16057,2,2,NO APLICA,NA
16058,1,2,NO APLICA,NA
16058,2,2,NO APLICA,NA
16059,1,2,NO APLICA,NA
16059,2,2,NO APLICA,NA
16060,1,2,NO APLICA,NA
16060,2,1,FORTAPAZ,1848000
16061,1,2,NO APLICA,NA
16061,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,0
16062,1,2,NO APLICA,NA
16062,2,2,NO APLICA,NA
16063,1,9,NO IDENTIFICADO,NSS
16063,2,9,NO IDENTIFICADO,NSS
16064,1,2,NO APLICA,NA
16064,2,2,NO APLICA,NA
16065,1,2,NO APLICA,NA
16065,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,4168882.69
16066,1,2,NO APLICA,NA
16066,2,2,NO APLICA,NA
16067,1,9,NO IDENTIFICADO,NSS
16067,2,9,NO IDENTIFICADO,NSS
16068,1,2,NO APLICA,NA
16068,2,2,NO APLICA,NA
16069,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,70659600
16069,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,80908968
16070,1,9,NO IDENTIFICADO,NSS
16070,2,9,NO IDENTIFICADO,NSS
16071,1,9,NO IDENTIFICADO,NSS
16071,2,9,NO IDENTIFICADO,NSS
16072,1,9,NO IDENTIFICADO,NSS
16072,2,9,NO IDENTIFICADO,NSS
16073,1,2,NO APLICA,NA
16073,2,1,FORTAPAZ,540000
16074,1,2,NO APLICA,NA
16074,2,1,FOMENTO PARA EL FORTALECIMIENTO DE LA PAZ,1260000
16075,1,2,NO APLICA,NA
16075,2,2,NO APLICA,NA
16076,1,2,NO APLICA,NA
16076,2,2,NO APLICA,NA
16077,1,2,NO APLICA,NA
16077,2,1,FORTAPAZ,1297800
16078,1,2,NO APLICA,NA
16078,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,370800
16079,1,2,NO APLICA,NA
16079,2,2,NO APLICA,NA
16080,1,2,NO APLICA,NA
16080,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,1800000
16081,1,2,NO APLICA,NA
16081,2,2,NO APLICA,NA
16082,1,2,NO APLICA,NA
16082,2,2,NO APLICA,NA
16083,1,2,NO APLICA,NA
16083,2,2,NO APLICA,NA
16084,1,2,NO APLICA,NA
16084,2,2,NO APLICA,NA
16085,1,2,NO APLICA,NA
16085,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,1166521.71
16086,1,9,NO IDENTIFICADO,NSS
16086,2,9,NO IDENTIFICADO,NSS
16087,1,2,NO APLICA,NA
16087,2,2,NO APLICA,NA
16088,1,2,NO APLICA,NA
16088,2,2,NO APLICA,NA
16089,1,2,NO APLICA,NA
16089,2,2,NO APLICA,NA
16090,1,2,NO APLICA,NA
16090,2,2,NO APLICA,NA
16091,1,9,NO IDENTIFICADO,NSS
16091,2,9,NO IDENTIFICADO,NSS
16092,1,2,NO APLICA,NA
16092,2,2,NO APLICA,NA
16093,1,9,NO IDENTIFICADO,NSS
16093,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,1216445.83
16094,1,2,NO APLICA,NA
16094,2,2,NO APLICA,NA
16095,1,2,NO APLICA,NA
16095,2,2,NO APLICA,NA
16096,1,2,NO APLICA,NA
16096,2,2,NO APLICA,NA
16097,1,2,NO APLICA,NA
16097,2,2,NO APLICA,NA
16098,1,2,NO APLICA,NA
16098,2,2,NO APLICA,NA
16099,1,2,NO APLICA,NA
16099,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,NSS
16100,1,2,NO APLICA,NA
16100,2,2,NO APLICA,NA
16101,1,2,NO APLICA,NA
16101,2,2,NO APLICA,NA
16102,1,2,NO APLICA,NA
16102,2,1,FORTAPAZ,27000000
16103,1,2,NO APLICA,NA
16103,2,2,NO APLICA,NA
16104,1,2,NO APLICA,NA
16104,2,2,NO APLICA,NA
16105,1,2,NO APLICA,NA
16105,2,1,FORTAPAZ,355792
16106,1,2,NO APLICA,NA
16106,2,2,NO APLICA,NA
16107,1,2,NO APLICA,NA
16107,2,2,NO APLICA,NA
16108,1,9,NO IDENTIFICADO,NSS
16108,2,9,NO IDENTIFICADO,NSS
16109,1,2,NO APLICA,NA
16109,2,2,NO APLICA,NA
16110,1,2,NO APLICA,NA
16110,2,2,NO APLICA,NA
16111,1,2,NO APLICA,NA
16111,2,1,FONDO PARA EL FORTALECIMIENTO DE LA PAZ,4888681.16
16112,1,2,NO APLICA,NA
16112,2,1,FONDO PARA EL FORTALECIMIENTO PARA LA PAZ,106719608
16113,1,2,NO APLICA,NA
16113,2,2,NO APLICA,NA
17001,1,9,NO IDENTIFICADO,NSS
17001,2,9,NO IDENTIFICADO,NSS
17002,1,1,FORTAMUN,15657974
17002,2,1,FORTAMUN,18810623
17003,1,9,NO IDENTIFICADO,NSS
17003,2,9,NO IDENTIFICADO,NSS
17004,1,2,NO APLICA,NA
17004,2,2,NO APLICA,NA
17005,1,2,NO APLICA,NA
17005,2,2,NO APLICA,NA
17006,1,2,NO APLICA,NA
17006,2,2,NO APLICA,NA
17007,1,2,NO APLICA,NA
17007,2,2,NO APLICA,NA
17008,1,2,NO APLICA,NA
17008,2,2,NO APLICA,NA
17009,1,2,NO APLICA,NA
17009,2,2,NO APLICA,NA
17010,1,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,0
17010,2,1,FONDO DE APORTACIONES PARA SEGURIDAD PUBLICA,0
17011,1,2,NO APLICA,NA
17011,2,2,NO APLICA,NA
17012,1,2,NO APLICA,NA
17012,2,2,NO APLICA,NA
17013,1,2,NO APLICA,NA
17013,2,1,FONDO 4,12445487
17014,1,2,NO APLICA,NA
17014,2,2,NO APLICA,NA
17015,1,9,NO IDENTIFICADO,NSS
17015,2,2,NO APLICA,NA
17016,1,2,NO APLICA,NA
17016,2,2,NO APLICA,NA
17017,1,9,NO IDENTIFICADO,NSS
17017,2,9,NO IDENTIFICADO,NSS
17018,1,2,NO APLICA,NA
17018,2,2,NO APLICA,NA
17019,1,1,PROGRAMA DE FORTALECIMIENTO DEL MANDO COORDINADO DE GOBIERNO DEL ESTADO DE MORELOS,938593
17019,2,1,PROGRAMA DE FORTALECIMIENTO DEL MANDO COORDINADO DE GOBIERNO DEL ESTADO DE MORELOS,709236
17020,1,1,FONDO IV,37878567.01
17020,2,1,FONDO IV,44144023.23
17021,1,1,FORTAMUN,6053732.98
17021,2,1,FORTAMUN,5681191.54
17022,1,2,NO APLICA,NA
17022,2,2,NO APLICA,NA
17023,1,1,FORTAMUN DF,5081980
17023,2,1,FORTAMUN DF,5921559
17024,1,2,NO APLICA,NA
17024,2,2,NO APLICA,NA
17025,1,9,NO IDENTIFICADO,NSS
17025,2,9,NO IDENTIFICADO,NSS
17026,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,11377038
17026,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,14128871
17027,1,9,NO IDENTIFICADO,NSS
17027,2,9,NO IDENTIFICADO,NSS
17028,1,2,NO APLICA,NA
17028,2,2,NO APLICA,NA
17029,1,2,NO APLICA,NA
17029,2,2,NO APLICA,NA
17030,1,1,FORTALECIMIENTO DEL MANDO COORDINADO,392339.52
17030,2,1,FORTALECIMIENTO DEL MANDO COORDINADO,298924.8
17031,1,0,NO APLICA,NA
17031,2,0,NO APLICA,NA
17032,1,2,NO APLICA,NA
17032,2,1,MANDO COORDINADO,254121
17033,1,9,NO IDENTIFICADO,NSS
17033,2,9,NO IDENTIFICADO,NSS
17034,1,1,7068392,7068392
17034,2,1,8459263,8459263
17035,1,0,NO APLICA,NA
17035,2,0,NO APLICA,NA
17036,1,2,NO APLICA,NA
17036,2,2,NO APLICA,NA
18001,1,2,NO APLICA,NA
18001,2,2,NO APLICA,NA
18002,1,2,NO APLICA,NA
18002,2,2,NO APLICA,NA
18003,1,2,NO APLICA,NA
18003,2,2,NO APLICA,NA
18004,1,2,NO APLICA,NA
18004,2,2,NO APLICA,NA
18005,1,2,NO APLICA,NA
18005,2,2,NO APLICA,NA
18006,1,2,NO APLICA,NA
18006,2,2,NO APLICA,NA
18007,1,2,NO APLICA,NA
18007,2,2,NO APLICA,NA
18008,1,2,NO APLICA,NA
18008,2,2,NO APLICA,NA
18009,1,2,NO APLICA,NA
18009,2,2,NO APLICA,NA
18010,1,2,NO APLICA,NA
18010,2,2,NO APLICA,NA
18011,1,2,NO APLICA,NA
18011,2,2,NO APLICA,NA
18012,1,2,NO APLICA,NA
18012,2,2,NO APLICA,NA
18013,1,2,NO APLICA,NA
18013,2,2,NO APLICA,NA
18014,1,2,NO APLICA,NA
18014,2,2,NO APLICA,NA
18015,1,2,NO APLICA,NA
18015,2,2,NO APLICA,NA
18016,1,2,NO APLICA,NA
18016,2,2,NO APLICA,NA
18017,1,2,NO APLICA,NA
18017,2,1,APOYO FINANCIERO ESTATAL,1557500
18018,1,2,NO APLICA,NA
18018,2,2,NO APLICA,NA
18019,1,2,NO APLICA,NA
18019,2,2,NO APLICA,NA
18020,1,2,NO APLICA,NA
18020,2,2,NO APLICA,NA
19001,1,9,NO IDENTIFICADO,NSS
19001,2,9,NO IDENTIFICADO,NSS
19002,1,0,NO APLICA,NA
19002,2,0,NO APLICA,NA
19003,1,2,NO APLICA,NA
19003,2,2,NO APLICA,NA
19004,1,2,NO APLICA,NA
19004,2,2,NO APLICA,NA
19005,1,1,FORTAMUN Y FONDO DE SEGURIDAD,19047352.6
19005,2,1,FORTAMUN Y FONDO DE SEGURIDAD,22751494.55
19006,1,1,FONDO DESCENTRALIZADO DE SEGURIDAD Y FONDO DE SEGURIDAD PUBLICA MUNICIPAL,92535380.16
19006,2,1,FONDO DESCENTRALIZADO DE SEGURIDAD Y FONDO DE SEGURIDAD PUBLICA MUNICIPAL,121485508.76
19007,1,1,FONDO DE SEGURIDAD MUNICIPAL,4000000
19007,2,1,FONDO DE SEGURIDAD MUNICIPAL,6850000
19008,1,1,FONDO DE SEGURIDAD MUNICIPAL,4698832
19008,2,1,FONDO DE SEGURIDAD MUNICIPAL,5002868
19009,1,1,NO SE SABE,NSS
19009,2,1,NO SE SABE,107647342.34
19010,1,9,NO IDENTIFICADO,NSS
19010,2,9,NO IDENTIFICADO,NSS
19011,1,2,NO APLICA,NA
19011,2,2,NO APLICA,NA
19012,1,2,NO APLICA,NA
19012,2,2,NO APLICA,NA
19013,1,1,FORTAMUN,6065432
19013,2,1,FORTAMUN,7607209
19014,1,1,FORTAMUN,25934674.27
19014,2,1,FORTAMUN,29518844.13
19015,1,0,NO APLICA,NA
19015,2,0,NO APLICA,NA
19016,1,1,FONDO DE SEGURIDAD PUBLICA,4612305
19016,2,1,FONDO DE SEGURIDAD PUBLICA,4391925
19017,1,2,NO APLICA,NA
19017,2,2,NO APLICA,NA
19018,1,2,NO APLICA,NA
19018,2,2,NO APLICA,NA
19019,1,1,FONDO DESCENTRALIZADO DE SEGURIDAD ISN (PE),76923883.04
19019,2,1,FONDO DESCENTRALIZADO DE SEGURIDAD ISN (PE),96831044.83
