ubicageo_f,rnspni1,dirurl1
30041,3,NO APLICA
30042,3,NO APLICA
30043,1,NO APLICA
30044,1,NO APLICA
30045,3,NO APLICA
30046,3,NO APLICA
30047,1,NO APLICA
30048,2,NO APLICA
30049,2,NO APLICA
30050,1,NO APLICA
30051,3,NO APLICA
30052,1,NO APLICA
30053,2,NO APLICA
30054,1,NO APLICA
30055,1,NO APLICA
30056,1,NO APLICA
30057,1,NO APLICA
30058,1,NO APLICA
30059,1,NO APLICA
30060,1,NO APLICA
30061,1,NO APLICA
30062,1,NO APLICA
30063,3,NO APLICA
30064,1,NO APLICA
30065,1,NO APLICA
30066,3,NO APLICA
30067,2,NO APLICA
30068,1,NO APLICA
30069,1,NO APLICA
30070,1,NO APLICA
30071,1,http://transparencia.huatusco.gob.mx/file/tlwDAOPfZHFjLNEW
30072,3,NO APLICA
30073,2,NO APLICA
30074,9,NO IDENTIFICADO
30075,9,NO IDENTIFICADO
30076,2,NO APLICA
30077,2,NO APLICA
30078,1,NO APLICA
30079,3,NO APLICA
30080,2,NO APLICA
30081,1,NO APLICA
30082,9,NO IDENTIFICADO
30083,1,https://drive.google.com/file/d/1j3p2VhFqMI4BGZ4aJadJPZssxzhy9Zon/view?usp=share_link
30084,3,NO APLICA
30085,1,NO APLICA
30086,1,NO APLICA
30087,2,NO APLICA
30088,1,NO APLICA
30089,2,NO APLICA
30090,1,NO APLICA
30091,3,NO APLICA
30092,9,NO IDENTIFICADO
30093,9,NO IDENTIFICADO
30094,3,NO APLICA
30095,1,NO APLICA
30096,2,NO APLICA
30097,3,NO APLICA
30098,1,NO APLICA
30099,9,NO IDENTIFICADO
30100,2,NO APLICA
30101,1,NO APLICA
30102,2,NO APLICA
30103,1,NO APLICA
30104,1,NO APLICA
30105,9,NO IDENTIFICADO
30106,1,NO APLICA
30107,1,NO APLICA
30108,1,https://drive.google.com/file/d/1BPhFyWCublxQKWnHvn1LvfLhERZ-NKOX/view
30109,3,NO APLICA
30110,3,NO APLICA
30111,1,NO APLICA
30112,2,NO APLICA
30113,1,NO APLICA
30114,2,NO APLICA
30115,1,NO APLICA
30116,2,NO APLICA
30117,3,NO APLICA
30118,1,NO APLICA
30119,9,NO IDENTIFICADO
30120,2,NO APLICA
30121,3,NO APLICA
30122,1,NO APLICA
30123,9,NO IDENTIFICADO
30124,3,NO APLICA
30125,9,NO IDENTIFICADO
30126,1,NO APLICA
30127,2,NO APLICA
30128,1,NO APLICA
30129,1,NO APLICA
30130,1,NO APLICA
30131,3,NO APLICA
30132,3,NO APLICA
30133,2,NO APLICA
30134,1,NO APLICA
30135,1,NO APLICA
30136,3,NO APLICA
30137,2,NO APLICA
30138,9,NO IDENTIFICADO
30139,3,NO APLICA
30140,1,NO APLICA
30141,1,NO APLICA
30142,9,NO IDENTIFICADO
30143,3,NO APLICA
30144,9,NO IDENTIFICADO
30145,2,NO APLICA
30146,1,NO APLICA
30147,9,NO IDENTIFICADO
30148,1,NO APLICA
30149,1,NO APLICA
30150,1,NO APLICA
30151,1,NO APLICA
30152,3,NO APLICA
30153,1,NO APLICA
30154,1,NO APLICA
30155,1,NO APLICA
30156,1,NO APLICA
30157,3,NO APLICA
30158,1,NO APLICA
30159,1,NO APLICA
30160,1,NO APLICA
30161,1,NO APLICA
30162,1,NO APLICA
30163,3,NO APLICA
30164,1,NO APLICA
30165,3,NO APLICA
30166,3,NO APLICA
30167,1,NO APLICA
30168,2,NO APLICA
30169,9,NO IDENTIFICADO
30170,1,NO APLICA
30171,1,https://www.facebook.com/Texhuacan222?mibextid=ZbWKwl
30172,3,NO APLICA
30173,1,NO APLICA
30174,1,NO APLICA
30175,1,NO APLICA
30176,1,NO APLICA
30177,1,NO APLICA
30178,1,NO APLICA
30179,1,NO APLICA
30180,3,NO APLICA
30181,2,NO APLICA
30182,9,NO IDENTIFICADO
30183,2,NO APLICA
30184,1,NO APLICA
30185,2,NO APLICA
30186,1,NO APLICA
30187,3,NO APLICA
30188,1,NO APLICA
30189,3,NO APLICA
30190,3,NO APLICA
30191,9,NO IDENTIFICADO
30192,2,NO APLICA
30193,3,NO APLICA
30194,3,NO APLICA
30195,1,NO APLICA
30196,1,NO APLICA
30197,3,NO APLICA
30198,2,NO APLICA
30199,2,NO APLICA
30200,1,NO APLICA
30201,1,https://zongolica.gob.mx
30202,1,NO APLICA
30203,1,NO APLICA
30204,2,NO APLICA
30205,3,NO APLICA
30206,1,NO APLICA
30207,2,NO APLICA
30208,2,NO APLICA
30209,1,NO APLICA
30210,3,NO APLICA
30211,2,NO APLICA
30212,2,NO APLICA
31001,1,NO APLICA
31002,1,NO APLICA
31003,3,NO APLICA
31004,1,NO APLICA
31005,1,NO APLICA
31006,1,NO APLICA
31007,3,NO APLICA
31008,3,NO APLICA
31009,3,NO APLICA
31010,3,NO APLICA
31011,3,NO APLICA
31012,3,NO APLICA
31013,3,NO APLICA
31014,3,NO APLICA
31015,1,NO APLICA
31016,3,NO APLICA
31017,3,NO APLICA
31018,3,NO APLICA
31019,3,NO APLICA
31020,3,NO APLICA
31021,3,NO APLICA
31022,3,NO APLICA
31023,3,NO APLICA
31024,3,NO APLICA
31025,3,NO APLICA
31026,1,NO APLICA
31027,3,NO APLICA
31028,3,NO APLICA
31029,3,NO APLICA
31030,3,NO APLICA
31031,3,NO APLICA
31032,3,NO APLICA
31033,1,NO APLICA
31034,1,NO APLICA
31035,1,NO APLICA
31036,1,NO APLICA
31037,3,NO APLICA
31038,3,NO APLICA
31039,1,NO APLICA
31040,1,NO APLICA
31041,3,NO APLICA
31042,1,NO APLICA
31043,3,NO APLICA
31044,3,NO APLICA
31045,3,NO APLICA
31046,1,NO APLICA
31047,3,NO APLICA
31048,3,NO APLICA
31049,3,NO APLICA
31050,1,NO APLICA
31051,1,NO APLICA
31052,1,NO APLICA
31053,1,NO APLICA
31054,1,NO APLICA
31055,2,NO APLICA
31056,1,NO APLICA
31057,1,NO APLICA
31058,3,NO APLICA
31059,1,NO APLICA
31060,3,NO APLICA
31061,1,NO APLICA
31062,1,NO APLICA
31063,3,NO APLICA
31064,1,NO APLICA
31065,1,NO APLICA
31066,1,NO APLICA
31067,1,NO APLICA
31068,1,NO APLICA
31069,1,NO APLICA
31070,1,NO APLICA
31071,1,NO APLICA
31072,1,NO APLICA
31073,3,NO APLICA
31074,1,NO APLICA
31075,1,NO APLICA
31076,3,NO APLICA
31077,1,NO APLICA
31078,3,NO APLICA
31079,1,NO APLICA
31080,3,NO APLICA
31081,3,NO APLICA
31082,1,NO APLICA
31083,1,NO APLICA
31084,3,NO APLICA
31085,3,NO APLICA
31086,1,NO APLICA
31087,3,NO APLICA
31088,1,NO APLICA
31089,1,NO APLICA
31090,3,NO APLICA
31091,3,NO APLICA
31092,3,NO APLICA
31093,1,NO APLICA
31094,3,NO APLICA
31095,1,NO APLICA
31096,3,NO APLICA
31097,3,NO APLICA
31098,3,NO APLICA
31099,3,NO APLICA
31100,1,NO APLICA
31101,1,NO APLICA
31102,3,NO APLICA
31103,1,NO APLICA
31104,3,NO APLICA
31105,1,NO APLICA
31106,3,NO APLICA
32001,3,NO APLICA
32002,0,NO APLICA
32003,3,NO APLICA
32004,2,NO APLICA
32005,1,https://calera.gob.mx/titulo_v/desarrolloeconomicoysocial/EJERCICIO_2023.pdf
32006,1,NO APLICA
32007,2,NO APLICA
32008,3,NO APLICA
32009,1,NO APLICA
32010,3,NO APLICA
32011,1,NO APLICA
32012,1,NO APLICA
32013,3,NO APLICA
32014,9,NO IDENTIFICADO
32015,1,NO APLICA
32016,1,NO APLICA
32017,1,NO APLICA
32018,2,NO APLICA
32019,1,NO APLICA
32020,1,NO APLICA
32021,1,NO APLICA
32022,9,NO IDENTIFICADO
32023,1,NO APLICA
32024,1,NO APLICA
32025,1,NO APLICA
32026,3,NO APLICA
32027,1,NO APLICA
32028,2,NO APLICA
32029,1,NO APLICA
32030,2,NO APLICA
32031,3,NO APLICA
32032,1,NO APLICA
32033,3,NO APLICA
32034,9,NO IDENTIFICADO
32035,1,https://www.noriadeangeles16.org.mx/wp-content/uploads/2022/10/1ER-INFORME-DE-GOBIERNO-2021-2022-1.pdf
32036,1,NO APLICA
32037,3,NO APLICA
32038,1,NO APLICA
32039,9,NO IDENTIFICADO
32040,1,NO APLICA
32041,3,NO APLICA
32042,1,NO APLICA
32043,1,NO APLICA
32044,1,NO APLICA
32045,1,NO APLICA
32046,3,NO APLICA
32047,2,NO APLICA
32048,1,NO APLICA
32049,1,https://drive.google.com/file/d/1Oyw-ZYo4m9TPzXGFw834k2mcgglwr9fP/view
32050,1,NO APLICA
32051,1,NO APLICA
32052,1,http://mpiodevillagarcia.com.mx
32053,1,NO APLICA
32054,3,NO APLICA
32055,1,NO APLICA
32056,1,NO APLICA
32057,3,NO APLICA
32058,2,NO APLICA
